channel,depth,dislikes,duration,id,key,likes,mult,nb_recommendations,pubdate,recommendations,title,views
CNBC,1,121,1084,MQcPC31KRqA,[],2983,0.16876657824933602,1,2018-09-12,"['QE3QwTA5ujE', '0yZ5mjbB11I', 'PHe0bXAIuk0', 'JvEas_zZ4fM', 'QozGSS7QY_U', 'biKr34fDb0E', 'qlSxPouPCIM', 'iGh_zhbuJCA', 'DsZ28xn9ATo', '3sm-XGVca3c', '7prnY2FOxns', 'GPOv72Awo68', 'P9YTKb5PgR0', 'Pqc56crs56s', 'DCQwiF0J7hw', '1QeUcfqkUzc', 'w-eX4sZi-Zs', 'iEgu6p_frmE', 'RFxXl9eAWV4', '0yuKLHG0dGs']",Warren Buffett On The 2008 Crisis,390684
NBC News,1,38,641,iyDimnJfT6o,[],418,2.025198938992042,12,2020-03-19,"['Lmbx3kpOS9k', 'L5EHxsuPSl8', 'shGgo6lCdFs', '3gjPFelN1vY', 'yDWJtSsTnNM', 'c09m5f7Gnic', 'cw9vIPDxJyk', '9AEMKudv5p0', 'o783-zkcX8Q', 'uy9fG4s7wPI', 'NU-l2Pek4tg', 'UDY5COg2P2c', 'jFO9hwRSrls', '_066dEkycr4', '-SoZcjMWxm8', '0Wp-NYHuUrs', 'rBOhIqrUqEo', 'yhB9D06_ef4', 'JqsvuhHOH90', 'KLdEFcxzjLk']",Coronavirus Pandemic Forces Americans To Face 'New Normal' | NBC News NOW,11298
DoctorOz,2,57,617,9QZLhR__HVQ,[],1950,0.843832891246684,5,2020-03-16,"['LqFYwQUcDBA', '1OAGU-O8ysc', 'q-rVcaFSfSA', '7cOExWfYqr0', 'j7GkD9d7n34', '2hQYVWs-CyI', 'btneFj1excQ', '7erusqG3Y8Y', 'BTPfBc4qp00', 'ggHtoeQrGxQ', 'Y7nZ4mw4mXw', '5CRxyHU9Oxo', 'o783-zkcX8Q', 'p1EVhgsu_-o', 'HSVqpWkoK30', 'yYs-82Y-644', '13rFBDYATSA', 'aYyqj7Lit8M', '-50BMHIlSso', 'vVZtI48qzGc']",Sanjay Gupta Separates Facts From Fiction On Coronavirus - Part 1,103726
U.S. Presidential Inauguration,1,-1,5935,S4VoolvEsyQ,[],-1,0.33753315649867305,2,2012-12-29,"['NxFkEj7KPC0', 'Z7hET4Xp0qQ', 'yHzo_ZcvJkE', 'BTIfGFJqLko', 'HxRQm-3bzf0', 'CuzLdMPbKl8', 'd3UCW_AV93M', 'kb9espyQWOs', 'fp85zRg2cwg', 'IVGAI8o5i4o', 'mEH9kVbNX3A', 'Q32RFwyxHSc', 'iH1ZJVqJO3Y', 'hYUIwdqCpU0', '_vGQDBbO-fg', 'x_Kw9YnNXJk', 'rlLSBTAg0aM', '0UEbEvObgKo', 'oZH4n6DfcFw', 'eWynt87PaJ0']","Jan. 20, 2009: Inaugural Ceremonies for Barack Obama",2181106
CNBC Television,1,23,794,bR9SAUEFvHo,[],311,0.16876657824933602,1,2020-03-18,"['NvEWez59fbI', 'pkfv51RJ6gU', 'FItEjc6VtuU', 'wYqnfM6JBgc', '9xaAu5fUqBQ', 'oo_1IUk1nag', 'nDFoF3izhGQ', 'LkrD76wl0Mo', 'fs9Gr8Gj6Cg', 'HWaCdUgLjus', '6BxBh1oSisc', 'JvEas_zZ4fM', '6pif-PCnQfk', 't7dfCDshp8c', '3x1aLAw_xkY', 'eZ6Lut1KroU', 'wmJ417dlcC8', 'xhPvADuelcY', '0E3K3MoX5RU', 'qXwFCcfRXUU']",Mark Cuban's full interview on helping U.S. workers through the coronavirus crisis,42907
The Obama White House,1,845,4843,0UEbEvObgKo,[],5981,1.350132625994695,8,2013-01-21,"['3PuHGKnboNY', 'fp85zRg2cwg', 'CuzLdMPbKl8', 'FsUqI_Y7kVs', 'GD3IodWyGME', 'qOlSp1jSviU', 'rlLSBTAg0aM', 'hYUIwdqCpU0', 'xgRV_MPKMAE', 'oINDnuDHKbc', 'x_Kw9YnNXJk', 'pcNXFz_QCVU', 'jta-4JLawYI', 'SSJugLUsM58', 'BzC135ql_wA', 'eDOo3v2ntHI', 'gZR1CvSQntE', 'cCXSO-3mt5I', '9HSSvMfQ3QY', 'VL7PI_NLcZ8']",2013 Inauguration Ceremony,937577
The Obama White House,1,5514,4893,CuzLdMPbKl8,[],67396,3.544098143236074,21,2016-12-27,"['fp85zRg2cwg', 'eDOo3v2ntHI', 'GHrZd7JxvPQ', 'Z7x4ZS7ZZWc', 'x_Kw9YnNXJk', 'GD3IodWyGME', 'kCA39QJUKLM', '0UEbEvObgKo', 'ZIqeETusIFg', 'xgRV_MPKMAE', 'FsUqI_Y7kVs', 'LCmwkjSzr2g', '3PuHGKnboNY', 'CZ2o5CWCOgk', 'O-ubT0-q568', 'hYUIwdqCpU0', 'oINDnuDHKbc', 'gZR1CvSQntE', 'rlLSBTAg0aM']",Love and Happiness: An Obama Celebration,7080314
Forbes,1,112,522,9PMkgtwMkxc,[],4181,0.33753315649867305,2,2015-09-25,"['uxyv6UPluJs', 'JdUKhgW1gOo', 'XBUQNYczj4A', 'Qm0jktMIYlk', 'qqEAz79FMFI', 'c0ARb1N-3kM', 'glMU6ZL4UYs', 'w-eX4sZi-Zs', '0B10nEuLqHU', 'S98O2gFBEPo', 'RFxXl9eAWV4', 'UOEia7jVcto', 'PHe0bXAIuk0', 'biKr34fDb0E', 'rAUFVjjO1tQ', 'hNjJ55WgcRw', 'M2qb2cXtxzw', 'rrBLkfWg_MI', 'eP4iqNjYlMI', 'eIYDUhLdF3I']",Simple Rules For Investing With Shark Tank's Kevin O'Leary | Forbes,333618
,1,-1,-1,6LZeYj0y3zM,[],-1,0.33753315649867305,2,,[],,-1
Vox,1,2503,322,1UnIDL-eHOs,[],167989,0.843832891246684,5,2018-09-12,"['QMbHLF_zwjs', 'KaGSYGhUkvM', '7H6doOmS-eM', 'WeyLEe1T0yo', '9hdT8PgT19w', '7QwlT5f7H1c', 'LFMuLqZ1zaU', '2xvNhN1PsRw', 'iMtXqTmfta0', 'Jbix9y8iV38', 'n-mUZRP-fpo', 'IVjmIovOPek', 'r5Ps1TZXAN8', 'SKgL8u4CPJ8', 'kXCGbAv8YPw', 'gMqZR3pqMjg', 'yY96hTb8WgI', 'wFqQm1541aA', 'vWhYlu7ZfYM', 't6rHHnABoT8']",Why we say “OK”,5315719
DW Documentary,1,812,1709,3K3fy5eKeuM,[],6612,3.881631299734748,23,2020-03-17,"['XU9FVqwO4TM', 'ycrqXJYf1SU', 'g9HA5IoiUxE', 'Y7nZ4mw4mXw', '1Rrn7fmOn1o', 'IP_yuwVErwc', 'yDWJtSsTnNM', 'yhB9D06_ef4', 'MIUs08PZcdo', 'rBOhIqrUqEo', 'kjpcR9Hfm-E', 'efwYCP9p4tA', 'ksrc7eI3IMY', 'CVuVlk2E_e4', 'lViaVZ_s8MY', '94Bzy06s3Tc', 'LSAmSPi-t-M', 'm5fsidSOJMw', 'TPpoJGYlW54', 'TLpbfOJ4bJU']",Coronavirus in China | DW Documentary,752664
NBC News,1,258,3632,uy9fG4s7wPI,[],1363,1.5188992042440321,9,2020-03-18,"['L5EHxsuPSl8', 'IBsefkZjNW0', '3K3fy5eKeuM', '7anlrWq8lyo', 'Lmbx3kpOS9k', 'YDmOEPI4-8Y', '94Bzy06s3Tc', 'iyDimnJfT6o', 'ODj5B_MzyTA', 'JvEas_zZ4fM', 'Y7nZ4mw4mXw', 'Clnfuhxhi_Q', 'cw9vIPDxJyk', 'efwYCP9p4tA', 'ycrqXJYf1SU', 'yhB9D06_ef4', 'MIUs08PZcdo', 'UDY5COg2P2c', 'g9HA5IoiUxE', 'rBOhIqrUqEo']",Coronavirus Pandemic: Your Questions Answered | NBC News NOW,326634
Vox,1,9332,392,C-7fzHy3aG0,[],82338,0.6750663129973471,4,2017-02-13,"['-fUDIucr2eo', 'rELHUMNt4HM', '2Lzlrh0gaAo', '7ds2eh2_Un0', 'xecEV4dSAXE', 'luTPMHC7zHY', 'aqNHc6ZH7P4', '8c44LOp59-U', 'koGignAPGgs', '9AEMKudv5p0', 'wD8AwgO0AQI', 'UYMIgnw2FPU', '5YU9djt_CQM', 'maL6-l3DdHk', 'nFCPdVtB8gI', 'lh-85zp26Oc', '_v-hzc6blGI', 'Cijh3bdxwmE', 'x9fL9tcEUlM', 'lxMWSmKieuc']","Kellyanne Conway's interview tricks, explained",4734115
CNBC Television,1,18,345,fqc22e4o4hY,[],232,2.193965517241379,13,2020-03-19,"['xhPvADuelcY', 'pkfv51RJ6gU', 'gBQQjFhJ4-8', 'LkrD76wl0Mo', 'NvEWez59fbI', 'Lmbx3kpOS9k', 'FWdPrvgRf2Q', '1WAVFSGZ6Kw', 'c09m5f7Gnic', 'P-39QRDDin0', 'fPK7k9Vi4qs', 'HWaCdUgLjus', '_066dEkycr4', 'nDFoF3izhGQ', 'wYqnfM6JBgc', 'FItEjc6VtuU', 'JvEas_zZ4fM', '41FyAAyBPMc', '_mmOKIZINv8', 'Zz0sYszSwOU']",We shouldn't bail out every industry halted by coronavirus crisis: Advisor,22022
BBC News,1,222,579,sn-i152iPcA,[],2686,2.025198938992042,12,2020-03-19,"['yDWJtSsTnNM', 'WW3eFudbh-A', 'ypLd26VL_AU', 'AZSVBUcUZlM', 'C-0Es0RKiU4', 'yhB9D06_ef4', 'IP_yuwVErwc', '_066dEkycr4', '0W0B2Qg3r2k', '9Auq9mYxFEE', 'cw9vIPDxJyk', '3K3fy5eKeuM', 'Y7nZ4mw4mXw', 'efwYCP9p4tA', 'uHZUsgBbgXY', 'Lmbx3kpOS9k', 'zgZKQFypmoE', 'LwqhvRcBrK4', 'BWO6i8cH8SA', 'mXrYPFCi6mw']",Coronavirus: China reports the first day of no new cases - BBC News,30243
The Plain Bagel,1,209,587,21STUhQ-iP0,[],12768,0.50629973474801,3,2018-11-09,"['YANlHHaBp8k', 'G6uwkc11NZ8', '_aU6ohpjNiw', 'vGE44u0J6Cc', 'HP8QDvjJoV8', 'WAXPDDnrpW4', 'PHe0bXAIuk0', 'MSpWAYwqXQ4', 'nJGR-8vENeY', 'nX2DcXOrtuo', '1s7ULX45fjw', 'YXmNoQPG4FA', '5L_zQGPNXOk', 'CAs_aX95tVQ', 'y9BDeXoqEyo', 'C_N-3270JbA', '2I_GZebHd8Y', 'ipQ_kOyPe-I', 'S1wbCieoHs4', 'Ln-5bHEsqIQ']",Stock Multiples: How to Tell When a Stock is Cheap/Expensive,351404
Bloomberg,1,2365,1508,vrl5PFB35Ec,[],43062,1.181366047745358,7,2014-04-23,"['mh45igK4Esw', 'dp8PhLsUcFE', 'kbEOJLiIjUM', 'PHe0bXAIuk0', '1YCGM7FiCGg', 'w-eX4sZi-Zs', 'gtMg4jqEylA', 'tfAhTtBlb2Q', 'ii36plwJAnc', 'kFQJNeQDDHA', '2YNRZXtanN8', 'mB2V0BXH608', '5WiDIhIkPoM', 'ZpV24tltyME', '5fI3zz2cp3k', 'glMU6ZL4UYs', 'WTqYMoz_inU', '01Q9R7Da-hI', 'TgJvwVtENsg', 'u5uD62Plakg']",Mark Cuban: How I Became a Billionaire,6893908
ABC News,1,2251,689,zkH2rLIeU7A,[],9210,0.50629973474801,3,2020-03-15,"['BTPfBc4qp00', 'w_Ma8oQLmSM', 'uE6SXsrspUg', '0A9Y4djRQcM', 'xo2ISWrQAsU', 'XU9FVqwO4TM', 'Y7nZ4mw4mXw', 'o783-zkcX8Q', '6Af6b_wyiwI', 'G9oqvJ3iXGI', 'mNB8zN5CQGc', '61-gFtHJOd8', 'yhB9D06_ef4', 'zdR-I35Ladk', 'NKwwh2Iai2w', '5TZkkCpK-rs', 'BWO6i8cH8SA', 'jmUMolg-7nA', 'LSAmSPi-t-M', '5CRxyHU9Oxo']",'Things will get worse before they get better': Dr. Anthony Fauci | ABC News,1134313
DoctorOz,1,26,369,LqFYwQUcDBA,[],1068,0.16876657824933602,1,2020-03-16,"['BTPfBc4qp00', '9QZLhR__HVQ', 'q-rVcaFSfSA', 'TvTjREdHO0I', '1OAGU-O8ysc', 'V1xBiBVH7U4', '13rFBDYATSA', 'lViaVZ_s8MY', '7erusqG3Y8Y', 'Y7nZ4mw4mXw', 'jmUMolg-7nA', 'HSVqpWkoK30', 'ChT4UBDxLv8', '61-gFtHJOd8', 'gKcORNYCTqk', '0itO3NFhZDU', '3K3fy5eKeuM', 'TKS1pahoPRU', 'i-1RVB_H1Mw', 'wYqnfM6JBgc']",Sanjay Gupta Separates Facts From Fiction On Coronavirus - Part 2,45488
Face PC Gaming,1,284,6074,mei63AKPgn4,[],2412,0.50629973474801,3,2018-05-03,"['o5fdhfVrg1I', 'Wf_x4mE0wfc', 'QPg3o9dsEmI', 'BfubdVY4vg4', '5Gd6UAG9L-g', 'P-KDVcMBmz0', '7gpTzVGqBuQ', 'EGgnEIX5f4E', 'Ls2WhmsMGfs', 'oDTNNIb01hU', 'QDh-sHRQB6c', 'R1KcSa39gkI', 'Imo-Thk9uHU', 'cfhRLOIbEqs', 'VNe5P_fNxVk', 'FyLPJ5JWZYk', 'DOZS4YwqNMU', 'ZQ-rP0zYvsA', 'zgjIOT6_yw0']",Tom Brady (The Greatest Quarterback in NFL History) NFL Legends,499026
LastWeekTonight,1,2506,1162,svEuG_ekNT0,[],84873,0.16876657824933602,1,2019-11-03,"['UN8bJb8biZU', 'dHiAls8loz4', '_066dEkycr4', '3y1QA6OeAcQ', 'etkd57lPfPU', 'hpgOBdiYZkc', '6wplEAkNXow', 'BgyqAD5Z6_A', '2u_pZ-SgACk', 'kPhk2gncQbI', 'JDcro7dPqpA', 'Nuzi7LlSDVo', 'Bchx0mS7XOY', 'opi8X9hQ7q8', 'yw_nqzVfxFQ', '2qncrY2e5QU', '-tIdzNlExrw', 'SE_ccFHjL_w', 'YAr7O8-iRgQ', 'WCbRi_vHoRM']",Voting Machines: Last Week Tonight with John Oliver (HBO),4615150
Syndicado TV,1,1915,5246,S7SQoQj9868,[],22657,0.50629973474801,3,2019-03-29,"['CVuVlk2E_e4', 'PLnYFdAhFLk', '3K3fy5eKeuM', 'PPySn3slfXI', 'XObk07uabLI', 'j9S_xbjIRgE', 'SL5Rd3Bnxms', 'SDkAGkd4NLc', 'Lrfr06Sj3vQ', 'rZ_fbq0xB2I', '7AhlAewFuqY', 'xvDuqW9SFT8', 'Fi66wFfOC-4', 'TLpbfOJ4bJU', 'O30ytTSRHpo', 'Xd_1NzyL7D4', 'ycrqXJYf1SU', 'UoIGbYv89bA', 'SnMBYMOTwEs', 'CcCRs0Ic3FI']",Science Of The Soul  - Full Documentary,2021111
OfficialHoophall,1,1136,1803,C-IiiFvfdVo,[],47634,0.16876657824933602,1,2016-09-09,"['XLzBMGXfK4c', 'x67RQKknl-g', 'iHt5pCHgsdk', 'ad9UqapGC7o', 'vzK0v_hsWvc', 't-dmFuH7TyM', 'UqEUQtkjKi0', '2qWv8f4Pijs', 'b2m4sXJtu3I', 'IuJRQ9pWjxk', 'csrtfr4UWkw', '2fqYgNR6174', '53woXWFsiHA', 'uwbI15Ucl8s', 'u_HZtJc9gFA', 'EGgnEIX5f4E', 'lOda65xzpJ0', 'Xo5S7xJm594', 'cgBkinjGarg']",Shaquille O’Neal’s Basketball Hall of Fame Enshrinement Speech,5496853
"eWomenNetwork, Inc.",1,253,2954,36IV4YY3eOY,[],3756,0.33753315649867305,2,2016-10-06,"['vrl5PFB35Ec', 'yjGdgIIYFmI', 'ii36plwJAnc', 'mh45igK4Esw', 'XBUQNYczj4A', 'uegOUmgKB4E', '01Q9R7Da-hI', '-ggEBOTAKr8', 'CxD4F3MQRDI', 'CV0GDPJo9Uo', 'IvveZr0D_9Y', '_ruRiTeX1jE', 'IPNtZdNOUnY', 'mB2V0BXH608', 'fs9Gr8Gj6Cg', 'glMU6ZL4UYs', 'SEwenAjPtcc', 'TgJvwVtENsg', 'ZpV24tltyME', 'KPbKeNghRYE']",Mark Cuban: From Bartender to Billionaire,534456
Vox,1,10844,367,4c5fuOPCeYw,[],11718,0.33753315649867305,2,2020-02-27,"['1PjNlBV-_s8', 'S5vOKKMipSA', 'AmuYJck_ux4', 'VBpmYDLECF8', '04wyGK6k6HE', 'rs2RlZQVXBU', 'c09m5f7Gnic', '_066dEkycr4', 'EESYomdoeCs', 's6MwGeOm8iI', 'fE5LQejXcyg', 'wYqnfM6JBgc', '0yT7hpF654k', 'JvEas_zZ4fM', 'tCvMtkEVqdA', 's8VOM8ET1WU', 'koGignAPGgs', '16S2lQn5xgs', 'KpamjJtXqFI', 'waeXBCUkuL8']",The case for Joe Biden,703706
Vox,1,6295,457,VBpmYDLECF8,[],21070,0.33753315649867305,2,2020-02-27,"['1PjNlBV-_s8', '0yT7hpF654k', '4c5fuOPCeYw', 'S5vOKKMipSA', 'friDHMwfSIc', 'waeXBCUkuL8', 'tCvMtkEVqdA', 'V6UxhDPzbsE', 'fE5LQejXcyg', 'c09m5f7Gnic', '9AEMKudv5p0', '5v13wrVEQ2M', 'ylLTMYt24lA', 'HFyaW50GFOs', 'h701kzXMDD0', 'wFqQm1541aA', 'utUOJ64X7u0', 'smQC3CXalVg', 'anDy97Q8qwI', 'tNla9nyRMmQ']",The case for Elizabeth Warren,824707
Fox News,1,390,513,qee-7D8bucw,[],7887,0.6750663129973471,4,2020-03-18,"['3gjPFelN1vY', 'Yu9jpEmzymU', 'EKHWjOtVyK8', 'mtw4SPeoHOA', '8A9lkLZd65o', 'hIpCSt6NUJg', '5W9vjsFQUUU', 'XezLiezWN0E', 'KXL6HoBIsAo', 'wYqnfM6JBgc', 'L95WF02M2NA', 'cw9vIPDxJyk', '4qm_6TXnWhM', '_qg-8Ij0_I8', 'CTtufrWH610', '2BSB8i3Upv8', 'Lmbx3kpOS9k', 'fMdLYE0KPno', 'NSUjXhWuGSc', 'X1OwpyQux9c']",Ingraham: Relief and reckoning,261205
The Verge,1,2460,1071,8RETFyDKcw0,[],25521,0.33753315649867305,2,2015-01-22,"['zIwLWfaAg-8', '9AEMKudv5p0', 'PX5-XyBNi00', 'mB2V0BXH608', 'HEfpxiUIZPs', 'zPx5N6Lh3sw', 'AGkU7HmAAAc', '_QdPW8JrYzQ', 'BusdooE10vQ', 'cXQrbxD9_Ng', 'yqc9zX04DXs', '2LyzBoHo5EI', 'gjVDqfUhXOY', 'SCpgKvZB_VQ', 'raAkFKm9afg', 'nc90n-6dQRo', '5fI3zz2cp3k', 'k6hTa5ti35E', 'hYip_Vuv8J0', 'nenhv6uTdmw']",Bill Gates interview: How the world will change by 2030,3179317
NowThis News,1,31,0,PmZdfsRyJt8,[],58,0.33753315649867305,2,2020-03-19,"['3gjPFelN1vY', 'SkTfmKpfPgA', 'L5EHxsuPSl8', 'MIUs08PZcdo', 'zlmEmFbHmlk', 'STgLXeWeGdk', 'd_GnVTok3sg', 'eECiwwMJVTQ', 'OnPpj4NAfLI', 'LQFrueXa_c0', 'KfpeDzcsd1s', 'HvE9hCZ-jaU', '7Orjss318Io', '_cLnDBWi9cY', 'JvEas_zZ4fM', 'ypLd26VL_AU', 'uLxsoB_Hx_U', 'yhB9D06_ef4', 'GKQoBNrKzMo', 'NaVfcCMXsYw']",President Trump Participates in Video Teleconference with U.S. Governors | LIVE | NowThis,-1
The Obama White House,1,797,2811,kCA39QJUKLM,[],11779,0.6750663129973471,4,2010-01-20,"['gZR1CvSQntE', 'XrNVlyjyam4', 'CuzLdMPbKl8', 'GD3IodWyGME', 'xRBtk9Fhv7A', 'vSlWDlXCelk', 'x_Kw9YnNXJk', '4Hcrx0uwluk', 'fp85zRg2cwg', 'BAjSPqxP6cw', '0hLMc-6ocRk', 'ZIqeETusIFg', 'ZxpWVGCfGfk', 'HZedWS0LbP8', 'GHrZd7JxvPQ', 'hYUIwdqCpU0', '0UEbEvObgKo', 'FsUqI_Y7kVs', 'bLFTCw3OYGQ', '4o5bFmOJ6fw']",Raw Video: The First Lady Surprises Tour Visitors,1698587
NBC News,1,1257,9422,VUVL5OTs-JM,[],3408,1.012599469496021,6,2020-03-19,"['Ffl3BYut9ww', 'L5EHxsuPSl8', 'mtw4SPeoHOA', 'jFO9hwRSrls', '9Auq9mYxFEE', '3gjPFelN1vY', 'PHe0bXAIuk0', 'I0t8ZAhb8lQ', '96mGu-Xmjjo', 'ODj5B_MzyTA', 'UXpouL9Q1iY', 'iyDimnJfT6o', '_cLnDBWi9cY', 'm08i8oXpFB0', '7OwBl7KXnKg', 'shGgo6lCdFs', 'JvEas_zZ4fM', '7anlrWq8lyo', 'xhPvADuelcY', 'qJZHPA83wZA']","Trump, White House Coronavirus Task Force Hold News Conference | NBC News (Live Stream Recording)",364789
Fox News,1,254,645,N2zGcLLQiys,[],7526,0.16876657824933602,1,2018-03-25,"['ftfl4hgsdis', '3gjPFelN1vY', 'gJYxz4prbTU', 'bv4vPIdaeMI', 'iFUAjrevmVo', '916J0I2yrlQ', 'q0EQN0l20oU', 'j_XrXA966Bw', 'JKeG1iJNxGs', 'CN5puEBFdCE', 'L95WF02M2NA', 'bPm6dQ8Yfz0', 'MIyoZQgNMuc', 'l8DW5Q8n-jU', 'Yu9jpEmzymU', 'pUv0ScVeoZM', '-beOw1-TJCE', 'vfrSLJg4h14', 'msF2nAk__jo', 'hUue-WKPZag']",Gutfeld: The mistake Joe is making in his 2020 audition,500838
Washington Post,1,339,230,mwVaRPRkBCA,[],5570,0.50629973474801,3,2018-07-28,"['Aw1vGSXs17c', 'zlmEmFbHmlk', 'M0FvLkXDKIs', 'DRBfM709Yqc', 'nnM7sTQGQCo', 'M0u3QJrtgEM', 'Yw9Yx0XowZc', 'BTIfGFJqLko', 'tQ6g_EH6Yxs', 'lLl0Gihrbi8', 'rs2RlZQVXBU', '_d4sDwFgNYQ', 'SteCe7Gjck0', 'RYxMRiftYuY', '_3X5rugw-Lk', '24VLXePHFF0', 'L5EHxsuPSl8', '7y1xJAVZxXg', '3gjPFelN1vY', 'YnkNVuRmbCo']",Sen. John McCain's 'thumbs down' vote against repealing Obamacare: An oral history,354619
The New York Times,1,189,2786,lpX9k_YhUTQ,[],699,0.16876657824933602,1,2015-04-06,"['jkfiF_tugU0', 'nnRNszsza_8', 'RBKhpV6MYto', '3gjPFelN1vY', '8w4Ku6l7OEI', 'H-DSfvYCKwY', 'RVVfJVj5z8s', 'S5vOKKMipSA', 'gJPyZLcje74', 'Y-RxqhmWOr0', 'V7eqoL18zwg', '636mgw1THpc', 'Vb1Mtx9BONA', 'JvEas_zZ4fM', 'w5JlqDnoqlo', 'lEjeKrZxDFQ', '03JdbYggUTs', '7W-xxpXzAC0', 'td7Dcsco-WY', 'qlSxPouPCIM']",Iran Nuclear Deal: The Obama Doctrine & Iran | EXCLUSIVE FULL INTERVIEW | The New York Times,108582
The Fifth Estate,1,1986,1901,DSyK3SAzJa8,[],6332,0.16876657824933602,1,2017-01-20,"['RAAMPiF_BSg', 'rGiYFJ2uyTM', 'XwvjkJXaIJE', 'C_lY_XD6aVA', 'LvfK1kZbqEA', 'tR_6dibpDfo', '40pwJhkswIc', '7W-xxpXzAC0', 'ciMtfRNbMqQ', 'EufiLsuUWsY', 'vWPCJC7JqRI', 'egWupVOBlMQ', 'SnMBYMOTwEs', 'yjegMP2pNno', 'SbWEuF99vZg', 'Vyb4fOBMWds', 'VQOOxOl9l80', 'K3ksKkCOgTw', 'jFOhfwvkhLY', 'CVxCyXjPyjw']","The Conspiracy Files:  Putin, The FBI and Donald Trump - the fifth estate",1159417
NBC News,1,1729,10522,jFO9hwRSrls,[],2657,2.362732095490716,14,2020-03-10,"['L5EHxsuPSl8', 'VrcqRks_zZc', 'YDmOEPI4-8Y', 'mtw4SPeoHOA', 'iV1peiuTTRU', 'yDWJtSsTnNM', '3gjPFelN1vY', 'BWO6i8cH8SA', 'JvEas_zZ4fM', 'Lmbx3kpOS9k', 'uy9fG4s7wPI', '9Auq9mYxFEE', 'cw9vIPDxJyk', 'Y7nZ4mw4mXw', 'IP_yuwVErwc', 'yhB9D06_ef4', 'IEmrNpzBZ7w', 'IBsefkZjNW0', 'o5fdhfVrg1I', 'QYe8ZuF8A2I']",Watch Live Primary Night Coverage From NBC News NOW | NBC News (Live Stream Recording),1334808
Vox,1,3380,390,dSQztKXR6k0,[],162153,0.50629973474801,3,2020-03-16,"['ek3T8xiu1Fw', 'TPpoJGYlW54', 'BtN-goy9VOY', '6Af6b_wyiwI', 'IP_yuwVErwc', 'OOJqHPfG7pA', 'yhB9D06_ef4', 'I5-dI74zxPg', 'Y7nZ4mw4mXw', '-LKVUarhtvE', 'X31g5TB-MRo', '9AEMKudv5p0', '94Bzy06s3Tc', '3x1aLAw_xkY', 'smQC3CXalVg', 'kXByOrRrO7c', 'XU9FVqwO4TM', 'ESzzIvmIIO0', 'LSAmSPi-t-M', '1gJVbxqkOIo']",Why fighting the coronavirus depends on you,5000567
CNN,1,106,390,7tJiIcMdCrI,[],681,0.843832891246684,5,2020-03-19,"['3Ja8pIfT6sw', 'o783-zkcX8Q', 'QNbKH4E6R3E', 'BUZzrUZmIkY', 'xD9fHCKTv74', '7anlrWq8lyo', '6Af6b_wyiwI', 'BTPfBc4qp00', 'RbQjqSvL1YE', '3gjPFelN1vY', 'yhB9D06_ef4', 'cw9vIPDxJyk', '9AEMKudv5p0', 'q6lq04EoNbk', '_066dEkycr4', 'c09m5f7Gnic', 'BWO6i8cH8SA', 'NYUP95sw1IM', 'chdMyUgJmzI', 's6MwGeOm8iI']",Doctor: We're seeing people in their 40s on ventilators,16924
,1,-1,-1,QozGSS7QY_U,[],-1,3.375331564986737,20,,[],,-1
LastWeekTonight,1,9194,1226,OubM8bD9kck,[],135353,0.50629973474801,3,2018-06-17,"['0utzB6oDan0', 'SE_ccFHjL_w', 'dHiAls8loz4', 'BgyqAD5Z6_A', '_066dEkycr4', '-9QYu8LtH2E', 'GvtNyOzGogc', 'wD8AwgO0AQI', 'L0jQz6jqQS0', 'AJm8PeWkiEU', 'aw6RsUhw1Q8', '-YkLPxQp_y0', '8-hahRWhFvg', 'Bchx0mS7XOY', '5scez5dqtAc', 'opi8X9hQ7q8', 's6MwGeOm8iI', 'qMGn9T37eR8', '7VG_s2PCH_c', 'c09m5f7Gnic']",Xi Jinping: Last Week Tonight with John Oliver (HBO),10727386
TEDx Talks,1,2144,652,urKhVssiygA,[],22138,0.33753315649867305,2,2016-12-19,"['IVV4zRuE1mw', 'HEfpxiUIZPs', 'mMYhgTgE6MU', 'u_RquOChJuE', 'vuIlsN32WaE', 'mTwS9_PReM4', 'jJMBwqhD9DE', 'rbnBe-vXGQM', '_HytJn6uaRk', 'gn4bvjMh4vc', 'hqKafI7Amd8', 'Lp7BL-UI0Rw', 'esPRsT-lmw8', 'lvxJoUuG018', '9NrpFi2lpfk', 'n9u-TITxwoM', '-wkdH_wluhw', 'GyF9LLDL6-k', 'CmtEWBz_2kE', '97MWOERY_dE']","Why I believe in UFOs, and you should too... | Ben Mezrich | TEDxBeaconStreet",1738355
The Daily Show with Trevor Noah,1,4227,992,MauZdBmffo8,[],53971,0.50629973474801,3,2020-02-04,"['_qZNksTX4zk', 'QlaeirHJpns', 'yhB9D06_ef4', 'AmuYJck_ux4', 'OTWkeN2Gyz8', 'uKXIvfQnYEY', 'V6UxhDPzbsE', 'BWO6i8cH8SA', 'YAr7O8-iRgQ', 'mW-C7WE1xOs', 'uLgpFZtI4eU', 'vpD0k9oebI4', 'anDy97Q8qwI', 'r6jO0kwPMDE', 'aimo4Gib6LI', 'u31po55UE4c', 'UBQl3JwjRP4', 'Y_MwpagOWo0', 'F6O6u_jbGOA', 'SgXdS-hvVE8']",Trump’s 2020 State of the Union | The Daily Show,3656399
