channel,depth,dislikes,duration,id,key,likes,mult,nb_recommendations,pubdate,recommendations,title,views
TEDx Talks,1,10,839,P3fIZuW9P_M,"['1aaadb', '1acceb', '1adbcb']",230,0.42666142351553205,6,2014-02-07,"['jodhovumkHQ', 'veEQQ-N9xWU', '8zw7AXwnb8M', 'vuIlsN32WaE', 'o4Y5Mr8rZ9A', 'lrYx7HaUlMY', '3-FiqgVzXqY', '44J3FGYKltI', 'd0yGdNEWdn0', 'TFbv757kup4', 'gh5VhaicC6g', 'Lp7E973zozc', 'oDJ0dRb4-XY', 'bRtBHF-WPpM', '5cQoGNEcc5Q', 'pi4JOlMSWjo', 'B0Y-GU3JqiQ', 'gto6w0a13B0', '0Sn_UhcXZm4', 'xp0O2vi8DX4']",The person you really need to marry | Tracy McMillan | TEDxOlympicBlvdWomen,13
NowThis News,1,504,251,2X1Tgmsv9Ao,"['1aeacc', '1bacc', '1daacc', '1dd', '1ddabc', '1ddcc', '1dddc', '1ddebe']",17,2.275527592082841,32,2020-04-23,"['1Y2gdKRmSqw', 'jyOnfK_UMV4', 'GzL5PlP-uyI', 'vHGhAIEqJcg', 'iHNCNPuTkHU', 'fxZTzMHdEvk', 'VlD8Mjxigws', 'ep-Fzmhy8Us', 'sv8QVgCxa1M', 'biorRAQJhH8', 'luTPMHC7zHY', 'MGju7e0n7t0', 'u1Edn2J5Uoc', 'UM08ca2IUR4', 'z-kL3BrGqc4', 'zK2bOV3-fX8', '7P_stDcFjAM', 'Itb4l0TcDx8', 'M1ppYlx2rBU', 'gSym0zCiwh8']",Cuomo To Anti-Lockdown Protesters: 'What's Worse Than Death?' | NowThis,437
BiiA LAB,2,4020,5060,K_CzwBUxMBc,['1cbbb'],48,0.5688818980207101,8,2017-05-30,"['5qD7pbw-_2U', 'jAPnvYKukx0', 'HbTcQ24CYbk', '7YQE3M1w9UY', 'PlOPtrZBv6s', 'hdyQCtYps1k', 'ZwLWmnGfu6o', 'se62UwCxUrI', 'J-JSmHCJDQE', 'BCUmTAxtMwo', 'iD7nMcMFMto', 'Gk15i1Mhr5Y', 'NzKpmoTZgBU', 'bddbBikisgQ', 'SMqUDGVoUr4', '_IugzPwpsyY', 'Vu6xM229q9I', 'en4kXmoDwXI', 'SEaPqpHfpc0']",Alejandra Huerta - Inteligencia Emocional,3
RTVCE,1,5196,5471,yG928mUlb1E,"['1aedee', '1bdbdc', '1bdee', '1dadee']",26,1.77775593131472,25,2016-10-13,"['zOnib-Sk7nw', 'cBrFNg_IFyU', 'Pmxy5aZNBow', 'l-toZsvlYXI', 'q4EEUQWXNsY', 'RzbYRF12zJs', '7fLBPSztbvM', 'MmmuSRO1i0c', 'sl7_5u-BFDg', 'sFOTDESxDN8', 'kurWAkiuaME', 'esM7ALUkMxo', 'JcCXXHknUbc', '_MMLsXryv14', '3PoGi6ZiT0s', 'si11Fe1ASqE', 'ULnYpjAjxAM', 'v6NN1RE5plo']",HUMOR - EL COMANDANTE LARA,5
NowThis News,1,758,205,UM08ca2IUR4,"['1ddaad', '1ddead', '1ddeb']",5890,0.9244330842836541,13,2020-04-22,"['mmJAcERLGAE', '1d3QLPdHysc', 'wiMfSjqBhkw', 'VlD8Mjxigws', '2X1Tgmsv9Ao', 'iHNCNPuTkHU', 'ien97HT7Wpk', 'k66F9FzZthk', 'v3abZ4aAGUU', 'z3Gdr1yZpLo', 'kAIfU5RBBso', 'phsU1vVHOQI', 'G9FiKmx06FE', 'lIe859xRxe0', 'XY2ApKNxa9M', 'aNxd2WvIOnA', 'WkTJLS60A_c', 'VWcajDiGAq0', 'DmY28NBeuRY', 'qJRZeVQpMnk']",Trump Insults CNN Reporter Who Challenged Him | NowThis,366
papaenojadotd tf,1,102,5403,bi0fUzjH_ko,['1bdabb'],929,0.21333071175776602,3,2012-05-12,"['Mjx2fm9Xb2k', 'BEr_UYDyrV0', 'c18eWX6CwV8', 'y6mvkD859MA', '6pxZY7ypTZA', 'bPkdh7EoQjk', 'Qe5wqBP0ZPM', 'XUGAl-ns45o', 'BCUoWFMcjHA', 'ldKmJdUNqsQ', 'cLvnttq1al4', 'htGS6ocDtjo', 'cEXTox9oj3U', 'c9HgcTEE5n8', 'DxiK0f1v6i8', 'rKg_kNpsEZI', 'fU4pIqWJy9E', 'Q2zpewJGmyw', 'rkgrc1rm26M']",TITANIC - Momentos Finales.documental completo en español + descarga,222
The Late Show with Stephen Colbert,1,591,659,7RBo9rVhZqI,"['1dbadd', '1dbded']",25,0.711102372525888,10,2020-04-02,"['D9l1M_6MNxw', 'K9j0jHWELH8', 'z0hrMg1j_d4', 'krcHpMdOVAk', 'c_KeluilBcs', '0vgOzy0Mfsw', 'LAW3qHG4_ZY', '7Z2XRg3dy9k', 'TSkoq-pxyh4', 'PxDK95Q5qN0', 'FiXgBBA0wT0', 'hIv7YJ0UrlM', 'Nbmr_eM2DnQ', 'QbHE5h218vI', 'UnSILVWDKL8', 'DVIZb_dxgVY', '9RQ4f4nujT4', 'RchxKfRP2Ww', 'r2xPTP5hr6o', 'WSIuBzKUPDw']",Stephen Colbert: Every Member Of My Family Has Been Terrific,1
Just Planes,1,43,1136,uz5HT8K-g8I,['1eedde'],1348,0.071110237252588,1,2020-03-12,"['TbppXMGrsvw', 'R2NzN1ew9j0', 'WZ1Zbb-5bvg', 'IQG4AAoz9aI', 'ycPhYRARO8E', '01F3FK0C4wc', 'eNxTq9RrOs0', 'ad4xf2CwaV0', 'ki-mimBNxtI', 'MTYB3wumsv8', 'O0d_1OJlxlo', '-GWIoZJ1GtM', 'p8px4SsVjIk', '9B3PIqMwPRg', '97UarwKILzI', 'LRD-9c0NXxU', '8xc6iyfc_JM', '0s2RmW0tMYc', 'rUElMazmPiQ']",Piloting Airbus A320 out of Nice | Cockpit Views,119
Fox News,1,1206,538,roNnka8B4lI,"['1eadec', '1ebbec', '1ebddc', '1ecbec', '1ecc', '1eccbc', '1eccca', '1eccda', '1ecced', '1ecedc', '1edccc']",13,1.991086643072486,28,2020-04-23,"['qei0aY2vww8', 'wF3-4SkaSt4', 'FzV1QB2xNeE', 'RexUJeWmzSE', 'TUw_IbACsF4', 'P-rKGk8AhA0', 'vCZjtQgSuMg', 'KOexVu9Ou50', 'MuuA0azQRGQ', 'rDBfOgmGImM', '3ZElonEdgcE', 'QnK9evpa4j8', '0v29QcaYdcI', 'hWLQ7fjlJwg', 'FLYdhfgF6Pg', 'uy84FpqNFtU', 'oycwY1RhW_0', 'wiMfSjqBhkw', 'lmlJyxk8Nc4', 'BSCiT6OeL2A']",Ingraham: Let's start testing the data that justified the lockdown,451
TheEllenShow,1,41,324,dCsr0CNqB3g,"['1bacec', '1bcbec', '1dddec']",1,0.9244330842836541,13,2017-01-19,"['NxFkEj7KPC0', '-EUbjOtRGaY', 'TO9d16c2XRM', 'VL7s6X3ENT4', 'a9a8Yrp-H5M', '6qu4whgUVFs', 'l4arxvePtCQ', '3N2oQ2s8uuE', 'UM-Q_zpuJGU', '7w4TMdCLNMM', 'jiMUoVjQ5uI', 'iH1ZJVqJO3Y', 'CuzLdMPbKl8', '2ihOXaU0I8o', 'md68cIq-I4g', 'mLB937pCKZA', 'd3UCW_AV93M', 'yc0kcGgg3o0', '3Ub6BdLFWyg', 'DO9U_XxN-Kc']",Ellen's Tribute to the Obamas,53
La Resistencia en Movistar+,1,3495,1034,efJUYhjkFLI,"['1aedcd', '1bdcd', '1dadcd']",245,1.351094507799187,19,2020-01-30,"['85d_IyE56SA', 'nLJXEX86318', '8emUM2lEngo', 'teAGAJzPvoY', 'mwRSI1kS6So', 'pCch9emSXqA', 'TnijhEMItQg', 'leTMo1lunLE', 'bqWfNPCqaX4', 'sbJWGdoMzDQ', 'eIBKkUvXWv8', 'LJhnUcDx80o', 'zZa8PFYtWr4', 'CS4fUiYA1xo', 'GGXIR6uzXJM', 'QlmNzN8wDzw', 'dn7xq96U0O0', '7zDidfrOXtc', 'w2lIBQXU7do', 'MPF6GOV7GOg']",LA RESISTENCIA - Entrevista a Miquel Montoro | Parte 1 | #LaResistencia 30.01.2020,6
La Resistencia en Movistar+,1,2961,1185,pCch9emSXqA,['1bdcca'],56,0.42666142351553205,6,2020-02-27,"['GGXIR6uzXJM', 'M_zUCawOYbc', 'COlYE1ZtJOw', 'WICEA9y39gI', '_xzAYq_nHx8', 'Ey1unp-Kxww', 'B1h-R2rJEfE', 'xABVfyTz9lQ', 'Js2P67U9btI', 'efJUYhjkFLI', 'm2Japz0oJek', '8ZPLEx52FLU', 'xrPJ46NRthc', 'nLJXEX86318', 'J4JwgEikvSg', 'rXEMF0aEDjU', 'pWuGw-HRXHQ', 'YPNj8p0duv0', '7J4DUS1MMqE', 'eIBKkUvXWv8']",LA RESISTENCIA - Entrevista a Najwa Nimri | #LaResistencia 27.02.2020,2
Guardian News,1,655,306,8KFQx-mc2Ao,['1dbeec'],5518,0.21333071175776602,3,2019-10-23,"['1LvmPL-ubsI', 'VbjC4uKXbvE', 'TJlpS4vhKP0', 'fCNuPcf8L00', 'Oqw81WF_eqw', 'iaHBuzZoYKQ', 'hBGSO_pvjTA', 'AyVr4qcn8EM', '4ciuK_-4_gE', 'UTyQs5Gc0zo', 'Upa2Rk_Y1Z0', 'kitfFtrUWFE', 'pJlnxbO5N2g', '8xBUJGdy3GU', 'TYb93T0xUgE', 'qUQNzziXd1Y', 'IuPABtlr-rM', 'rE0Z2k6BJI0', 'pefFs4lqvz0', 'cpMZ8A3qVrs']",'So you won't take down lies?': Alexandria Ocasio-Cortez challenges Facebook CEO,507
Brian Tyler Cohen,1,2255,621,ffEVhvIrbC8,['1ddcdd'],36,0.071110237252588,1,2020-04-20,"['phsU1vVHOQI', 'z3Gdr1yZpLo', 'kAIfU5RBBso', '_3LlUlN1b2s', 'aNxd2WvIOnA', 'qaQqYP0iUtM', '5c3wWNsmLA0', 'B_zdHfLeaZo', 'toDHKNqHv4g', 'o8WZbkEoPfg', 'K5_loMf5AAo', 'mmJAcERLGAE', 'dRFbwjwQ4VE', 'OmhiInYqlTU', 'xyY6nR_PyQ8', 'WkTJLS60A_c', 'UypXiV5frng', 'yUjIo7XCTfw', 'w_QaMimvI_M', 'jv1gCFy3iMI']",Trump LOSES IT when asked why he’s congratulating himself as people are dying,1
Los Angeles Chess Club,1,1366,494,iTL1Oi3FOFM,['1eecdd'],5570,0.21333071175776602,3,2019-10-24,"['eJdhxVLENA4', 'fRErdoKpjLM', 'gQ-eiL5LqFs', 'mhmrQ9peKcI', '0mdxovUUMi4', '-S6Fd0v4tYo', 'Kti3oKIZ8Mw', '1uwqlAvVtdE', 'bAq4UHvt_hA', '0NIEHOJsgWQ', 'MglTWMfs4uk', 'l2XK89YcPDA', 'NGQ2TJmTnSQ', 'Ib8XaRKCAfo', 'CqR1j2D60O0', 'LjD8egTuRNI', '0eB9cr_MfvU', '0h-nUOTYdvI', '0UOvq4qOAMk', 'APJ5E1wXB3g']",The Coolest Checkmate In The World! 8 Year Old Golan vs USCF Senior Life Master Mick,872
FUNDACIÓN JUAN MARCH,2,9,3690,UwhHAJZuJ1A,['1cdcd'],36,0.497771660768121,7,2019-05-31,"['MW2czIi8AUU', 'V0bndUsEoaU', 'Z3NjXEJG4_c', 'hNsa7K7WT9s', 'a6Aj9CE4OLk', 'HAsASKWy0BA', 'e_Snu0jwcNc', 'HER677ic7Bc', '_ijA2L_NBU4', 'wfopTQNY7Sc', 'ISZiTfPGxSY', '_zZqwtEdgJk', '1pLSvebGdcQ', 'FHZqbII3Xyg', 'YAJBY9KTewg', 'onjLQsPS-O0', 'id6t1ZzFVOA', 'qYk4nPopeMk', 'cvAy5yr_tyo']",¿Por qué hay todavía una cuestión judía?,1613
El Mundo,1,505,2313,uAT8EEKBySM,"['1adbbe', '1addbb', '1cdaab', '1cdb', '1cdbab', '1cdbba', '1cdbcb', '1cdbea', '1cdddb', '1dcbde']",4460,1.422204745051776,20,2020-04-10,"['iGRU63xKskA', 'BOX0n_KV7ys', 'NnOVF1152GM', 'ij83gGesF8E', 'Ol9PTra7wwI', 'BWQNETpjPMM', 'xafPqcy3lwk', 'FZBD_6kef6I', 'BuTxxO66E6k', 'JN8Nu6Q2gGg', 'va9HnnvRYs0', 'CnNwqB0VRSQ', 'cantYoLH54M', 'jGgzLz4a0hU', 'iCCY67ffY5U', 'ltlcmSWzALY', 'F4IYuy8mtTk', 'swD9CfSBgDY', 'WKkkyLM0BYs', 'gkoo5PbwO_E']",Covid-19: el virus que arrasó con todo,516
RedFlix,1,312,185,2qqBCek7f8E,['1bdaca'],10,0.21333071175776602,3,2018-02-17,"['4QCB2HegmEg', 'Iyr01pup2ck', 'Va0l3x5J7vE', 'eyaW0HgHDbI', 'RSv_U2F4cdU', 'Ugppj2vp4uU', '6ORnF0oj1Ek', 'iqKU3ZNkDms', 'g0dActdbM7o', 'Y0HxZJmYQ1U', '2uoxkB2ACMw', 'LzfuA8mBbf8', 'GvGQfif7msc', 'RKUHSx9kVAU', 'mtYVSYUIz14', 'Ya_trIAWIXA', 'Ys9B9IYQki4', 'ywrOZD6Y_iA', '-A9ui--ABio', 'f-1Y7MhSTNg']",The Good Doctor | behind the scenes ( funny moments ) 2018,1
"Christy Risinger, MD",1,4322,724,Xt_SqI1RQig,['1acbcd'],23,0.14222047450517702,2,2020-03-18,"['ROa8HiOvmn8', 'sQwheE7wJZY', 'JwPWdkbyizw', 'm08i8oXpFB0', 'wnG3G7ml-bE', 'doR0Ejy4eo0', '5DGwOJXSxqg', 'K1nV4pIprFo', 'W6d3twpHwis', 'B4UYaumLy90', 'LV8wWhjTKRU', 'JpCnz41AUt8', 'Pp98cK4YIoM', 'AwFTZawOc9k', 'RpZlS8Rmng4', 'GCSXNGc7pfs', 'udprEtDVmIY', '5ckKeuH9j9A', '-Wueph5-lqI', 'v93rcPkFkZc']",COVID-19  - An Easy Way to Know You DON'T HAVE IT!,3
La Resistencia en Movistar+,1,2665,1180,q9zUXu-KNlw,['1bdcbe'],35,0.355551186262944,5,2018-10-24,"['C-qb0RlOb4c', 'nLJXEX86318', 'GGXIR6uzXJM', '0v5VjUKJULM', 'qiX0z8RDqUY', 'pjOhp2DXgYE', 'yplPd3mw7UA', 'B0SeCP9V9VU', 'lzxvdhRi8nM', 'yVfm2twvzz4', 'zZa8PFYtWr4', 'mwZOHt-Q8_o', 'vpKIMyRzTAw', 'NExL97eUTLw', 'xllYLj5BJYw', '8emUM2lEngo', '7MnvEPcdOp4', 'blaX8tq-wCQ', '3Xqc8sJ5bJE']",LA RESISTENCIA - Entrevista a Jordi Évole | #LaResistencia 24.10.2018,3
LastWeekTonight,1,8042,921,0V5ckcTSYu8,['1debce'],111,0.355551186262944,5,2015-10-18,"['hkZir1L7fSY', '8-hahRWhFvg', '-YkLPxQp_y0', 'jYusNNldesc', 'oDPCmmZifE8', 'BUCnjlTfXDw', 'LdhQzXHYLZ4', 'XEVlyP4_11M', 'm8UQ4O7UiDs', 'dXyO_MC9g3k', 'BgyqAD5Z6_A', '7y1xJAVZxXg', 'J5b_-TZwQ0I', 's6MwGeOm8iI', 'gJtYRxH5G2k', '0utzB6oDan0', 'DlJEt2KU33I', 'P8pjd1QEA0c', 'Kye2oX-b39E', 'LEcbagW4O-s']",Canadian Election: Last Week Tonight with John Oliver (HBO),13
NBC News,1,867,1268,vIbRuNdrn6k,"['1aceda', '1adeda', '1edbda']",8691,0.5688818980207101,8,2020-04-23,"['C92LlAnGScc', 'KyOxKyupxhM', 'M624T3PTggU', 'BRJIWy0U8Xk', 'AYQ8hT8cVTE', '72CtMFyAmjs', 'TfIb_UqwtDQ', 'qei0aY2vww8', 'Z58KFHOaLD8', '7jUoFFgKj9g', '1jUVIFfGqcM', 'kzFYO1EU6rs', '5bttM6SYuLE', '4DJtjyB1gvE', 'aNxd2WvIOnA', 'fvugoM9-nuw', 'hXxv6g7oXzI', '7uJ_G9Dddoo', 'zu60uj0_-Nw', 'nq56RmhPNsM']","NBC Nightly News Broadcast (Full) - April 23rd, 2020 | NBC Nightly News",1
MSNBC,1,516,621,Fjr9iKkPm20,['1adbda'],9406,0.071110237252588,1,2020-04-09,"['3IXs0MiDLJw', 'V93FA12oBCA', 'NAh4uS4f78o', 'YJIX11J1qzk', 'q_zGZi6r6kg', 'kCC7OztFFnU', 'qaQqYP0iUtM', 't_Yn2j_LDyQ', 'SDXjl1IKQaQ', 'e9yK1QndJSM', 'sv8QVgCxa1M', 'z_e7QPuNaZo', 'C92LlAnGScc', 'tzZGuFJTs1I', 'dTDtz0GF60s', 'DriqZIC60ZQ', 'eSWiBWUoeSk', 'b7u-9gVaOBA', 'tw9mYaLnnug', 'qxF_CDDJ0YI']",Amb. Rice: The Trump WH Received Many Warnings | Morning Joe | MSNBC,570
MSNBC,1,832,475,iOXiutxssdM,['1accbb'],12,0.28444094901035505,4,2020-04-13,"['mLRjb6LdUFM', '3d_rV6JuSS4', 'dRFbwjwQ4VE', 'xafPqcy3lwk', 'Le_rfTdayLs', 'L9tdLn_Zk1M', '6avaZow7JV0', 'rLv3ndXMBQE', 'YJIX11J1qzk', '_JuyDN0qzRY', 'KZ-tCc3S8V8', 'EBgHuQoRHp0', 'h3XFhcDGEho', 'OzD2UtL-Gjk', 'v93rcPkFkZc', 'B4UYaumLy90', 'XyNI5xUQ6x4', 'sYc7mRdFbSk', 'va9HnnvRYs0', 'Gdd7dtDaYmM']",The Real Reason Grocery Shelves Are Empty | All In | MSNBC,1
DR LA ROSA,1,235,717,VjjD4JjPWow,"['1ceaec', '1cedbc']",18,0.21333071175776602,3,2019-03-25,"['FViSHzWDjfk', 'lbX2UV1o7Q0', 'r64LrW36Jb8', 'HSTr8fHq7m8', 'ULVG1hx5Jig', 'HHnOUJmH_Zk', 'RNFrsGl3a_I', 'ie8BJM48BHs', '-sGr-JsagKE', '3LS0QCO-OCs', 'HrXSXjmrJTw', 'P0dIj55jb-w', 'fpieO2RbcQU', 'w9_IgdHryJM', 'AAAJsRWgyKU', 'S-6Zgmzq55s', 'IYLYDaIOL5g', '7NqLS_S4S3U', 'O7saT-7NC38', '0jxiM8-R5Do']",COMO AUMENTAR TU METABOLISMO SIN SALIR DE TU CASA,283
AprendemosJuntos,1,2700,4705,BbA5dpS4CcI,"['1cdea', '1cdede', '1ededc']",78,1.493314982304365,21,2018-06-11,"['V33U1OsFVnQ', 'jIYF9wg1fZU', 'Z3_f6a-YrY8', 'EtSN8GGBwsM', 'IV_b_LxCfM4', 'wjTjzXKpCWw', 'KKwjeJzKezw', 'hMXe6OF3phM', 'Ox3D7u58odw', 'fWrjmm-OjK8', 'u4zRwFyJ2qA', 'DbqkBAjId_U', 'vpodOZSrAFA', 'N-w1tkvdsQI', 'PfM6xXkB78M', 'PuElJJxSbHY', '3N6_5XpW_Vk', 'zv2j59sVMUM', '_PsB2e0U5FU']",V. completa. “Las matemáticas nos hacen más libres y menos manipulables”. Eduardo Sáenz de Cabezón,3
Floris Gierman,1,41,208,DPKF5__pUmE,['1cedee'],2645,0.14222047450517702,2,2018-11-20,"['DDDd0g4ajDU', 'lvYI183UTVY', 'nyuRRWC5GY8', 'IFSL_Qk9qKw', 'UXMOLtyweiI', 'ULVG1hx5Jig', 'egPFgJSIZwo', 'nzCaZQqAs9I', '150wG44RD-g', '5h_3NVI20T4', 'FH8fQctzbdg', 'mxCGDFlH1_k', 'q6XKcsm3dKs', 'lkFpsGIa-kw', 'HvfpDr-GL9I', 'hRgQRrThon8', 'OpTG02x6w5o', '_G32dQV7fNY', 'tybOi4hjZFQ']","My Morning Routine with Ice Bath, Meditation, Deep Breathing and more. Wim Hof inspired.",61
