channel,depth,dislikes,duration,id,key,likes,mult,nb_recommendations,pubdate,recommendations,title,views
LastWeekTonight,1,9915,1169,ElIf2DBrWzU,['1debad'],293,0.355551186262944,5,2020-03-29,"['6s4Bx7mzNkM', 'fCNuPcf8L00', 'J5b_-TZwQ0I', 'krcHpMdOVAk', 'FiXgBBA0wT0', 'Yq7Eh6JTKIg', 'OubM8bD9kck', 'zRvqkUoiKJo', 'dRFbwjwQ4VE', '0vgOzy0Mfsw', 'UnSILVWDKL8', 'dEfDwc2G2_8', 'zeF2rkyxDIo', '0lTczPEG8iI', '8A3jiM2FNR8', 'XlrYiJt9IlQ', '7VG_s2PCH_c', 'TmVqrJHrO-8', '_066dEkycr4', '3y1QA6OeAcQ']",Coronavirus III: Last Week Tonight with John Oliver (HBO),9
Fox News,1,864,940,LXn7rDF-95A,['1ecccc'],9477,0.071110237252588,1,2020-04-21,"['FzV1QB2xNeE', 'e9yK1QndJSM', '_SJIozHkqKk', 'YT5VECbL3Os', '4JFi4LSFy7w', 'kw1Z12JMo6A', 'u1Edn2J5Uoc', 'qei0aY2vww8', '3Jd2H2mPip0', 'MGju7e0n7t0', '7PbFyH-QPo4', 'Bqvjf1bH-n4', 'WLy-iF2L1JM', 'iHNCNPuTkHU', 'C92LlAnGScc', 'RTGBJMDcras', 'wF3-4SkaSt4', 'fxZTzMHdEvk', 'UryMFBLdKFU', '855Am6ovK7s']",Hannity: Media treatment of Trump contrasts with questions for Gov. Cuomo,480
DR LA ROSA,1,1273,736,3rzPenvAB38,"['1ceae', '1cedb', '1ceedb']",61,1.351094507799187,19,2019-04-03,"['Cutc-72kt4M', 'HSTr8fHq7m8', 'VjjD4JjPWow', 'J-JSmHCJDQE', 'ULVG1hx5Jig', 'JXjLIg1PpiQ', 'FViSHzWDjfk', 'AQTHXhbD5lA', 'RNFrsGl3a_I', '9BW8Q4l23gE', 'z5G8UQ--FSw', '5xmtWVeBlr8', 'QjLPnyYJKVI', '-nfQT1CbvPI', 'O7saT-7NC38', 'jSwKWuG0b38', 'lqeuyFXq7Gk', 'V81dsbx3ViA', '3LS0QCO-OCs', 'q6eodepk7HI']",COMO REVERTIR EL ENVEJECIMIENTO,1
TopTrendingVideo,1,3906,785,JcCXXHknUbc,"['1bdecd', '1bdeda']",38,0.8533228470310651,12,2015-07-21,"['Hdia8WuUfJE', 'wpRVv5u3Dtk', 'SVSqJf2yzeI', 'Lg7Uodm91CY', 'HsvVr1dHw0Q', '-JT0Fw2Y7nY', 'bQrRuLuCIVc', 'eC2TGWmto1k', 'MQCPLUhIUew', 'Z3j6e50VKkE', 'nwL_qI2DbJQ', 'F1P4orMGkXs', 'si11Fe1ASqE', 'WscvmTmNB_k', 'jQQD-rjdY2A', '8pLi57wn0m0', 'Zof3MqybfEQ', 'g53eXe1iQGg']",Leo Harlem: Blog de viajes para fardar - El Club de la Comedia,9
ABC News,1,77,375,ygn-oUrhfMY,"['1dcca', '1deeca']",1777,0.21333071175776602,3,2020-04-16,"['nMv1F6BXcEE', 'w_Ma8oQLmSM', 'F68ueldCkFY', 'CIVXRO6cFlU', 'YpNcnM0FkTM', 'Q_17QI_Z5KI', 'KyOxKyupxhM', 'KpQ0zHZ8yn0', 'miSKxKi_nrE', 'WE80_o6x854', 'xafPqcy3lwk', 'va9HnnvRYs0', '0P8KyaYuaTg', 'dRFbwjwQ4VE', '_w3lgXDT9GU', 'iwwaJxfUZUQ', 'z4bw4dOtANo', 'bOtUzgIeHE8', 'eplN7y4r4k0', 'BOX0n_KV7ys']",Hospital workers claim they faced retaliation l ABC News,105
The Daily Show with Trevor Noah,1,4199,784,7MWxq80oze0,"['1babde', '1dcecc', '1ddadc']",76,0.7822126097784761,11,2020-01-02,"['SnMBYMOTwEs', 'NxFkEj7KPC0', 'QlaeirHJpns', 'xxjT7nK0Q9k', 'Ym1NLvmcl0k', '_3LlUlN1b2s', 'F2xv4fba65U', 'GgHRGgViWfY', 'c1nIqzwXT-s', 'mW-C7WE1xOs', 'MvZ-clcMCec', 'dRFbwjwQ4VE', 'e4jVrvOb_V8', 'yOgWRpTiKzE', 'PFA-RmV_wG0', 'N-iCaO-hxAk', 'S9VeNB5ili8', 'nV5fXPVeZoQ', 'aRQLU3IwNYs', 's34NWArsxVw']",Top 10 Obama Scandals | The Daily Show,2
KingSwish,1,918,677,AWDGrez4L7U,['1aaedd'],21,0.28444094901035505,4,2020-04-08,"['RxcZCENttmY', 'K6F_wM273W0', 'UlNPzb5Qo8w', 'UnWpnKps7DI', 'lI8cYx64U0k', 'tniqRDvQ4bs', 'LAr6oAKieHk', 'shgC45ylbSc', 'GWk6zY0hta8', 'qSytEq62YYk', 'stavqGPfZKI', 'WdHw5relJCM', 'iQ7zFGJryIY', '-19hK8TF-GY', 'RBRSBtPQLF0', 'IQX-UGea3Cg', 'zqD_NTysZ6o', 'U-R_7BrPIVs', 'B0pYDrb_nzI']","NBA ""He's Not Human"" MOMENTS",2
DW Documental,1,5059,2546,IX8rEWetVxk,"['1edacd', '1eebcd', '1eedce']",46,0.5688818980207101,8,2019-03-30,"['NAvfuRcWyvE', 'l322kC4NJ_Q', 'nxERPrmwsdI', 'CnNwqB0VRSQ', '7GdeCIM6I_Q', 'O_LPamUNR3s', 'V33U1OsFVnQ', 'NZxcKnxqkdM', 'VnM8gdccLYE', 'dygamBQekKs', 'PBVsE8hkAE8', 'T_X_6-HG0Ks', 'lWqUSGJg1eU', '9oLvnHLKeMY', 'fiuu3NZM6yQ', 'wX2tD1G9rKY', 'l1k8K8d62qc', 'ECfm1nI9sAs', 'Sku8Bsy3VAk', 'fO8LZC6xaK0']",Corea del Norte: Todos los hombres del dictador Kim Jong-un | DW Documental,5
TED,1,29,589,_QdPW8JrYzQ,['1bcbde'],987,0.42666142351553205,6,2016-02-01,"['C4Uc-cztsJo', 'Dceyy0cX6J4', 'arj7oStGLkU', 'P_6vDLq64gE', '9eYdGGfObKk', 'GZGY0wPAnus', 'eIho2S0ZahI', '7TXEZ4tP06c', 'xYemnKEKx0c', 'f5d8pVg3Qtg', 'KDc-M4dHr0s', 'o_XVt5rdpFY', 'beb8zCGMsbI', 'c0bsKc4tiuY', 'vg936IW9i7Q', 'PFA-RmV_wG0', 'KM4Xe6Dlp0Y', 'p50pXcDu_4s', 'MdZAMSyn_As']",This is what happens when you reply to spam email | James Veitch,48
Best of media channel,1,1633,375,MgxYkpNFhmc,['1aaaed'],23,0.071110237252588,1,2017-10-20,"['O7Dz6VX_TD8', 'QjvzCTqkBDQ', 'M_9ii0Pz2rE', 'G1wsCworwWk', 'wVAAa0MALW8', 'x7ScgcF0LUw', 'F2SXmzk8ve4', '7sDdWHI3iWg', 'H3-aw9j3SFM', 'UEg6TDklBuE', '3hTWHg1-KO8', 'AFC5RaH4xMg', 'SADub7W22Zg', '2DTwXdqmRiM', '1av64dSuZ8k', 'esHqHfob1fU', 'cSG7Os-Uzlk', 'Nck6BZga7TQ', 'AFxCO_DyzYM', 'pSd9hiBGoE0']",Top 10 Best Moments Carpool Karaoke pt.2,7
Bored Panda,1,4134,675,zWaoe_HCiCA,['1eeace'],100,0.7822126097784761,11,2018-03-19,"['StjIv33zJ9c', 'PdxPCeWw75k', 'i_irOlBJKWc', 'inebLA3HqPo', 'reEZn3mJ-Fo', 'JmqV2vIXpUY', 'RuvM21Zg_R4', 'AJUSIWSaQX4', '6A0ZOkMDLw0', '8474PcH-eXY', 'PYd9gd6sNMY', 'JNVCdL908ko', 'DyqUw0WYwoc', 'PD44psFn-nI', 'VM_fzaWAybw', 'lxMWSmKieuc', '2DTUh3kW3mk', '5iGClYMpcpE', 'uMoSyk0rK9s', 'BSe9JDVczUc']",9 Secrets Of Life Inside North Korea Revealed In Banned Footage,4
LastWeekTonight,1,10,961,DRauXXz6t0Y,['1bbaac'],142,0.497771660768121,7,2016-02-21,"['oDPCmmZifE8', '6UsHHOCH4q8', '5d667Bb_iYA', '6qUdMFa3iC4', 'PuNIwYsz7PI', '-JT0Fw2Y7nY', '-W6G_ndFVMY', 'KEbFtMgGhPY', '3WMuzhQXJoY', 'JLSuVGuvE1w', '4NNpkv3Us1I', 'tR_6dibpDfo', 'QplQL5eAxlY', '7y1xJAVZxXg', 'oizzPmG6BlU', 'aWJ0OaojfiA', 'F9aFaUUnM_Q', 'IIh9LpMORD0', 'Kye2oX-b39E', 'RTutwy3wNGc']",Abortion Laws: Last Week Tonight with John Oliver (HBO),10
MetabolismoTV,1,2314,636,loFNfsVRTus,"['1cbdbd', '1cbdcc', '1cbddc']",77,0.711102372525888,10,2016-08-24,"['1pvyZiJcV6c', 'GPzRYYGigUU', 'XMaRyl-HlAY', 'Z_C3Jn3PyXc', 'EUw9xBR7ULU', 'RxpLE2mByco', 'xQWvg59kgPY', 'mg-vdfMsVbM', '7xW9D6gWzOg', 'UbfJIx0nQ7A', 'JKhUgQ60wmo', 'HRc1Q2w9_Po', 'elzG5zqUPXI', 'WDlF2Hh6ccQ', 'ofFcILsQH5Q', 'zLu_La4d3O0', 'C9ayPBKa7-M', '6RoL59_JRz4', '0pKphO85-H0', 'unaV6xlpp4w']",Episodio #1033 Magnesio a la hora correcta,3
Fox News,1,2336,455,wiMfSjqBhkw,"['1adad', '1adda', '1dcdda', '1ddebc']",26,1.13776379604142,16,2020-04-22,"['d7pXNy0Yumc', 'PmLIGwqkqTw', 'Bmvxx_YbDsM', 'fhHH1AJtZ3Y', 'aNxd2WvIOnA', 'IFpv2ksDKlE', 'EyOsP21XfEk', 'DX7ZXbEM3FE', 'ien97HT7Wpk', 'uvCZiuqt5f4', 'dAMghQK1zZo', 'TUw_IbACsF4', '0v29QcaYdcI', 'DzK8dS3IcVA', 'iHNCNPuTkHU', 'YJIX11J1qzk', 'P-rKGk8AhA0', 'ffEVhvIrbC8', 'roNnka8B4lI', 'oycwY1RhW_0']",Trump explodes on media: 'You ought to share the news accurately',1
Fox News,1,4009,459,VEF2Fjc4QeE,['1eccde'],43,0.071110237252588,1,2017-05-08,"['lBVYJcyCnmg', 'M0XIBCGbtRU', 'PdQVfEKjUEI', 'Az33CK79b_Q', 'Bmvxx_YbDsM', 'owtSI3wYCdU', 'NN1d6_h9skc', 'VQOOxOl9l80', 'mQUhJTxK5mA', 'ebKv7DrG8rc', 'HHs5M3pyd3Q', '2GLorUGaPI0', 'DYAbn0AkDOI', '7-c-ZOMyLs8', 'P-rKGk8AhA0', 'k2jiK8zWsb0', 'SX1xmaKPb9o', 'gwyvMVxghwA', 'aRcnJPQqY0c', 'BTIfGFJqLko']",The dark side of Obama's 'Rising Star' exposed,4
TopTrendingVideo,1,4166,780,Hdia8WuUfJE,"['1aeded', '1bded', '1daded']",41,1.564425219556953,22,2014-12-24,"['JcCXXHknUbc', 'wpRVv5u3Dtk', 'Lg7Uodm91CY', 'bQrRuLuCIVc', 'HsvVr1dHw0Q', 'SVSqJf2yzeI', 'nwL_qI2DbJQ', 'g53eXe1iQGg', 'WscvmTmNB_k', 'EoTZyNbLyKU', '8pLi57wn0m0', 'MQCPLUhIUew', 'FCdqCo9ewPM', 'FtYeVs8P288', 'RJIZX2vtFs4', '-JT0Fw2Y7nY', 'Zof3MqybfEQ', 'eC2TGWmto1k']",Leo Harlem: Las ciudades de España | El Club de la Comedia,11
DW Documentary,1,16,2546,JHDkALRz5Rk,"['1eaebd', '1edabd', '1eead', '1eebbd', '1eeebd']",119,1.77775593131472,25,2019-11-27,"['WUsJcPc8g0A', 'n7hzomuDEIk', 'oOOkfVxkusc', 'xVc_AdJoAVs', 'NXaVLXSZdEw', 'MIz4TkEVJ0Q', 'StjIv33zJ9c', 'TL5MROuIaGU', 'inebLA3HqPo', '2IdII_n28e0', 'mnGjQKdJrPU', 't9dmp3H8Bj8', 'zKkJB8Etq54', 'Sd3gvzk3fLs', 'fU8AnqSOih0', '9aUbSHbSi-k', 'E6ZpkhPciaU', 'FSmtbSYE8pg', 'beYFs9V6BMI', 'BZ1sx-oBbgA']",How poor people survive in the USA | DW Documentary,10
Fundación CajaCanarias,1,4624,1769,3xiAjCxbosY,['1bdaec'],17,0.28444094901035505,4,2013-12-19,"['7iJBHudvHlo', '9qFllKHsiSU', 'FclCrLq6XIQ', '6Ss9xQiYKo8', 'JcCXXHknUbc', 'YN4p98JEtb4', 'YRJr345RJd8', 'I0K0qFtBFho', '6avaZow7JV0', 'pBA0aIxkWdg', '4D1fCwxdlHg', 'LMlRijy3UKQ', 'Hdia8WuUfJE', 'eeEa-nPYdCI', 's0WIxRiqSlg', 'ADZRqx8PsAs', 'nK5b1W9OPok', 'xj0dKenK9xs', 'yG928mUlb1E', 'LaYvZjm23DA']",El Gran Wyoming: Otoño Cultural CajaCanarias,1
LastWeekTonight,1,9338,1086,UnSILVWDKL8,['1debac'],218,0.28444094901035505,4,2020-04-05,"['dRFbwjwQ4VE', '6s4Bx7mzNkM', 'bCBYJZ6QbUI', 'krcHpMdOVAk', 'WyGq6cjcc3Q', 'J5b_-TZwQ0I', 'iyFT8qXcOrM', 'ElIf2DBrWzU', '0vgOzy0Mfsw', 'aeT3YOYsvMs', 'GvtNyOzGogc', 'JDcro7dPqpA', 'g5xEtxhmZ-o', 'NcSUF8erpfU', 'ygVX1z6tDGI', 'ximgPmJ9A5s', 'C92LlAnGScc', '7Z2XRg3dy9k', 'dXyO_MC9g3k', 'r2xPTP5hr6o']",OAN: Last Week Tonight with John Oliver (HBO),7
ESPN,1,1853,422,dOgwQ5pmSiQ,['1aaecc'],30,0.21333071175776602,3,2018-04-06,"['B0cBnhuLy-Y', 'LAr6oAKieHk', 'O1h8vk3TRXI', 'Zbz5cRXS2Mk', '-19hK8TF-GY', 'w32mG8MIxf8', 'XLzBMGXfK4c', 'UruofXufVuo', 'rwiKFho6qYc', 'HsTQ6H4jNUE', 'cuLprHh_BRg', 's_qQMPYqC7Q', 'dkQBap70RQc', '-SEiGEbxv5M', '4WwTPpiugtQ', 'UVBgfCoVHSU', 'XhaujNxohGw', 'fAEy0RfAU40', '7UC-BBSLgS8', 'Dc73u1DhYlQ']",Scottie Pippen: There is no game where I would pick LeBron over Michael Jordan | The Jump,3
NowThis News,1,84,212,GzL5PlP-uyI,"['1baccc', '1ddc', '1ddccc', '1ddcdb', '1dddcc']",8481,0.7822126097784761,11,2020-04-24,"['MGju7e0n7t0', 'jyOnfK_UMV4', '2X1Tgmsv9Ao', 'ep-Fzmhy8Us', 'k66F9FzZthk', 'D9l1M_6MNxw', 'iHNCNPuTkHU', 'fxZTzMHdEvk', 'aO2Ksj6YOUM', 'GDG0qgfaP88', 'biorRAQJhH8', 'VlD8Mjxigws', 'bvwxwUPK3QE', 'KIWmzlgCCyo', 'zCUd-iUEGfs', '8RjKuAn7WcU', 'z-kL3BrGqc4', 'Itb4l0TcDx8', 'UM08ca2IUR4', 'XmUv0u9TKsI']",Gov. Cuomo Strikes Back At McConnell For Calling COVID Relief a 'Blue State Bailout' | NowThis,200
Roland S. Martin,1,6,12590,bt2gL-64ouM,['1bebda'],88,0.355551186262944,5,2020-04-23,"['o_gMfaG-BJE', 'GwMf1FNVUvc', 'GEcavbShX6I', '1dzE92Ytzvc', 'IY4MVNO74y4', 'oQlVsyRQytw', 'Z_--V7m4EM0', 'SBmDkL9-HK8', 'TcyLzEElFUY', '0oX8uWNAgKs', '2umw2iZO9kk', 'yXne5I_P_ts', 'WzGyPnsJLOI', 'VrEg7ifoJd0', 'KA9D36zALy0', 'YRfwZcLeOm4', 'JQwEDuaKCuQ', 'q6s-VCJM8u4', 'RnP_tKWqpqU', 'QATMwCHlhV4']",Watch Full Coronavirus Coverage; Top Black Experts Address COVID-19  | #RMU 24/7 [4.22.20],5677
ABC News,1,33,169,bnno9YpDhXo,['1aacba'],394,0.14222047450517702,2,2020-04-20,"['YyqRsOPo4Ik', 'w_Ma8oQLmSM', '7xCe2m0kiSg', 'b2vip71s1x8', 'MabmoHlFN44', 'KZ-tCc3S8V8', 'NnOVF1152GM', 'BE-cA4UK07c', 'Okrrdoh6VQQ', 'swD9CfSBgDY', 'BRx9XdQg6u8', 'r4fFcReN2iM', 'XHsfjnRB-uA', 'DrIy5fHtSO0', 'CVEc6HdQXh0', 'cantYoLH54M', 'BOX0n_KV7ys', '80gdNrJy5xA', 'PpQFoL72iE0', 'WLy-iF2L1JM']",What life is like in Denmark as country begins to ease coronavirus restrictions,35
NowThis News,1,649,334,vHGhAIEqJcg,"['1abeac', '1aeac', '1baaac', '1bac', '1bacba', '1baccd', '1bbbac', '1bcdac', '1becac', '1bedea', '1daac', '1dcaac', '1dcebb', '1dceda', '1ddab', '1ddbac', '1ddccd', '1ddced', '1ddd', '1dddba', '1dddcd', '1ecdac']",28,4.551055184165683,64,2020-04-02,"['36usSPWHB2I', 'sv8QVgCxa1M', '2X1Tgmsv9Ao', 'cfbRneB9wcA', 'NxFkEj7KPC0', 'ASTN_cRdNwU', 'GzL5PlP-uyI', 'M_TbNi0FMpw', '1Y2gdKRmSqw', 'FalZieYeR04', 'L6aD9ykGWhU', 'phqo0ovaJjM', 'JjHJSRTJ1yk', 'gSym0zCiwh8', 'JRfTABlqGZQ', 'FiXgBBA0wT0', '1OhczdTDSyQ', 'OK0XDY5YNZc', 'fxZTzMHdEvk', 'QhpRP6tm8oc']",Best of The Cuomo Brothers: America's Favorite TV Family During Coronavirus | NowThis,1
PensamientoPositivo1,1,4359,6230,J-JSmHCJDQE,"['1ca', '1caaa', '1caabb', '1caacd', '1caadc', '1caaec', '1cabaa', '1cabb', '1cabce', '1cabdc', '1cacab', '1cacbe', '1cacea', '1cadaa', '1cadba', '1cadd', '1caeaa', '1caebb', '1caedd', '1cbae', '1cbbc', '1cbded', '1cbedb', '1ccaa', '1ccabb', '1ccacd', '1ccadc', '1ccaec', '1ccb', '1ccbaa', '1ccbbb', '1ccbdd', '1cccaa', '1cccbc', '1ccce', '1ccdae', '1ccdbb', '1ccdc', '1ccdee', '1cceac', '1ccedb', '1cceec', '1cdada', '1cdda', '1cddcb', '1ceac', '1ceadd', '1ceaed', '1cebcb', '1cedbd', '1cedcd', '1ceecb', '1ededd']",52,18.34644121116791,258,2015-10-01,"['gVPRagJXXCU', 'lk0Tejqzm0Q', 'AQ1nU-DYssA', 'hYSPKQhGovo', 'hchzgretlZs', 'Wl_xNmWIvmo', 'Z1fiVvzj2-o', '38NgWMOprTo', 'SIpn_ocTiWw', 'FyCSdaQrwNU', 'HOt_JHjiwjM', 'tVQzlO-z4eQ', 'rZgsuhLd78I', 'V-aAOfhV5O8', '3xO3kJdoTv8', 'NuRFBCoq_0Y', 'SZ6Piea7ykY', 'AY2zJSuL2i0', '5ELoeKVtlyI']","15 hábitos para vivir con abundancia⎮Sergio Fernández, Instituto Pensamiento Positivo",3
Francesc [Sefirot],1,117,792,fHwqo7DyTPI,['1bdecc'],1619,0.21333071175776602,3,2014-05-09,"['_xzAYq_nHx8', 'Hdia8WuUfJE', '3PkgE66-5y8', 'f5PJpbGGXZM', 'LZEfZrXSbVE', 'rBSyMsqAbfg', 'cQkog1kB1Fw', 'FCdqCo9ewPM', 'IZUwJwNoaqY', '3H1G8IWex54', '_DalzenKr4k', 'Ie7NjFnvabE', 'nt3PYdAbQVU', '8zJtrpGJmuU', 'EoTZyNbLyKU', 'iUfxgRrRMAw', 'WVFXtQ-dOfc', 'bM6LNjUk0eg', 'yG928mUlb1E', '-XR1cqSW_i8']",Record del Neeeeeeng en el salon del automovil,382
Mississippi Public Broadcasting,1,48,1607,LP6dKLQozCw,['1bebec'],803,0.355551186262944,5,2017-06-26,"['gt9ulkzSLGY', 'eNKrLBzKiNc', 'Zv__5_orwII', 'Zzokq_87aWA', 'SIW2-bH84u4', 'L942ArKGYMs', 'U2fGd0oi3Ek', 'IDCnqomxsWI', '5qq_qnLHf74', 'wv_DEJ-NShs', 'nWHV02SjxXo', 'l-pkSu9ORo0', '1a9d9xpTx1g', 'cUQ3iWhfXpw', 'SwE83vwvjdY', 'DqxF6TEcajM', 'eFwG7jAeyrU', 'wvg0bDW9xMg', 'Oz5r5ZK44PM']",Highway 61 | Mississippi Roads | MPB,86
DR LA ROSA,1,259,1109,vLNefrd94b4,['1cedda'],19,0.355551186262944,5,2019-07-03,"['FViSHzWDjfk', 'J-JSmHCJDQE', 'UmWxSit0vIQ', '334vgXZ9U-U', 'HSTr8fHq7m8', '5xmtWVeBlr8', 'xiGzNNjHJa4', '6re6xjtHRbU', 'O7saT-7NC38', 'ULVG1hx5Jig', 'WSdEnZBRYaE', '-nfQT1CbvPI', 'S-6Zgmzq55s', 'fpieO2RbcQU', 'HHnOUJmH_Zk', 'kJQOyq77494', '-sGr-JsagKE', 'RNFrsGl3a_I', 'wy-Ld0xRSbg', 'uI5f5GwCNS4']",Como reducir el CORTISOL y su impacto en la Salud,330
MetabolismoTV,1,138,4545,4lEso8XRKNs,"['1cbdaa', '1cbddb']",6702,0.497771660768121,7,2020-04-19,"['lF6ysv8qN0U', 'rqKVIqsqb08', 'Z_C3Jn3PyXc', 'Img1vaEvYy8', '9X3SETx-EkM', '_iMKVbplk0k', 'LTa41_OWDTM', 'loFNfsVRTus', 'HA6MBtDiGWE', '3Bg5jDCuooc', 'SgqHg8QyvrU', 'L5VFReSgi_c', '9DSbDhfmF8k', 'JXjLIg1PpiQ', '9MtYlqeGmDc', 'CpJKw61UNsI', 'Oo79O34CHfs', 'UbfJIx0nQ7A', '0pKphO85-H0', 'xrxaJL6lpgI']",6 Pasos Para Fortalecer el Sistema Inmune - En VIVO con Frank Suárez,126
Good Morning America,1,3,97,rLvBVijpNGo,"['1aad', '1aaded', '1acdad', '1acead', '1adead']",47,0.8533228470310651,12,2020-04-24,"['UXv4BIch2Tw', '4bx0xGj3uUc', 'YbibwEsjI10', '1MxQ1UjtPyI', 'OjSikfK2sO0', 'F2SXmzk8ve4', 'kfHT5b6qbHw', '3ynOmAsHyXs', 'LcHf0bO1wcM', 'QjvzCTqkBDQ', 'kBDKlTFMySU', 'RTzsuK4Eq4c', 'p9LrYYu5eow', 'MNTvkwrE9Jg', 'mr21TiIaYCQ', 'VQLi2GYVULc', 'G1wsCworwWk', 'pxKMDLTauyQ', '0b5F_Y2l4Lo', 'WaBXQ1irNA0']",‘GMA’ Pet of the Week: Meet Teddy l GMA,905
Oxygen Advantage,1,280,2475,AiwrtgWQeDc,['1acbca'],11,0.21333071175776602,3,2020-03-27,"['6RJWvRfZohc', 'nxyxcTZccsE', 'GCSXNGc7pfs', '4lJPjsuftmQ', 'wJyT1YSwe-8', 'LV8wWhjTKRU', '4Lb5L-VEm34', 'Hga_6I7u0_A', 'aSdc1pKnqDY', 'm9A4FMpwcQM', 'sQwheE7wJZY', 'MLjVIAtgKvo', 'ACNGhPKnmok', 'JQyK9fIeX6c', 'dSFrgYtWh70', '-UO3Wd5urg0', 'iIrAUL_VmiU', 'cFmsFHKl9g8', 'uuyjdnyIRsg', 'ZkgF-KrugJY']",Coronoavirus Free Breathing Exercises by Patrick McKeown,579
CBS New York,1,8,1812,rZy5_vu7r-M,"['1aeeda', '1beda', '1daeda']",45,1.066653558788832,15,2020-04-24,"['VV--5ka_M40', '3beqrpY4ld4', 'Q9Q53KWZFMU', 'JWf5WaqpskY', 'jyOnfK_UMV4', 'C92LlAnGScc', 'dEtxB6YCK60', 'dkdK9Yutkg4', 'E3URhJx0NSw', 'xS3O8QQKxl4', 'EyOsP21XfEk', '5gRqKgIEyzU', '1TLp97nIvrQ', 'DAZf8JA6U6E', 'HyDyS2zSGck', '-Fm0qreq3s8', 'XekzPK4ab3o', 'VW2XgxYF96k', 'MKZjJdbeblY', 'D8hEcZKL-F0']",Coronavirus Update: De Blasio Calls For Rent Freeze,5330
Luisito Comunica,1,6783,1170,RX1KvKsGx2w,"['1aaaab', '1acecb', '1adecb']",601,0.28444094901035505,4,2019-05-07,"['wS8AFeQT5i4', 'XFzuUwiL85U', 'BOHS963mndk', 'FwHlGL33rXA', 'GWj1Q0_7TRo', 'EUEujSP1MRA', 'GfO9Lq973sQ', 'CX0sGjP6qM4', '82pXbyHTiQk', 'N_T93jrpaSE', 'P3fANhqaiV0', 'Rb9gLpdb2nc', 'EV4MoMsWUwE', 'axnYrxyqIx0', 'e8m9CWbP4hs', 'zge0FVqIqAw', 'ThCtZCkk4Rc', '9pDEmXpxPpU', 'w6bJZSzVlX0']","Visité la ciudad donde solamente vive una persona | Epecuén, Argentina",13
Joe Biden,1,431,2203,9y5bdQ3r-Qc,"['1bebbb', '1dcbcb']",701,1.13776379604142,16,2020-04-22,"['0oX8uWNAgKs', 'e9yK1QndJSM', 'iIB4zpW6-Q0', 'GdpV6_UVK5k', 'CshJOKtiMqo', 'PIkCzcFLH_s', 'hyH1VB1oYJM', 'Qrz6Ge64hsc', 'qaQqYP0iUtM', 'RigiMHZ28jU', 'dRFbwjwQ4VE', 'aA-GoeFGyIc', 'AmuYJck_ux4', '9Mzt0WwqctY', 'wi2L4iGpC8s', 'd3UCW_AV93M', 'FdxMuFBihZM', 'DriqZIC60ZQ', '9YxuqZ-tTLo', 'P-rKGk8AhA0']",A Virtual Climate Change Town Hall with Special Guest Al Gore | Joe Biden For President,12
Rawi Rocharungsat,1,32,104,-0mIO9h6G8o,['1acbec'],749,0.071110237252588,1,2017-09-03,"['8ceP-iVHEPA', 'YyMiSUfZtyU', 'kPVfz26HVBk', 'YZrCXHxhrQ0', 'aLOhpJGPuu8', 'KnAgtZc4tfs', 'feVAqjvd-Zw', '9yiyOVmURuI', 'AjnPVbDhZn0', 'Zt3ALnJsmls', 'pmxcVFwn6us', 'ghUTSH-PYio', 'DZLqZpWTTZQ', 'MD1SOOlFw4c', 'it_g2X5LKno', '3wouUBT80nU', 'cv3bfT8KqFc', 'gyEhPGk_YWw', 'eBzye0_J638', 'oeQSL2nfBxQ']","Blood oxygen, Understanding Pulse Oximeter reading",57
New China TV,2,1081,1158,Na3lcejmqZ4,['1eedb'],9732,0.42666142351553205,6,2017-11-08,"['ITRCCZ_x5nU', 'LjQKwFhBFWs', 'Hd153jEnOPk', 'O0JOVZsxQXE', 'ujnQ3cK6NDE', 'pEWMaWqLQrY', 'S6Pw1wQNDvo', 'yVljAdGS3Hc', 'LK7u2FBD6k0', 'ed_XAZbrZ2Y', 'cwmIX2tXuZU', 'xnoaWO3KDIA', 'BrWRaQo4dkg', 'HACgWSX_MZU', '5XQnDeklX90', 'fgn1DAwYC7o', 'IOvVFDsf3Hc', 'QTDqWabFrx4', 'XoTWwtTYpOQ', 'Lmp51YN-7wc']",LIVE: Xi Jinping hosts welcome ceremony for Donald Trump in Beijing,2
TED,1,5450,767,8KkKuTCFvzI,['1adbae'],245,0.21333071175776602,3,2016-01-25,"['b1Y2Z1BGwno', 'qYvXk_bqlBk', 'eIho2S0ZahI', 'bQxqIKTO2Ck', 'wtV5ev6813I', '6MBaFL7sCb8', 'arj7oStGLkU', 'wqEsTPaUZF0', 'KM4Xe6Dlp0Y', 'P3fIZuW9P_M', 'P_6vDLq64gE', '_ulhxX_tnqY', 'LnJwH_PZXnM', 'R1vskiVDwl4', 'LNHBMFCzznE', 'w-HYZv6HzAs', 'VQRjouwKDlU', '01ZCnCXpG4A', 'o4Y5Mr8rZ9A']",What makes a good life? Lessons from the longest study on happiness | Robert Waldinger,16
