channel,depth,dislikes,duration,id,key,likes,mult,nb_recommendations,pubdate,recommendations,title,views
MSNBC,1,65,166,g8Hf4uClUyE,['1hfa'],370,0.257436452136289,4,2020-04-24,"['M3w2CrYiBtc', 'aNxd2WvIOnA', 'C92LlAnGScc', 'JBCicP17ZFY', 'HohStgcWYBo', 'c2IeCyBkFbI', 'HfBf1hYH3MI', 'TTzwdmpbbHA', 'YJIX11J1qzk', 'B3gy7RbwNak', 'KIWmzlgCCyo', 'E0WI_lbztOE', 'NnOVF1152GM', 'uPxct29FqD0', '8cQlqlfXzyk', 'z5G8UQ--FSw', 'CNHCGKZ3fQU', '0WuwYdSdjlw', 'f2UBYZkBG1E', 'zPDNlk7UcyI']",Thorough Testing Reveals Surprising Extent Of Coronavirus Spread | Rachel Maddow | MSNBC,3464
NBC News,1,560,1382,4zk_6doQ480,"['1bae', '1bbb']",1513,0.9010275824770141,14,2020-04-24,"['mdaX5vguCDk', 'TfIb_UqwtDQ', 'RUEfyJmaKQc', 'qEfBUbgAEZ4', 'gTeJujh3tSo', 'e9yK1QndJSM', 'V33U1OsFVnQ', 'vIbRuNdrn6k', 'kXybEAxL1tE', 'C92LlAnGScc', 'jyOnfK_UMV4', 'DevNudhaGv4', '6DB_p2sMJTE', 'e_Snu0jwcNc', 'x9InrkASyf8', 'DzK8dS3IcVA', 'wric4Hmlrr4', 'smkyorC5qwc', '1jUVIFfGqcM', 'Lp7z_ti5uEQ']",Live: President Donald Trump Signs Coronavirus Relief Bill | NBC News,330
MSNBC,2,18,451,phsU1vVHOQI,['1ib'],86,0.321795565170362,5,2017-09-15,"['tHv0RExQsPQ', 'jSDj9E2dgWs', '0B4nS1-ScYw', 'NxFkEj7KPC0', 'FEpwkaJQh1k', 'BWO6i8cH8SA', 'aNxd2WvIOnA', 'AKgq0rnIR7g', 'BTIfGFJqLko', 'sQOAtztz8fc', 'e9yK1QndJSM', 'YJIX11J1qzk', 'IsF53JpBMlk', 'rFGE3X6Yhj0', 'Io5V8JBHWb0', 'nPxEroNSYDo', 'B_zdHfLeaZo', 'tzZGuFJTs1I', '9Eg-myT7PDE', 'sqI5_jH-AbY']",Language Expert: Donald Trump's Way Of Speaking Is 'Oddly Adolescent' | The 11th Hour | MSNBC,12
TEDx Talks,1,1735,1003,YlI-e4QJWG0,['1ffe'],61,0.128718226068144,2,2018-03-15,"['ESwDIXXyh_Y', 'nmrRJammHqs', 'NPE7i8wuupk', 'ninrJokK-oA', 'd0yGdNEWdn0', 'aQ-IeBfQwGM', 'Veh7aIhSm_M', 'HLIJkmy3vy8', 'Vg5sfCX8B8I', 'EFdEmbuikOw', 'pFLpr4giHBM', '5s0Hw3qn5X4', 'rNwnEwlsNSA', 'iVZOAq4OO-U', '3X30vGbLol8', 'NzmImYZTX2M', 'DfVEVHi-HWw', 'tIAQtN8xer0', 'Kh0YNAtj69o']",Persuade con tu voz. Estrategias para sonar creíble. | Emma Rodero | TEDxMalagueta,2
,1,-1,-1,_PsB2e0U5FU,['1iga'],-1,0.5792320173066521,9,,[],,-1
TEDx Talks,1,10,839,P3fIZuW9P_M,['1faj'],230,1.094104921579232,17,2014-02-07,"['44J3FGYKltI', 'jodhovumkHQ', 'Lp7E973zozc', 'gh5VhaicC6g', 'o4Y5Mr8rZ9A', 'd0yGdNEWdn0', 'eyq2Wo4eUDg', 'vVsXO9brK7M', '5MgBikgcWnY', 'xp0O2vi8DX4', 'veEQQ-N9xWU', 'oDJ0dRb4-XY', 'vuIlsN32WaE', '8zw7AXwnb8M', '3E46oWB4V0s', 'TFbv757kup4', 'LNHBMFCzznE', 'Fqw-9yMV0sI', 'xnLoToJVQH4']",The person you really need to marry | Tracy McMillan | TEDxOlympicBlvdWomen,13
NBC News,1,1149,1273,QwPLPK1ax3c,['1bii'],9941,0.257436452136289,4,2020-04-20,"['vIbRuNdrn6k', 'Km-DMU1SQiY', 'mdaX5vguCDk', 'A4D4I0qNEYU', 'dRFbwjwQ4VE', '72CtMFyAmjs', 'w_Ma8oQLmSM', 'Z58KFHOaLD8', 'pCEYFxJRcGM', 'C92LlAnGScc', '-EzURpTF5c8', 'X33aqdYUAQM', 'eu-iWddghhQ', 'lX4v9Sx99ZY', 'kXybEAxL1tE', 'pvDXtJBwXAM', 'ESW4Xzm6R7M', 'STGN2-NJvvA', 'VSQnOS7t4Gg', '6wC3ohcA6R8']","NBC Nightly News Broadcast (Full) - April 20th, 2020 | NBC Nightly News",1
CNN,1,463,655,lX4v9Sx99ZY,"['1aad', '1acc', '1af', '1ahb', '1bgd', '1bjg', '1eaf', '1ebc', '1ed', '1haf', '1hbd', '1hdc', '1hib', '1jaf', '1jbd', '1jec', '1jfa']",6257,9.653866955110871,150,2020-04-24,"['uPxct29FqD0', 'D9l1M_6MNxw', 'C92LlAnGScc', 'JBCicP17ZFY', 'jSxxwrFQBhI', '_tlyNJxGgWs', 'YJIX11J1qzk', 'MGju7e0n7t0', 'c_KeluilBcs', 'B3gy7RbwNak', 'jyOnfK_UMV4', 'qVppu2_QnLI', 'ffEVhvIrbC8', 'g8VKJxZLhMo', 'HfBf1hYH3MI', 'APoSHB9pQk8', 'QFxIbxD1CYc', '0xqZaqf_1BM', 'aNxd2WvIOnA', 'r2xPTP5hr6o']",Jake Tapper calls Trump's claim of sarcasm a 'bald-faced lie',285
La Resistencia en Movistar+,1,3494,1034,efJUYhjkFLI,['1gac'],245,0.7079502433747971,11,2020-01-30,"['85d_IyE56SA', 'nLJXEX86318', 'teAGAJzPvoY', '8emUM2lEngo', 'eIBKkUvXWv8', 'zZa8PFYtWr4', 'w2lIBQXU7do', 'GGXIR6uzXJM', 'pCch9emSXqA', 'mwRSI1kS6So', 'm2Japz0oJek', 'sbJWGdoMzDQ', 'bqWfNPCqaX4', 'Z0GcXkkgyAM', 'xjtMRIS51yk', 'MPF6GOV7GOg', 'TnijhEMItQg', 'NH9AZQv05yg', 'WU9wlDoAiPE']",LA RESISTENCIA - Entrevista a Miquel Montoro | Parte 1 | #LaResistencia 30.01.2020,6
La Resistencia en Movistar+,1,2955,1185,pCch9emSXqA,"['1ga', '1gce']",56,1.029745808545159,16,2020-02-27,"['GGXIR6uzXJM', 'COlYE1ZtJOw', 'efJUYhjkFLI', 'M_zUCawOYbc', 'm2Japz0oJek', 'YPNj8p0duv0', '8emUM2lEngo', 'B1h-R2rJEfE', 'Z0GcXkkgyAM', 'NcXEssY1bAU', 'w2lIBQXU7do', 'eIBKkUvXWv8', 'NH9AZQv05yg', 'mwRSI1kS6So', '_xzAYq_nHx8', 'qe9LJNs-Y38', 'dn7xq96U0O0', 'nLJXEX86318', 'WICEA9y39gI']",LA RESISTENCIA - Entrevista a Najwa Nimri | #LaResistencia 27.02.2020,2
University of California Television (UCTV),1,3880,5377,dBnniua6-oM,['1bei'],93,0.45051379123850704,7,2009-07-30,"['ceFyF9px20Y', 'MU0pbgkq2-s', 'zx-QrilOoSM', 'pvgxNDuQ5DI', 'nxyxcTZccsE', 'LpYwcTFVnv8', 'EKkUtrL6B18', 'mjQZCCiV6iA', 'K3ksKkCOgTw', 'DghrZNUP5vo', 'imQG6ji1m6Q', 'gmC4Rm5cpOI', 'B56Gpf1f5_A', 'f_4Q9Iv7_Ao', 'IEz1P4i1P7s', 'xL4VrDaf1yI', 'qa7zGZmiLNk', 'mAwgdX5VxGc', 'QGm4JSa3l28', 'B4UYaumLy90']",Sugar: The Bitter Truth,10
TEDx Talks,1,1554,909,9vJRopau0g0,['1feh'],166,0.19307733910221703,3,2018-05-31,"['DFOOq3mwL4o', 'iBMfg4WkKL8', 'L1kbrlZRDvU', 'eX2QBlckPnw', 'qiN67V5q3C4', 'NXhddUqNNjo', 'xp0O2vi8DX4', 'wZzHnZzm_58', '_VB39Jo8mAQ', '2paoNvG5Nmo', '5c6AADI7Pb4', 'd0yGdNEWdn0', 'ORp3q1Oaezw', 'y2X7c9TUQJ8', 'JsC9ZHi79jo', 'wtV5ev6813I', 'qS7mBbXxJYA', 'VNGFep6rncY', 'Hu4Yvq-g7_Y', '4CNRmhleJmk']",The Super Mario Effect - Tricking Your Brain into Learning More | Mark Rober | TEDxPenn,3
Musica Para,1,3,6204,UZQOgzVe6CI,['1dfd'],97,0.064359113034072,1,2020-04-24,"['UM4xgN5qvtc', 'CTpD3FoIq7E', 'jgpJVI3tDbY', 'ot2hqe_iYkQ', 'RZltZnYZBkI', 'xeQ9hEz__B4', '7m8k8dHyXnE', 'QYJfGUApvFM', 'aXYtJB7Qslk', 'XYXMxOAb9RM', 'UVuYEX0mZ0M', 'DUGbROP9EU4', 's9YSJuzgwRU', 'JJwecS3kNCM', 'Gw11f2hMKWA', 'lEiSE7ibUsI', 'hCB_4zum2ZQ', 'AfTQeXW-O4M', 'rCq7wdTZaNs']","musica celta, musica relaxante  🎶 Relaxante 🎶 Música celta 🎶 Inspirar, Estudar, Focar, Tranquiliz",2969
Club Respawn,1,75,7329,XYXMxOAb9RM,['1dfg'],1588,0.514872904272579,8,2019-04-09,"['R5uvGiGTnlA', 'xoYkGH95_d4', 'MWgQXlSQ7Dk', 'acQS2Fef8tU', 'UaNX8dGSPo4', '6c_kKL-K9GI', 'yT1JnPfLpws', 'yNLYddu4mCk', 'K2LlvSSh-d4', 'V6R8uiaMtb0', 'FckTfiLIviU', '8g9fmiNVYNI', '2YMMbQCw9NA', 'R8UI5bpMrpw', 'TEItR_ODgZ4', 'rXks-oGqylA', 'lz1HXLT42RQ', 'J38hH_T6N7I', 'Kad5ZP0unoY']",musica CELTA para ESTUDIAR - CONCENTRARSE - MEDITAR,149
VasileMatei1937,2,1404,1330,AmEJLoawItU,['1db'],32,0.643591130340724,10,2011-09-22,"['sb7LEpuA9a4', 'mhhkGyJ092E', '1kCVSVKl8u8', 'wZBstirgw80', 'QPcjtg6FvX8', '5-NBEFCkjSk', 'MkrwU5Pd93c', 'Ys53n3ARJLE', 'a57Apa4TCfU', 'fTd3ZsvqDiQ', 'KzEFQW9CXGc', 'FzJvTe-UTE4', 'zY4w4_W30aQ', 'lbKfo1pXUv8', 'tygjsBEiIu0', '9GPbTmVcd1I', 'IsF53JpBMlk', 'YnDLlajMxyo', 'TvqVRzQkqkg']",Bolero De Ravel   Orquesta Filarmónica De Munich,4
La Resistencia en Movistar+,1,2665,1180,q9zUXu-KNlw,"['1gde', '1ghj']",35,1.029745808545159,16,2018-10-24,"['C-qb0RlOb4c', '0v5VjUKJULM', 'B0SeCP9V9VU', 'pjOhp2DXgYE', 'yVfm2twvzz4', '8emUM2lEngo', 'cXA6WXQ4kFI', 'qiX0z8RDqUY', 'zZa8PFYtWr4', 'nLJXEX86318', 'xllYLj5BJYw', '3Xqc8sJ5bJE', '_PAMJe4NyNQ', '7MnvEPcdOp4', 'cnw5-4TxgmQ', 'mwZOHt-Q8_o', 'NExL97eUTLw', 't4PnrxzwusM', 'mkvjOwd3A-I']",LA RESISTENCIA - Entrevista a Jordi Évole | #LaResistencia 24.10.2018,3
PowerfulJRE,1,4796,12003,rY5jCvRHEFk,['1cjf'],82,0.19307733910221703,3,2019-04-20,"['CzqONHtFiHQ', '-5yh2HcIlkU', '17pIBFcGB0k', 'kL61yQgdWeM', 'uXyS-74sRTE', 'Rxmw9eizOAo', '-KQGZa773sI', 'YHwSmwEwmV4', '6G59zsjM2UI', 'efs3QRr8LWw', 'iZPH6r_ZDvM', 'vGc4mg5pul4', 'J36xPWBLcG8', 'ycPr5-27vSI', 'SM1ckkGwqZI', 'GEc1qeD7UQc', '0HqLk_ZbHmI', 'RX5Iw-XsWu4', 'xWp4PJDJ8lo', 'XW_KhFq4LQo']",Joe Rogan Experience #1283 - Russell Brand,6
HALIDONMUSIC,1,15,6198,wygy721nzRc,['1dcd'],307,0.064359113034072,1,2012-10-04,"['O6NRLYUThrY', 'Rb0UmrCXxVA', 'jgpJVI3tDbY', 'QJs1H-kytQQ', 'OUx6ZY60uiI', '7_WWz2DSnT8', '-gDinVAmtA0', '6JQm5aSjX6g', 'lR7icNffxXE', 'JJwecS3kNCM', 'mIYzp5rcTvU', 'Jn09UdSb3aA', 'PJL_mVgT0Ao', 'dN1XUV6QclU', 'MWgQXlSQ7Dk', 'I0kVNMHo6fQ', 'FQZvmEquTuE', 'ZKFwQFBwQFU', '5gfIDSreaV0']",Lo Mejor de Chopin,72
TecnoXplora,1,796,955,hpF7LhMXu5I,['1igh'],19,0.19307733910221703,3,2015-03-18,"['_PsB2e0U5FU', 'qEfBUbgAEZ4', 'a0-sUQdK12o', 'PfM6xXkB78M', 'Ce8Jcrb7yOo', 'BbA5dpS4CcI', '5bi7FyZuacU', 'VUXSxi-jrJ8', '9qFllKHsiSU', 'Y3i-itoBw_w', 'DbqkBAjId_U', 'V33U1OsFVnQ', 'bogSDk_fEE4', 'umDilB0cBvI', '9gLh4rYYId8', '3N6_5XpW_Vk', 'l8ckZEovuGo', 'Fj9TwMTxGuc', 'pkeEglt7qj0']",Chema Alonso: 'Internet no se creó como una herramienta híper segura' | Salvados,1
Team Coco,1,151,932,xCBjyCF1zTQ,['1cjj'],6234,0.321795565170362,5,2020-04-07,"['GK8VBltF-ms', 'TNcRQPcuL2Y', 'lgk3RhCbTuo', 'qCpsLJMlMC0', 'dRFbwjwQ4VE', 'LCQoK-_GmBo', 'pUgwTkDhgbo', 'gCVZIpxUEhg', '2K7TU1Hh_3U', '9HsYVPZuUfE', 'AUfClZuWBiI', 'Zk11vI-7czE', 'z_QXRJRLD0I', 'DbGqXpDIHjo', 'FsSbyUqbkDE', 'TUqKfodQwIA', 'r_EVRL1gmoE', 'MuqDMOr_aLk', '3ExBcYXrZjY']",#ConanAtHome: Tracy Morgan Full Interview - CONAN on TBS,204
Classic Mood Experience,1,205,2717,OO5bTG4nebA,['1bih'],8449,0.257436452136289,4,2016-08-11,"['E95STK2tnoM', 'UlFNy9iWrpE', 'lR7icNffxXE', 'uNYYs5mSoYw', 'vqUuH2ka-xk', 'ySA_QYVWj9k', 'ckmcdcQ2mEg', '8VE_dP90V84', 'X2gNr65invQ', '4pirlRTAD6U', 'aJOMCmNck1M', 'skSx-ECpzmw', 'fEqrnR7_yT8', '4zzyYk-cCIM', 'eabz_MOhYeA', 'OWqnOlDIFYM', '9uKVI6_Fm4g', 'PErqizZqLjI', 'A0QkGThnKNQ']",Miles Davis - Kind of Blue (1959) - [Best Jazz Records],729
PBS NewsHour,1,143,3406,G1TC3pR9PFY,['1bdj'],1270,0.321795565170362,5,2020-04-20,"['7jUoFFgKj9g', 'YJIX11J1qzk', 'zjnuUQF4In4', '9uIk_91GQYI', 'j3pdNPYRvwk', 'C92LlAnGScc', 'lR7icNffxXE', 'KyOxKyupxhM', '7zMkL7ZHQ7M', 'BAVRCFQFeG4', 'dRFbwjwQ4VE', 'oxi0Zb7ta-8', 'AnDJRbwJDpU', 'aNxd2WvIOnA', '4GnVDPD01as', 'CaSBHnYGfAM', '0WuwYdSdjlw', 'gTwdr3khNek', 'VB6SIKl8Md0', 'DNYq-gcsWac']","PBS NewsHour full episode, Apr 20, 2020",225
TEDx Talks,1,1215,1453,rNwnEwlsNSA,"['1ffd', '1fgd']",18,0.9010275824770141,14,2015-08-13,"['X3_cl-lPYwk', 'j5vopNyhGrw', 'HLIJkmy3vy8', 'OF_rEVrQHvI', 'aQ-IeBfQwGM', 'd0yGdNEWdn0', 'ninrJokK-oA', 'agsTBnU8plU', 'NPE7i8wuupk', 'KCNIzNU92pc', 'nWecIwtN2ho', 'eTzF-EjD1W0', 'Gpa863O8Sbg', 'X5LIWAJJNcY', 'YlI-e4QJWG0', '4JDu69Jy41Y', 'qTGJ7ckp83o', 'd2tLwj6NXlk', 'TbTm1Lkm18o']",Eres Más Inteligente que la Empresa para la que Trabajas | Javier Martínez | TEDxUDP,1
The Pink Dog's Relaxing Music,1,711,9819,Ys53n3ARJLE,['1dbh'],14,0.643591130340724,10,2018-01-10,"['jQ0hPNjyIig', 'sy2KMBe99vI', 'yNLYddu4mCk', 'ml7iw06biFI', 'WwiS1Btkl5E', 'D3qrt0EgVd8', 'RhJdeNmEPps', 'AmEJLoawItU', 'ZKFwQFBwQFU', 'stNg41SVRzM', 'lDeTnqNn8ME', 'pETHUHsriPE', 'T_Dy9OvgjHY', 'h8NBVQUEXtE', '5-NBEFCkjSk', 'o1m6HpDg1b0', 'fsAH9uMwcac', 'hCB_4zum2ZQ', 'ue3Yf5rHbqM']",Música Clásica Alegre 🎼 La Mejor Música para empezar el día,1
MSNBC,1,120,407,8cQlqlfXzyk,"['1aab', '1abd', '1ac', '1aeg', '1age', '1aig', '1ajj', '1bgb', '1eac', '1eb', '1eee', '1efd', '1hac', '1hbb', '1hce', '1hd', '1hfj', '1hhg', '1hjj', '1jac', '1jbb', '1jdj', '1je', '1jgd']",3445,11.134126554894538,173,2020-04-24,"['aNxd2WvIOnA', 'DevNudhaGv4', 'lX4v9Sx99ZY', 'IzZqeWNpe3U', 'JBCicP17ZFY', 'KIWmzlgCCyo', 'uPxct29FqD0', 'B3gy7RbwNak', '_zZqwtEdgJk', 'BgoA8u5mbew', 'IJ7F9uLLREo', '_tlyNJxGgWs', 'Clcs2AIybFw', 'C92LlAnGScc', '5d96q45yt48', 'HfBf1hYH3MI', 'TTzwdmpbbHA', '9JdRpV0Rn-Q', 'MGju7e0n7t0', 'YJIX11J1qzk']","Hayes: Instead Of Plan, WH Gives Us Pathological, Narcissistic Propaganda Show | All In | MSNBC",145
Moobys,1,744,943,ni6n0WahIHw,['1gij'],24,0.321795565170362,5,2019-07-12,"['J4JwgEikvSg', 'WICEA9y39gI', 'GGXIR6uzXJM', 'o0U-rDaN7N4', 'betxmj7OJ9I', 't7ab0Kc71hU', 'rjv9JBqT808', 'VGpU8bafZbA', 'w8VXfi-mJlU', 'gGLCzr_4zQk', '-nBC-WOqd38', 'm2Japz0oJek', 'oJj42zlJ4g4', '30VZg2lMGAo', 'B1h-R2rJEfE', 'yS4U6DbSEx4', 'SmyluyGV6XU', 'vk8mI4czfVw', 'V1tkkuzSUOQ', 'iwSr2fhXj0E']","PREMIERE DE LA CASA DE PAPEL 3 | Úrsula Corberó, Alba Flores, Jaime Lorente, Miguel Herrán",2
TEDx Talks,1,2959,1558,wtV5ev6813I,['1fih'],34,0.514872904272579,8,2017-01-30,"['VNGFep6rncY', 'H02YcexnEqc', 'PJy8vTu66tE', 'UUnRKf2CemA', 'SSH5EY-W5oM', 'd0yGdNEWdn0', 'rNwnEwlsNSA', 'vuIlsN32WaE', '3lTvVTnjU5U', 'HEfpxiUIZPs', 'hqKafI7Amd8', 'zXCiv4sc5eY', '3WMuzhQXJoY', 'sWN13pKVp9s', '5MgBikgcWnY', 'ORp3q1Oaezw', 'Rg6xCRemYw4', 'xp0O2vi8DX4', '_VB39Jo8mAQ', '7TXEZ4tP06c']","Germany: Low Crime, Clean Prisons, Lessons for America | Jeff Rosen | TEDxMountainViewHighSchool",1
Borja Vilaseca,1,144,3155,bqj4REJMGMc,['1cch'],3489,0.321795565170362,5,2020-04-06,"['e4R84M1CzNw', 'BOXkHveJiIc', 'lwj09-vNcNA', 'efGy6yIxCQ0', 'vNw-9TaBN2Y', 'IP8cE4T46sA', 'yUzQG-3J1p4', 't6A1aejhpIM', 'J2D2IM-GKU0', 'Pu6YmjRLphc', '2aP4yeusbTU', '4wFYabRYKxA', 'ov-qo9SOW_M', 'XWSp9iJkqO0', 'oa-R423lUDU', 'SMqUDGVoUr4', 'SxDtcLhjk5A', 'w9l1oP6ck30', 'n7ZNepgPheI']",Cómo vive el confinamiento cada eneatipo | Entrevista con Nacho Muñoz,110
,1,-1,-1,1oj9lhZjFw0,['1ica'],-1,0.064359113034072,1,,[],,-1
,1,-1,-1,G1wsCworwWk,['1cfj'],-1,0.45051379123850704,7,,[],,-1
,1,-1,-1,KZ-tCc3S8V8,"['1adf', '1bf', '1bhj', '1egf']",-1,2.059491617090319,32,,[],,-1
Essential Classical,1,137,4050,T22GJNt1SbE,"['1ddd', '1dgf']",6217,1.5446187128177389,24,2015-06-25,"['MWgQXlSQ7Dk', 'AmEJLoawItU', 'FQZvmEquTuE', 'D3qrt0EgVd8', 'DUGbROP9EU4', 'lbKfo1pXUv8', 'zY4w4_W30aQ', '6gmChsPD2N8', 'a57Apa4TCfU', '7m8k8dHyXnE', '1v1CFv-iuwE', '8ssh_B0-WB8', 'Gw11f2hMKWA', 'jQ0hPNjyIig', 'ZntL9Y7vcDM', '5gfIDSreaV0', 's_num0eZIQ8', 'YnDLlajMxyo', 'ZKFwQFBwQFU']",Vivaldi - Mandolin Concertos | Fabio Biondi Europa Galante,486
TEDx Talks,1,4055,648,6MBaFL7sCb8,"['1fbg', '1fgj', '1fii']",158,1.094104921579232,17,2015-09-14,"['MKlx1DLa9EA', 'VNGFep6rncY', 'xp0O2vi8DX4', 'P3fIZuW9P_M', 'ycB29FkoylE', 'vVsXO9brK7M', 'bRtBHF-WPpM', 'UUnRKf2CemA', 'esPRsT-lmw8', 'LnJwH_PZXnM', 'TFbv757kup4', 'Lp7E973zozc', 'wfNX1cHk-fE', 'veEQQ-N9xWU', 'LNHBMFCzznE', 'GwRzjFQa_Og', 'd0yGdNEWdn0', 'lo0X2ZdElQ4', 'xnLoToJVQH4']",Stop searching for your passion | Terri Trespicio | TEDxKC,6
EOI Escuela de Organización Industrial,1,3,5734,A6elSn29LdA,['1ija'],29,0.128718226068144,2,2019-11-26,"['_MnvvM0ecFE', 'SsPD3pkmKfQ', 'qEfBUbgAEZ4', 'Fj9TwMTxGuc', 'ZrYD4aLqo7w', 'V0DlBBMjb78', 'JPWcfklwvnc', 'HnJrobqmUvg', 'EUI8LFdEXJA', 'JCMYjez93pk', '_PsB2e0U5FU', '65wePqnNt6o', 'Z6W5i1bl8SU', 'BbA5dpS4CcI', 'PfM6xXkB78M', 'tkeoJqmIpfM', 'Tx7JuURS-Uk', 'HBTChq5mP2E', '82ejWIa7OOM', '-d8Y4_9VaDE']","¿Crisis económica global, crisis europea, crisis en España? · 13ª sesión Observatorio EOI",1920
Jimmy Kimmel Live,1,1213,525,rS-APKpLvMc,"['1cgc', '1chh']",20,0.7723093564088691,12,2020-04-15,"['uQXQbcs2UsM', '0xqZaqf_1BM', 'NzDhm808oU4', 'Jccvh47hIPA', 'krcHpMdOVAk', 'ego7_Y5DECw', 'D9l1M_6MNxw', 'WSIuBzKUPDw', '7P_stDcFjAM', 'dRFbwjwQ4VE', 'Fwfk5FUUbTM', 'Rb6dMOCcpqg', 'aeT3YOYsvMs', 'C2pVtOp50YE', 'LZ_l0z2LMws', 'PpV_5-tCS-c', 'Z0xSdI72ZnQ', 'fk-uz9LVYLg', 'hIv7YJ0UrlM', 'uiiOaDkWUoE']",Jimmy Kimmel’s Quarantine Monologue – The Trumpiest Thing Trump Has Ever Done,1
The Economist,1,1401,770,kkVEt5tC2xU,['1iaj'],12,0.064359113034072,1,2020-01-22,"['gUc5oN_ffRo', 'PHe0bXAIuk0', 'NZR_vMTLfIk', '6Pm0Mn0-jYU', 'SnIEx4ym-vI', 'PXgUea6JVcI', 'gwEq0-ACUr8', 'RVVfJVj5z8s', 'hSmAYUnZyxE', 't6m49vNjEGs', 'FiYTmTHFa9E', 'Uwl3-jBNEd4', 'QaN6ibm5r-I', '_Cf7o_YlH5M', 'wUUWoN4LKuE', 'BlrDpTGRREA', 'q2ZRT0TmVB0', 'fE5LQejXcyg', '5MgBikgcWnY', 'B9XGUpQZY38']",How an obsession with home ownership can ruin the economy | The Economist,497
ABC News,1,45,645,eplN7y4r4k0,['1icf'],1234,0.064359113034072,1,2020-04-21,"['STGN2-NJvvA', 'w_Ma8oQLmSM', 'FBJ5ShuikUc', 'Zlpx2UARByo', 'JFhOcevvBxY', 'qcb63ax4bBY', 'oThbZrOS7_8', '5awa3cW6RmM', 'C92LlAnGScc', 'l67v07Q8eF0', 'Bcb5LGVizNg', 'qWNBzwKB4kc', 'UvyazdooRgA', '229Fi8fOtho', 'pvDXtJBwXAM', 'vzIFc8_Herw', 'AXQZQxIYqN0', 'mxebsmN_t4M', 'KAwl-ekSz7U', 'iqcruTRTUWY']",Inside 2 massive food banks feeding families affected by COVID-19,70
TEDx Talks,1,3226,1231,SSH5EY-W5oM,['1fif'],57,0.45051379123850704,7,2017-12-20,"['6qkSMkiGWdg', 'wtV5ev6813I', 'Mo_mgcxGYYE', 'luvthTjC0OI', 'ORp3q1Oaezw', 'hqKafI7Amd8', 'VNGFep6rncY', '3WMuzhQXJoY', 'qS7mBbXxJYA', '-U4Cq-dgNnw', 'H02YcexnEqc', 'vuIlsN32WaE', 'dbYWKVAeu6Y', 'u5GCetbP7Fg', 'rP01bH9Ljf4', 'bb04xj7LS34', 'btF6nKHo2i0', 'FdHJw0veVNY', 'PJy8vTu66tE', 'UUnRKf2CemA']",My descent into America's neo-Nazi movement & how I got out | Christian Picciolini | TEDxMileHigh,1
Vadim Chaimovich,1,89,465,osHRRvxNIA0,['1dce'],3366,0.064359113034072,1,2017-05-26,"['y7kvGqiJC4g', '-gDinVAmtA0', '4Tr0otuiQuU', '3mi145S-HfQ', '2CM_J3r-Nt4', 'iUYXeZTqM4U', 'w5lehbl7v4Q', 'KUeBmgxikqU', '-7jjo8UICjQ', 'e33cI2zZ9ts', 'yN1LwUT9fV8', 'uELhJmYq2i0', 'kHYgTfiQvIw', 'YzoPmyelSzw', 'TnkqZcZp60Q', 'BMYjGkgzinU', '7QR6ytrVRkM', 'S4R0WgeIW3E', 't-JD2bnNQvY']","Nocturnes, Op. 9: No. 1 in B-Flat Minor",952
TEDx Talks,1,4307,1009,xp0O2vi8DX4,"['1ci', '1eci', '1f', '1faa', '1fcg', '1fdf', '1fee', '1fje', '1jci']",108,5.98539751216874,93,2014-10-28,"['Lp7E973zozc', '1EHZAQmw2JA', 'SemHh0n19LA', 'd0yGdNEWdn0', 'JsC9ZHi79jo', 'aQ-IeBfQwGM', 'bRtBHF-WPpM', 'LnJwH_PZXnM', 'UUnRKf2CemA', '5MgBikgcWnY', '4BZuWrdC-9Q', 'P3fIZuW9P_M', 'LNHBMFCzznE', '6MBaFL7sCb8', 'A6Dkt7zyImk', 'H6n3iNh4XLI', 'TQMbvJNRpLE', 'vuIlsN32WaE', 'TFbv757kup4']",How to motivate yourself to change your behavior | Tali Sharot | TEDxCambridge,8
TEDx Talks,1,1760,1058,Ti_gFEe1XNY,"['1fdj', '1fjb']",44,1.222823147647377,19,2018-01-09,"['d0yGdNEWdn0', '5MgBikgcWnY', 'iBMfg4WkKL8', 'o3K_HbpWNpg', 'Ge7c7otG2mk', 'sQEWEPIHLzQ', 'esPRsT-lmw8', 'w-HYZv6HzAs', '7bB_fVDlvhc', '-WLHr1_EVtQ', 'MY5SatbZMAo', 'Bp2Fvkt-TRM', 'xp0O2vi8DX4', 'LnJwH_PZXnM', '9dum2Z4B3js', 'LNHBMFCzznE', 'xNmf-G81Irs', '6MBaFL7sCb8', 'H6n3iNh4XLI']",How to Talk Like a Native Speaker | Marc Green | TEDxHeidelberg,3
Kenhub - Learn Human Anatomy,2,5286,370,KVZbEE0nx70,['1id'],233,0.19307733910221703,3,2017-10-06,"['2JmLX9y62uE', 'ZR22O1q-MT8', 'RNLybeX-Jm8', 'KlxgOub5dsk', 'uyrqfu9n6hc', 'fe9BqeytVsE', '_BLLaKcMrm0', 'KQMkWKmToEY', 'jgGp7Zvz5QA', '-oF2q4CXwM0', '7Ws8G6AWe30', 'xQdWoDK65os', 'BG-E7SuNT1o', 'gztdho6BRbk', 'SI8KKpIUsW8', 'oHLMla-75QA', 'NWHU-FcxEUo', 'U42iuaz4FcM', 'dbZS29IDBr0', 'VGUlbKjlMBk']",Why can't your body handle a punch to the liver? - Human Anatomy | Kenhub,14
