channel,depth,dislikes,duration,id,key,likes,mult,nb_recommendations,pubdate,recommendations,title,views
True Story Documentary Channel,1,466,3140,1uqYZjNyHoI,['2eeedc'],7498,0.06455783485605901,1,2014-03-05,"['HdsUgCN4w6M', 'vCAzzhOg-xk', '0NKjIh-yaWQ', 'jTOSoePF3FE', '34Kz-PP_X7c', '_femOIyg-NU', '9PemvkcaVaI', 'rZgsuhLd78I', 'c0yt0x_GTIE', 'urq9Xgc28z4', 'O0RJO8FS3eY', 'ucZ9Kvk221g', 'sHVwwriaT6k', 'FRJbj8J-QuU', 'bPkdh7EoQjk', 'MOAmt47KBT8', 'e_Snu0jwcNc', '7JqlokCAj1c', 'MDBKwIkTrVY']",Tecnología Natural Episodio 2 - El Mundo Material - Los Secretos de la Naturaleza,1
Boney M - Tema,1,539,445,eN3Fmpnoado,['2beced'],11,0.193673504568177,3,2014-11-06,"['5Z0dxsFmX7c', 'C6YZ9lpqQOU', 'u_2MJHcn5AY', 'aSC9ev6rxeA', 'eiIZYJ9i5AE', 'doL-_eWN7W4', 'LSZwADFrjkY', 'p8rIhf6Q1o4', 'aQ1fdwqTVK0', 'O1k9ZVU4S8A', 'gSQ_iJ7aXKQ', 'TTfYnRQgKgY', 'rOR_MMGwk2Y', 'my065BYvaEU', 'x7SnXScLAg8', '5EaPoFyddfw', 'mkvuDsmxKSQ', 'P86JdaapRjo', 'GG7aDbD4wmY']",Rivers of Babylon,1
,1,-1,-1,lTPf00VMnJo,['2beeec'],-1,0.12911566971211802,2,,[],,-1
Ken Prock,2,277,575,sYZRBSkAnes,['2bbda'],7038,0.774694018272711,12,2009-08-22,"['hsqUTCSP6Qk', 'X4J7Z3kqKLQ', 'k2hGmoWFzaA', '_4E7LoI5mBY', 'QkhxtzTT_Sw', 'G4yRUO5IR8o', 'Z4VfQBDoX6E', '6hBLHkmBKDg', 'rdi0XoOCV04', 'Cwzq7FZ37ho', 'BLhD-h1LRQs', 'aQ1fdwqTVK0', 'KmIkJgHISMo', 'Bxryb3xN-Lo', 'IFm-zvjMItY', '0pKcbU_NaGo', '3BnqYYNmjDk', 'SbFqIRSX6js', '33QyhN3Eoe8']",R.E.M. - Losing My Religion / Leaving New York - 14 Sept 04 (1 of 2),1
Enric Corbera Institute,1,3300,5512,SMqUDGVoUr4,"['2aaaec', '2abbec', '2acbbc', '2accdc', '2acebc', '2addcc', '2aeaac', '2aeac', '2aebbd', '2aec', '2aecad', '2aecbb', '2aeccb', '2aecdd', '2aedec', '2aeeac', '2daaec', '2dbeac', '2dbec', '2dcbbc', '2dccdc', '2dcebc', '2dddec', '2eaaec', '2ebeac', '2ebec', '2edbec', '2eeaec']",43,9.296328219272539,144,2018-09-21,"['HbTcQ24CYbk', 'usGmSF6EYU4', '7wC6uVUvbLE', 'cbSzqk-b9SE', 'SxDtcLhjk5A', '7YQE3M1w9UY', 'WVS6_djCOjw', 'z5JHU7m7C8s', 'Pmxn6Vj3_PI', 'UexCFGttLqY', 'jAPnvYKukx0', '5qD7pbw-_2U', 'QwVQPmozjwA', 'FyCSdaQrwNU', '6dAJOXEI3Fg', 'zAtxOb229_c', 'O16yxQN1SkM', 'z5G8UQ--FSw', 'NJ0FkMyv1fw']",¿Por qué repites las mismas situaciones una y otra vez? - Enric Corbera,2
SorayaVEVO,2,1373,244,_fx3DIkcwL8,['2bbac'],37,0.7101361834166521,11,2009-11-22,"['6HbHF6wtGhM', 'CTKnLN1nPSA', 'Is8RzzimQk0', 'DVxqH-vZYHs', 'Mfn46uV94Uo', '0t5iCwpuD8I', 'Lz9FVFs2oms', 'qd-fAenNr4A', 'w5_rnA1kfOc', '0KpZhT-JRqo', 'hH7vP1N-jNM', 'qEcAj62VVec', 'Clb1AK3b5uw', '37u-_S6aBcg', 'xSZBIs0gs0E', '95JHOXoXR6M', '_f-sqcgPK9Y', 'RlboJ8Sl90U']",Soraya - Suddenly,7
iBiology,1,6,2200,32kTE0ZtbT0,"['2abede', '2deddd', '2dede', '2edede']",185,1.291156697121186,20,2017-03-01,"['JeV-HuPq7CI', 'xJD6-Ikrk20', 'Qm6xptf35lU', 'bLeEsYDlXJk', '9si7_K_4mKM', 'navE0zgIShU', 'afM6_VFaIss', 'k90LiozUjVM', 'zs1kJ9pxGIw', 'EURi-GHQ2uY', 'EnIerDljc7g', '8tHdS5juE6w', '0Spco1Uip-M', 'YSwZ57HqyGg', 'nnhYmtS6zQY', 'NCy0Z557e3M', 'XNV-B_lps14', 'xaz5ftvZCyI', '7Hk9jct2ozY', 'Z36dUduOk1Y']",Diane Mathis (Harvard) 1: An Introduction to T Cell Tolerance,12
Black Velvet,1,407,4271,uociijx-qWE,['2bcbdc'],19,0.12911566971211802,2,2018-10-25,"['Ze1T1exJ6vQ', 'S6Tmx8erMiM', 'sc2ysHjSaXU', 'VYZvoFAEuSc', '1eNSWZ4x2ZU', 'A0QkGThnKNQ', 'aQ1fdwqTVK0', 'ATE_YSFx7KI', 'ALLuI1OHs-w', 'i7rD6SdoTeM', 'coGpaUZIKtU', '7qJ1z2rKKus', 'qD9bZ7AQwPI', 'I9hNuI3Jdec', 'u6OyXehItAg', 'zQPFHBthjSE', 'YZwPEM6NI9w', '_V35I6IqQO0', 'pbPy9NT9W6Q']",Sons of Anarchy,1
AprendemosJuntos,1,2734,4705,BbA5dpS4CcI,"['2acdaa', '2acdeb', '2dcdaa', '2dcdeb']",79,1.420272366833304,22,2018-06-11,"['V33U1OsFVnQ', 'jIYF9wg1fZU', 'EtSN8GGBwsM', 'Ox3D7u58odw', 'N-w1tkvdsQI', 'Z3_f6a-YrY8', 'DbqkBAjId_U', 'zv2j59sVMUM', 'jej8qlzlAGw', 'ZlCVKar_LFQ', 'ra0QjuGlk7Y', 'vpodOZSrAFA', '4ebt-yHf3mY', '3N6_5XpW_Vk', 'PfM6xXkB78M', 'hMXe6OF3phM', 'Fl8bCxqRWaQ', 'PuElJJxSbHY', 'bqrE53y85SY', 'jAPnvYKukx0']",V. completa. “Las matemáticas nos hacen más libres y menos manipulables”. Eduardo Sáenz de Cabezón,3
Bryan Adams,1,5601,406,Y0pdQU87dc8,['2bddac'],180,0.12911566971211802,2,2009-03-10,"['ScIVmGokG7E', 'vFD2gu007dc', 'aQ1fdwqTVK0', 'TvnYmWpD_T8', 'EqPtz5qN7HM', 'c8uAnqwWERM', 'ZBwWmNlyS9k', 'S_E2EHVxNAE', 'W6hknFigMSI', 'R_jI4sExeHE', '9EHAo6rEuas', 'h2-t2_gc6ow', 'I9hNuI3Jdec', 'MEEJOZkmIxU', 'y6lfK3bH4z8', 'r3Pr1_v7hsw', '3eT464L1YRA', 'a7tyaQcXDNU', 'ofA3URC1wyk']",Bryan Adams - (Everything I Do) I Do It For You - Original version,29
Sade,1,1586,350,H4XODS21Shc,"['2beaa', '2beaca', '2bebaa', '2bebea']",22,1.226598862265126,19,2016-01-23,"['o0MKIKY98kA', 'aQ1fdwqTVK0', 'gFRWbugvySM', '1eNSWZ4x2ZU', 'x4mXgwVhk8I', 'yhTMKdSun-Y', 'sc2ysHjSaXU', 'EJZN01ukPNk', '3cRdkFblZT4', 'rdi0XoOCV04', 'SN5OwKgbyAk', 'HnbTOs9wrSc', 'WFb5TnHDo6c', 'SgXSomPE_FY', 'Z0rD5ltuBcI', 'Ze1T1exJ6vQ', 'jl0d0Q7MyzA', 'B6bKDMpoOSQ', 'DaAwz2t7oKM']",Kiss of Life,2
TOP Songs,1,763,3981,dXLLzpZO_YA,['2bbcaa'],12,0.25823133942423704,4,2020-04-10,"['ak0JsMSQG5o', 'z8y8UZMQaLo', 'siDMW_kB7Qc', 'fAigkFttG-Y', 'kBCLxxWk3_A', 'HFjkySrueys', 'TDh7cUAM1NM', 'HqVnD4CLEBw', 'V9iihANp1CI', 'QbsgtF4aJwc', '33ch5OcRjMU', 'fRLcGUo-s6o', 'PuJQhtg1VCM', 'rntTlHwDM5Q', 'wjIAuis3DMk', 'C3pxfSFnGIM', 'm72wp-1Oka4', 'xz-qWmMY_Hg', 'rdi0XoOCV04']","Maroon 5, Ed Sheeran, Taylor Swift, Adele, Ariana Grande - Best Pop Music Playlist 2020",1
ESCUELA ONLINE DE SALUD,1,257,385,lzgWnOsxS4U,"['2aaace', '2aadce', '2abbce', '2abce', '2abdbe', '2acabe', '2accbe', '2acdbe', '2acdda', '2ace', '2daace', '2dadce', '2dbbce', '2dbce', '2dcabe', '2dccbe', '2dcdbe', '2dcdda', '2dce', '2ddabe', '2ddbe', '2eaace', '2eadce', '2ebbce', '2ebce', '2edbce', '2edce', '2eddbe', '2eeace', '2eebbe', '2eede']",6387,7.424151008446819,115,2017-06-03,"['ogwcRLkjrHY', 'MU0pbgkq2-s', 'VvQK8MrXPmc', 'Sc27blmGgvY', 'qJCO7DBcw3E', 'Z1MZhA8BM_E', 'Z_C3Jn3PyXc', 'f-BO10DJ3MY', '8ZGyqViOUsc', 'SeslE8SRcAg', 'gn0A2j3PYJs', 'e9PkmCqK7DA', '58245dkllRU', 'QjLPnyYJKVI', 'VqC1TJtscrw', 'rm70B_L-aEQ', 'mSNFKM6S_fM', '8SJzilOgfEo', '9Lym76THMjs', 'If5X6GLSVa8']",7 SIGNOS QUE INDICAN UN DÉFICIT DE VITAMINA D,380
El Café de la Mañana TRO,1,2011,1645,O_quMH9y-B4,"['2acbce', '2dcbce']",28,0.5164626788484741,8,2018-05-21,"['MU0pbgkq2-s', 'UbfJIx0nQ7A', 'NEW5gYbk_pQ', 'nto5yormZu4', 'dkdYUL7g8Tc', 'J-JSmHCJDQE', 'PO8q5PebH9I', 'swIsv3rGdoI', '0EpqgekgOgo', 'WmtMDpCFgfY', 'OZU9Sb03DzE', 'ogwcRLkjrHY', '8ahsCANzmzU', 'Z_C3Jn3PyXc', 'IGzMgCY-55s', 'xrxaJL6lpgI', 'I_q_WCEW4A4', 'zI7gaUtSfxU', 'AY2zJSuL2i0', '8EZNEiGJxro']",Jugos para aumentar defensas,1
PensamientoPositivo1,1,1339,6765,gVPRagJXXCU,"['2aebaa', '2aebb', '2aebca', '2dbebb', '2ebebb']",18,2.259524219962075,35,2015-09-15,"['J-JSmHCJDQE', 'X83VmvqozjY', 'YQF-J3rTwko', 'SMqUDGVoUr4', 'SerJlOQhbbc', '38NgWMOprTo', '5_s7M859KCk', 'onAi-PA3lps', 'A1MI62ZVbQE', 'nqrnxkgY2a4', 'hYSPKQhGovo', 'MU0pbgkq2-s', 'oa-R423lUDU', 'RNr3HaVpQco', 'MdqIJBCRavE', '2NE5f4WZi3g', '_IugzPwpsyY', 'Sk42ARzX9jw', 'tVQzlO-z4eQ']","7 claves para aumentar ingresos y tener libertad financiera⎮Sergio Fernández, Pensamiento Positivo",1
Syndicado TV,1,795,3025,RveQwOB1XfI,['2adeed'],8086,0.25823133942423704,4,2019-04-04,"['86aBBuehHPU', 'OjSUcTYGuC0', 'iBF0hP2_nGw', 'sbYX4Lur4Yc', 'S7SQoQj9868', 'fCNJvl9D2CQ', '5Nhsp26bN8U', 'z_XmlVjkXrY', 'l11zPNb-MFg', 'YvoCu4q9en8', 'Qa-6trNcG-Q', 'MrEIT66oPqU', 'gK5YJO8wb7w', 'KsDGDzwuQ-I', 'Zv3R18eNdpQ', 'ht6nVMwWCAE', 'fq70UHD8DrM', 'PRgoisHRmUE', '2fS9ixfQ_no']",Finding Atlantis - Full Science Documentary,1
NASA,1,3342,5230,3TrNN_eTau0,['2adeeb'],9420,0.322789174280296,5,2012-08-25,"['iR3oXFFISI0', '21X5lGlDOfg', 'SvaG0xDdP8g', 'GNJpoP642wc', 'S9HdPi9Ikhk', 'yN75W5AIQ2w', 'eiS8EPOL488', 'y0mGJNq-bHk', 'vedycfT3-S8', '_loUDS4c3Cs', 'EJxwWpaGoJs', 'I2vYr6gx56o', '1pQKZc2AXW0', 'xwpgmEvlRpM', 'Z62z64-AyH0', 'VwtC_4t2g5M', 'WM8kjDF0IJU', 'g_gKl_x5d0A', 'DlczwcBDzeE', 'vIGbOoZzlYI']",Armstrong Hosts NASA 50th Anniversary Documentary,4
Escuela de Salud Integrativa,1,337,5874,C_iPck5j_Lw,"['2aaaea', '2abbea', '2acbba', '2accda', '2aceba', '2addca', '2aea', '2aeaaa', '2aeaba', '2aeaea', '2aeeaa', '2aeeba', '2aeecb', '2daaea', '2dbea', '2dcbba', '2dccda', '2dceba', '2dddea', '2eaaea', '2ebea', '2edbea', '2eeaea']",4967,6.714014825030167,104,2019-03-01,"['MU0pbgkq2-s', 'qf01PT0sO10', 'SMqUDGVoUr4', 'cYpiVg9sVQo', '334vgXZ9U-U', 'J-JSmHCJDQE', '6-9UQb0FaqM', 'L_sJscki9dQ', 'lk0Tejqzm0Q', 'Z_C3Jn3PyXc', '1JLk9WleZtI', 'fN5CkwIj4JQ', 'bunkCggp0TM', 'rqKVIqsqb08', 'p_w26ct1pK0', 'tVQzlO-z4eQ', '5PKGRapSvc0', 'xrxaJL6lpgI', 'dhJwYAb85CY', 'b97uDrKCq0Y']",SUPLEMENTACIÓN NUTRICIONAL INTEGRATIVA: ANTIAGING,371
PBS Eons,1,496,740,JDnQmBFxIfE,['2adeac'],29,0.322789174280296,5,2017-10-30,"['yR8cR75iKGU', 'gUdtcx-6OBE', 'BTPcq2HczVY', 'moxu_uTemNg', 'jdYwMLSNHnU', 'tRPu5u_Pizk', 'fLjXIFvafSE', 'STn0CxdMIKk', '772GiBXnWoQ', 'G_hl804lSfc', 'DdjN4ddnl2E', 'QL5VCs7scbU', 'SPf8s6jGC-U', 'RDQa0okkpf0', 'rGthtRZl8B0', 'sZhxCUay5ks', 'dGiQaabX3_o', 'aOeFRg_1_Yg']",An Illustrated History of Dinosaurs,1
,1,-1,-1,IeR-h9C2fgc,['2addec'],-1,0.193673504568177,3,,[],,-1
,1,-1,-1,SerJlOQhbbc,['2aebbe'],-1,0.387347009136355,6,,[],,-1
Furman Salud,1,1612,419,If5X6GLSVa8,"['2abdcd', '2ddcd', '2decee', '2eddcd']",55,1.5493880365454231,24,2018-02-23,"['mmhJ1RpNlnY', 'mSNFKM6S_fM', 'VvQK8MrXPmc', 'vxaVKvhRUN0', '1VHfftrxGR8', 'SijtBy7cpuc', 'qJCO7DBcw3E', 'm9q2sLYCce4', '0EpqgekgOgo', 'v45eiLLTp0Q', 'g_MWyJ-AHNU', 'rm70B_L-aEQ', 'gn0A2j3PYJs', 'P91QVzy2yL4', 'LiYk7Rys6d8', 'sBqIFE_zep0', 'FASd4kngZBk', 'V35uFe9Y1RE', 'zEbDRjAnT0U', '8ahsCANzmzU']",DOLOR DE HOMBRO 💥OMALGIA [Causas - Síntomas - Tratamientos],2
Eagle Rock,1,1651,325,TKgGzmlDv-Q,"['2bdeec', '2beeba']",53,0.45190484399241504,7,2012-03-14,"['7FJD1G25KM0', 'WFkIKd6md6g', 'eEVNv-7lkno', '2pn9ggFYtNI', 'HFjkySrueys', 'aQ1fdwqTVK0', 'EE-ZsGvUAR4', '6CB9OrGZ7-c', '3meKlaJL3qo', 'bDNpNP35A_8', 'hUCnRMv-1zQ', 'dhwjcg6TeO0', 'ko7qunEkmzE', 'TJnZi2eo5yk', '7A8NgPVizP4', 'SRff565pe7o', 'dYV6KZpnEak', 'Fk0V_GGa2XM', 'E2hcW6rLqZ8']",Phil Collins - Another Day In Paradise (Live at Montreux 2004),10
TrenRojoCruzandoo,1,3005,456,33QyhN3Eoe8,['2bdaec'],68,0.322789174280296,5,2017-01-03,"['aEwaS-lLk0Y', 'WDGKU8oeNjM', 'Fk0V_GGa2XM', 'X4J7Z3kqKLQ', 'Z3_HTGdLXL4', 'utV5_VMEfEw', '3BnqYYNmjDk', 'aZT_OxPRmSw', 'd76pxiPlxHs', 'YLP0y-X4uYs', 'ekO_9sm9pVA', '6hBLHkmBKDg', '0pKcbU_NaGo', 'WFkIKd6md6g', 'X3cVhmQSw1U', 'nuwZF7Er2PM', '6CB9OrGZ7-c', 'MjUqfRrWwcM', 'NNiie_zmSr8']",The Alan Parsons Project - Sirius / Eye In The Sky (Live) (Subtitulado),11
5MinuteSchool,1,115,302,ib8-t7oENWw,['2deead'],1242,0.25823133942423704,4,2015-04-08,"['YcQmRzqT2fI', 'I7orwMgTQ5I', 'k9QAyP3bYmc', 'JRkLDKrDtDY', 'zQGOcOUBi6s', 'RezL2xWFCe8', 'QD9AdNXSQe4', 'cCPyWFK0IKs', 'EfL-qJFUsZQ', 'PzunOgYHeyg', '_GinTV94hUk', '5YPM74FZDQQ', 'tjkHzEVcyrE', 'OgghJ4aEnGM', 'voGF8t-N5zQ', 'LnqL46lKVec', 'G5G_kCA_Xfk', 'EEP0PYEWcwU', 'J16x57fdhMU', 'tnIfjP61sos']",The Lymphatic System explained in 5 minutes - Lymph Vessels - Lymph Ducts - Lymph Nodes - Animation,232
We Bought A Masterpiece,1,1217,4532,fm4MS7S5hwk,['2bceba'],16,0.645578348560593,10,2019-11-05,"['coGpaUZIKtU', '_Uu12zY01ts', '2zP2BKejjk8', '-k9LGIy3c0g', 'sc2ysHjSaXU', '9GPbTmVcd1I', 'hUCnRMv-1zQ', 'ZSFvDA-gh4k', 'jjFE6DyqMgo', 'DNYq-gcsWac', 'A22BH5k7pi8', 'aQ1fdwqTVK0', 'A0QkGThnKNQ', 'rdi0XoOCV04', 'wFIhWDIDx-0', 'C6YZ9lpqQOU', 'lR7icNffxXE', 'fRLcGUo-s6o', 'FgrZe_2YCdY']",Q u e e n Greatest Hits II Best Songs Full Album,4
Chris Isaak,1,93,227,jCtHvEnOAG4,['2babbd'],3533,0.193673504568177,3,2013-05-22,"['dadgyrC_038', 'pZbyQftBwOA', 'vRxxh3CzJXk', '6oqJ0JpMj6I', 'jl0d0Q7MyzA', '7OJ30gmHhrA', 'D8VZ4ss1RqE', 'FxSsol3Zd7k', 'aWGzr-kOoQY', 'pnMs60zChGw', 'Mqr-TzWqes0', 'mOjTweUPt3Q', 'PCdOkwBtLR4', '9kp3N3wQPO0', '3cRdkFblZT4', 'mbV52wf8y30', 'G9KG7_Jd4WE', 'SSsB7_kbCF4', 'wG77pRKmOc8']",Dancin' - Official Music Video,455
Dr. Veller,1,105,2429,UIJCuWvarDY,"['2aaaca', '2aadca', '2aaeeb', '2abbca', '2abca', '2abdba', '2aca', '2acaaa', '2acaba', '2acacd', '2acaeb', '2accba', '2acdba', '2daaca', '2dadca', '2daeeb', '2dbbca', '2dbca', '2dca', '2dcaaa', '2dcaba', '2dcacd', '2dcaeb', '2dccba', '2dcdba', '2ddaba', '2ddba', '2eaaca', '2eadca', '2eaeeb', '2ebbca', '2ebca', '2edbca', '2edca', '2eddba', '2eeaca', '2eeb', '2eebaa', '2eebba', '2eebcd', '2eebeb', '2eecde', '2eeda']",2795,10.393811411825547,161,2020-04-12,"['Ca8v_1KsbYA', 'tygI_Aw7i8I', 'EL9lWBuhMOQ', 'k-aIvvpL0eM', '7Ip-p6d1XE8', '7Jl7gs67L5k', 'MU0pbgkq2-s', 'trYU05Dc-TY', 'LHHPByuC-9Y', 'NmdG4EI4z0Y', 'rqKVIqsqb08', '-k5ejlnlaoc', 'KpQ0zHZ8yn0', 'pYsuZBkApAw', '7wTF8fbko6U', 'rm70B_L-aEQ', '0EpqgekgOgo', 'uqqLCa7Qn4g', 'JVasI-9lKRE', 'Sc27blmGgvY']",COVID 19 CORONAVIRUS TRATAMIENTO PARTE 1,122
Sade,1,3181,423,NYz8xs163YU,['2bebbc'],99,0.06455783485605901,1,2009-12-12,"['gFRWbugvySM', 's7zwEjYHH0I', 'R3hL5gj9YKc', 'kcPc18SG6uA', 'k1ljpLQ1V6Y', 'U-SHfpm5Bxk', 'WFb5TnHDo6c', 'TEeciEYlK00', '_oVI0GW-Xd4', '3FeserOHtgg', 'H4XODS21Shc', 'bTp3pXH4YRk', '4TYv2PhG89A', 'phHq2iG9mmY', '2TEzXjroBf4', 'pPwgmjjfqOU', 'Y5ErvkbZ7GQ', 'x4mXgwVhk8I']",Sade - Is It A Crime (Official Music Video),17
RotonMusicTV,1,26,226,wbNoArWeT48,['2bddba'],95,0.12911566971211802,2,2014-02-05,"['zzk2Gmi8A1E', 'gOiABKmuqLc', 'LYvfNS8Q6mA', 'Nz3tWHt3OaQ', '7J6vj4C0G_U', 'YdTLPF7BBJE', 'c8drWUnk9c4', 'bk_i4w6Mc84', 'Xy3rcoz-8rU', 'tcw1lDAPjF8', 'lLVETo0rdLA', 'MKr4XUuWonI', 'VVad-VRUxlY', 'ZiQo7nAkQHU', 'BXQ6QNLcJL8', 'b4EexQ0sthw', 'w5y1UdYHtd0', 'nbaolUFEWBM', 'I5kBJBvyTyc']",Isabela - Isabela (Official Music Video),63
DW Documental,1,5629,2546,IX8rEWetVxk,"['2abdaa', '2ddaa', '2eddaa', '2eeec']",51,1.420272366833304,22,2019-03-30,"['NAvfuRcWyvE', 'nxERPrmwsdI', 'dygamBQekKs', '7GdeCIM6I_Q', 'Sku8Bsy3VAk', 'xiGzNNjHJa4', 'S6PTU258pWQ', 'CnNwqB0VRSQ', 'NL0j5olb9LE', 'fKGMDC8JvYU', 'NZxcKnxqkdM', '9oLvnHLKeMY', 'oxONngLflAs', '6_OFXBK37gs', 'V33U1OsFVnQ', 'l1k8K8d62qc', '_KlkdVbA4-I', '7-xTlRsI4NA', 'TcAC6E8io-s', 'KsGjo7IilPU']",Corea del Norte: Todos los hombres del dictador Kim Jong-un | DW Documental,6
Espai Alè,1,1400,2406,Sc27blmGgvY,"['2aaddd', '2abced', '2abdae', '2abdd', '2acaee', '2aced', '2daddd', '2dbbdd', '2dbced', '2dcaee', '2dced', '2ddadd', '2ddae', '2ddbed', '2ddd', '2dddda', '2eaddd', '2ebbdd', '2ebced', '2edced', '2eddae', '2eddd', '2eebee', '2eeded']",20,5.164626788484744,80,2017-01-23,"['cYpiVg9sVQo', '1dJiCl-wvnk', '3LS0QCO-OCs', 'OOlHlYX8MgA', 'MU0pbgkq2-s', '5qD7pbw-_2U', 'SMqUDGVoUr4', 'J-JSmHCJDQE', '_IugzPwpsyY', '9WjwZGYDcxs', '-0BPJ4izog0', 'Z_C3Jn3PyXc', 'FNjEaUb1BW4', 'rqKVIqsqb08', 'mKiVe7Hb-Hc', 'GL3na0WMMZI', 'mt298b44Npk', 'fjcur61vyOw', 'JGHRwsN4lrQ', '7DQPsWV1Myc']",Atrofia vaginal  ¿Cómo la llevas?,1
Alex Rutiaga,1,202,469,tzqlplrS25U,['2bdabe'],5652,0.06455783485605901,1,2019-06-06,"['kVhirkxgSxk', 'MoAxsUJ4yTk', 'Ka_uOIf_v5g', 'ZwI-Bm2TTio', 'rL7cVoIX7WU', '3crEKnsBbBY', 'q8KkjaW8PDc', 'm05-kE_tSB8', 'LdvaroI_8mI', '0_OYD_rBjXw', 'mOjTweUPt3Q', 'v_qPcAvB3Pk', '1Gmey2OWXFg', 'mAh-sOmjEjY', '_tRHM7JY2n8', 'pn4kkY4b9sQ', 'jpv2tMJJuz0', '6QpL_ix5RSQ', '4P4Jd1B3LJY']",Chris Isaak   Wicked Game (Adriatique & Thyladomid Edit),1
Sade,1,1854,333,o0MKIKY98kA,"['2beaaa', '2beae', '2bebd', '2bebee']",27,1.291156697121186,20,2016-01-23,"['s7zwEjYHH0I', 'lR7icNffxXE', 'rdi0XoOCV04', 'WFb5TnHDo6c', 'A9UbBVJIEiM', 'SN5OwKgbyAk', 'Z0rD5ltuBcI', '2TEzXjroBf4', '_oVI0GW-Xd4', 'x4mXgwVhk8I', 'H4XODS21Shc', 'gFRWbugvySM', 'wFIhWDIDx-0', 'DaAwz2t7oKM', 'EJZN01ukPNk', 'X7ses5rI5U4', 'GmHHbLOSjK8', 'B6bKDMpoOSQ', 'jl0d0Q7MyzA']",Cherish the Day,2
Sinéad O'Connor,2,10,333,NAOKzvL8dgk,['2bbdb'],218,0.7101361834166521,11,2018-07-23,"['G4yRUO5IR8o', '0-EF60neguk', 'EfYGfJmTy78', 'vbvyNnw8Qjg', 'k2hGmoWFzaA', 'V1bFr2SWP1I', 'YFKJv8UqeCY', 'fLetO3Jl2vM', 'IWdViq-ti0g', '6Ejga4kJUts', 'Nm3MWwJnEbw', 'JPJjwHAIny4', 'ZpDQJnI4OhU', 'WfRkT5JBzO4', 'KNl40iCABzs', 'uwzoZHURUwE', 'ORLfl0fbMiU', '1soFgsIdQR0', 'RUmdWdEgHgk']",Sinead O'Connor - Nothing Compares 2 U (Live),31
,1,-1,-1,Tz8PZ4pge2I,"['2adaad', '2adacc', '2adadb', '2adbac', '2adbcb', '2adbd', '2adcab', '2adcba', '2adcc', '2dbdbd', '2dbdcc', '2ebdbd', '2ebdcc']",-1,3.744354421651439,58,,[],,-1
Simon & Garfunkel,1,2012,309,C1VUWDcp5Sg,['2bcddd'],20,0.25823133942423704,4,2017-01-25,"['nvF5imxSaLI', 'ngDJIjbAvz4', 'Ze1T1exJ6vQ', 'T-3qF8v9CTw', '_P7VeE46ytU', 'aZT_OxPRmSw', 'R9aui0Dx_Vk', 'Kt-tLuszKBA', 'MYrXK5ek_PQ', 'OeP4FFr88SQ', '_C2vqI9FVwg', 'QqJvqMeaDtU', '3KvWUUrbbaU', 'jl0d0Q7MyzA', 'O4psVQHsUq8', 'jVHhV3A5C5c', 'FTQbiNvZqaY', 'LLbew85exp0', 'zLi0gguAO9o']",The Boxer,2
It's Okay To Be Smart,1,1479,750,bmf1znpMjbI,['2adead'],46,0.322789174280296,5,2019-11-19,"['c_jyHp3bmEw', 'ettIbYhADjI', 'QM-sBZBiuD4', 'jijuG9tyoR0', '4AQm22YQfYU', 'aPvx_yTWSIE', 'dbHj-Q1FTj8', '08smCjKWNL0', 'T1gzpEktyKo', '5SDUm1bx7Zc', '_uAJY1mqtw4', 'kLC0cX3rAX0', 'TqFtWwQCzFI', 'z9gHuAwxwAs', 'QRt7LjqJ45k', 'K-Fc08X56R0', 'VAHWGa_UYLI', '9Vmwsg8Eabo', 'mnYSMhR3jCI', 'arj7oStGLkU']",Evolution FAILS in the Human Body,882
Ome The People - Tema,1,1453,189,MqvBdHQmJTg,['2babdd'],13,0.12911566971211802,2,2016-09-12,"['G9KG7_Jd4WE', 'yCGFfz7LfDQ', '791z7Nb985Y', 'tcHBRMg2JN4', 'SKj06CHbfs4', '93fAJe8WVjA', 'vVlXNyHxMjw', 'cF3OWCYLLVQ', 'OEFa4ztm9P0', 'GgnClrx8N2k', 'pNeCMEESdn0', 'waAam2n0kB0', 'u9l0YBKcGnY', 'jl0d0Q7MyzA', '6oqJ0JpMj6I', 'lJZTgynPGT8', 'fOM4a3-TmAQ', '4cSkavK8xb4', 'V5BF1V1pbTs']","Girl, You'll Be a Woman Soon",991
May Espiral,1,214,1568,5Mb0ICsd3L8,['2eeedd'],7293,0.06455783485605901,1,2014-05-19,"['DxxsEtoiuAY', 'W2KSuIC339E', 'MU0pbgkq2-s', 'Ccf6O9WRoqk', 'mL-_XMa_BwA', 'JVasI-9lKRE', 'c6p0XQwyJSk', '9hiVpG-9pi0', 'sb1s_wT2-0g', 'V33U1OsFVnQ', 'QTN5wOE3ufY', 'XI6M4a0bEZY', 'NPKueuuRICQ', 'vCAzzhOg-xk', 'pgiwC_HIYKw', '1VvG9V7YHcM', '6oG92Fl4AhI', '3JnSS5AvUbM', '6MDXYU4t1zA', 'kuvOiBdOnjY']",Adaptarse o Morir: bacterias resistentes a los antibióticos,412
