channel,depth,dislikes,duration,id,key,likes,mult,nb_recommendations,pubdate,recommendations,title,views
Gustavo Mario Rodriguez,1,4173,420,p8GrY6JLauY,['2babde'],58,0.193673504568177,3,2015-04-28,"['0pKcbU_NaGo', 'XFkzRNyygfk', 'uo92iIPOYY4', 'c8uAnqwWERM', 'k2hGmoWFzaA', '_4E7LoI5mBY', 'wIz-j0f1JHE', 'WDGKU8oeNjM', 'N5oibu-B-jo', '0S1BBUVRjcU', 'G4yRUO5IR8o', 'PIzPCybpxS4', 'P69zGo4d-zA', 'aQ1fdwqTVK0', 'rdi0XoOCV04', 'JyGNABrosb8', 'Emsh-hIadx0', 'NImOOdV6qfg', 'SNAiA4Aygpg']",Radiohead   Creep Ultrasound Extended Version,10
Dirty Medicine,1,13,1342,toNPe3bppcU,['2dedad'],484,0.322789174280296,5,2019-08-01,"['Rmx11JpKLGA', 'IpHaGrYNTag', 'N2EsvFkUTH8', 'g-61CDnGXrY', 'wI2RC3_Y1KA', 'MaOwZnSpkB4', 'XNXVGAneSyk', 'DupMaV2jzgE', 'U3VbjS7WqOE', 'IFzhdlJED8E', 'b6XbuS34TGo', 'JKlcblPQqrU', 'j3inAqpQ2aI', 'QTirwqYNNHg', 'aekJLTJNpNg', 'fFvswwX7Ops', '2OoT-RQO6Sw', '7X04ArbPp7A', 'teJcTTVZnzs', 'vGoA_EPEw-M']",Transplant Rejection,20
,1,-1,-1,sWTMzu3xpEA,"['2aaaac', '2aac', '2aadac', '2aaeac', '2abac', '2abbac', '2c', '2daaac', '2dac', '2dadac', '2daeac', '2dbac', '2dbbac', '2eaaac', '2eac', '2eadac', '2eaeac', '2ebac', '2ebbac', '2edac', '2edbac', '2eeaac']",-1,3.292449577659024,51,,[],,-1
Phil Collins,1,1164,337,vyB5pG0Wo7M,"['2bdeba', '2bdec']",16,0.581020513704533,9,2020-01-25,"['6Hmrc3IzvAA', 'Y-vj8V522OQ', 'no4qgpbJQ7E', 'IeDMnyQzS88', 'kIufLA7Bx2Q', 'ZgZCtHtmYw0', 'dYV6KZpnEak', 'CiXNIjGX1hY', 'MODkE9f3GQ8', '3sWYjqOseBA', '5soq6RLoIz8', 'u9KOaLriy_w', 'Is_2Ng2-yIY', 'YR5ApYxkU-U', 'T-3qF8v9CTw', 'jl0d0Q7MyzA', 'LNNPNweSbp8', 'ZLCG6DJTNBs', 'OUZDkBjIPS0']",In The Air Tonight (2015 Remaster),768
MrVinylObsessive,1,69,653,3TFhBmZdjs0,['2beabc'],2601,0.193673504568177,3,2015-12-28,"['cBlDgmfGCqw', '7I-Dw51Yzh8', 'V8oaxsHC0fs', 'uRd3pwHj0V8', 'dqo2DxUBb-o', 'deiV8BHs60A', 'R3hL5gj9YKc', '1eNSWZ4x2ZU', 'TEeciEYlK00', '_ytFg0hFad8', 'kxaxe4DfTfA', 'PxaMegcmrNU', 'T2u2eqerRks', 'q7uS1RxHZ_0', '0GPrFUKkXVM', 'eYhy5z2exQk', 'gFRWbugvySM', 'Ym1c7YvEIUs', 'hudgfkOm6Fk']",SADE - Sweetest Taboo & Jezebel,262
Phil Collins,1,3308,337,8_Xs8nzrrkM,"['2aabee', '2baaee', '2bdcee', '2bded', '2bee', '2beeab', '2beedc', '2dabee', '2eabee']",50,1.5493880365454231,24,2016-01-28,"['DffbA1ITSEE', 'IeDMnyQzS88', 'ZgZCtHtmYw0', 'uR_2MMar0s0', 'H7fc9NbX9a0', 'S6Y1gohk5-A', '3sWYjqOseBA', 'jl0d0Q7MyzA', '4jA-_g_iSY0', 'aQ1fdwqTVK0', 'Qt2mbGP6vFI', 'QVgqKIpMdoU', 'QkF3oxziUI4', 'P86JdaapRjo', 'QAo_Ycocl1E', 'G9KG7_Jd4WE', 'lTPf00VMnJo', 'Y9d72n2fX6g', 'XujEruAWcR4']",In The Air Tonight,3
RHINO,1,1579,483,QkF3oxziUI4,"['2baea', '2bcded', '2beeeb']",48,1.291156697121186,20,2018-07-03,"['FuD9mnWmbpE', 'bwqfwieV-mc', '_4E7LoI5mBY', '6hBLHkmBKDg', '54W8kktFE_o', 'dZitPJMh60A', '-EzURpTF5c8', 'y6lfK3bH4z8', '7G2-FPlvY58', 'H7fc9NbX9a0', 'tzVJPgCn-Z8', 'jVHhV3A5C5c', 'iXQUu5Dti4g', 'Fk0V_GGa2XM', 'lTPf00VMnJo', 'MHY8oReiE_U', 'Y9d72n2fX6g', 'xbhCPt6PZIU']",Led Zeppelin - Stairway To Heaven (Official Audio),4
ella y el abanico Montse Roura,1,1191,2350,OOlHlYX8MgA,"['2abddd', '2acedd', '2dcedd', '2ddaed', '2dddd', '2edddd']",15,1.5493880365454231,24,2014-10-28,"['Sc27blmGgvY', 'SvdCVFPDahA', 'mt298b44Npk', 'cYpiVg9sVQo', 'Z_C3Jn3PyXc', 'HCy4pEavU6I', 'iwiuxu17aCI', 'MU0pbgkq2-s', '-7zsg3jrpF0', '-0BPJ4izog0', 'UbfJIx0nQ7A', '-6cVlZhTfHI', 'FNjEaUb1BW4', 'gn0A2j3PYJs', 'F8Y_ufc5KGY', 'tld2nLkWovs', 'rXpyZ2B7isc', 'ogwcRLkjrHY', '9Jnytdb2JYk', 'CZXXttJIWkw']","""Qué podemos hacer contra la sequedad vaginal"". IIFDM/Barcelona 2014.",982
GaruruDen,1,705,1000,r7siTcM_tik,['2bcccb'],5609,0.12911566971211802,2,2017-06-07,"['6VwK4iuH_EE', 'X4J7Z3kqKLQ', 'Bdy7XhDbzxI', 'lR7icNffxXE', 'GTYJvWUHIec', 'MttxeCt_968', 'WL41kS5OFxQ', 'OY1xB2qFoYY', 'UOHdDEgXYlk', 'A0QkGThnKNQ', 'JPctC3HNLwM', 'M4EZ8kpX3Os', 'aQ1fdwqTVK0', 'NKjLhrWC02U', '0MmEEsPQnsI', 'rdi0XoOCV04', 'w9joiuc_Oic', 'c8shqjGS_3U', 'sc2ysHjSaXU']",Buffalo soldier - Bob Marley (Looped and Extended),2
Dr. Veller,1,19,3598,BBBI4zQwcGE,"['2accae', '2dccae']",697,0.9038096879848301,14,2017-01-21,"['3N854EfXQqU', 'V3WY2dEonsM', 'Uep7VII-hYE', 'FuMBIL4KfcI', 'I_pfTqf3R5E', 'T6Rb1K9bHSk', 'tygI_Aw7i8I', 'QzIpvO0COIw', 'BeKs-SwCp6Y', 'UsFXZh8Fo6M', 'cO3ZTxmDNlI', '2G546_0_hTU', '_-SVPAXbRvU', 'd3Vi5LhnAtg', 'qzuQiiSyvoc', 'SLe281LBBRU', 'UIJCuWvarDY', 'KXhWIBilEfU', 'WNt8agn1YvU', 'oLvhA1gYTaU']",Shock Cardiogénico,37
Zero To Finals,1,14,929,9r0xzlpNjTw,['2deeca'],1067,0.322789174280296,5,2017-12-30,"['_jBpv9fYSU4', 'gKkvTXLvbhs', 'PzunOgYHeyg', 'k9QAyP3bYmc', 'zg61a3BoR8Y', 'QdYuibhnUuE', 'JeV-HuPq7CI', 'mFNxXfwlP3A', '4cpzrcp5M7Q', '9_uTdCHp7vI', 'RKmaq7jPnYM', 'NMOHWry8EDc', 'h6sGMaf6Yew', 'wHCJUMBKgyo', 'GIJK3dwCWCw', '_oI0jVN4TTI', 'lxC-3MpIMUo', 'z3M0vU3Dv8E', 'xDvQI9ynl1Q', 'w21r7FfIpRI']",Understanding the Cells of the Immune System,31
PBS Eons,1,832,628,DdjN4ddnl2E,"['2adcea', '2adea', '2dbdea', '2ebdea']",55,1.162041027409067,18,2019-01-15,"['om0xmuFbAF4', 'X31g5TB-MRo', 'JDnQmBFxIfE', 'bmf1znpMjbI', 'jdYwMLSNHnU', 'Do-ihwWeS3Y', 'dGiQaabX3_o', '_1LdMWlNYS4', '-Wfu0GR-mE8', 'CYPJzQppANo', 'BTPcq2HczVY', 'QL5VCs7scbU', 'YNQPQkV3nhw', 'HooZ84rpovQ', 'miGddxrvmDU', 'En26p6GvtHw', 'dyiZaHIRM6w', 'sZhxCUay5ks', 'G_hl804lSfc', 'pk213XSSktQ']",How Blood Evolved (Many Times),1
,6,-1,-1,KmXbjnRcFpM,['1'],-1,0.12911566971211802,2,,[],,-1
Collection Love Songs,1,2,0,_xhpovWFMDk,['2bdead'],82,0.12911566971211802,2,2020-04-29,"['Uc1PKpNQQc4', 'x5yL6XtspQA', '2zP2BKejjk8', '2-iNgaZ8nkc', 'hUCnRMv-1zQ', 'siDMW_kB7Qc', 'PxaMegcmrNU', 'yfPopmdjSpE', 'deiV8BHs60A', 'DHfYI7o3_PU', 'dXLLzpZO_YA', 'STwzhoOgvL8', '0S4MlIuUx5k', 'V8oaxsHC0fs', '0Vah2ftFfeY', 'aQ1fdwqTVK0', 'ZMK42pj7830', 'rcLsvmaf4M0', 'epasJ5UNnig']",Beautiful Love Songs 70s 80s 90s Playlist - Greatest Hits Love Songs Ever,-1
DJDiscoCatV2,1,1972,1256,CJ3nUMT2NqE,['2bccaa'],37,0.12911566971211802,2,2016-07-16,"['8GoIIRDHXTg', 'sc2ysHjSaXU', 'rdi0XoOCV04', 'cFMh3Rj8JQA', 'C6YZ9lpqQOU', 'B0acfV8Z1cY', '04s2pIQg6b4', 'fxtbm3rYPB8', 'QtMnQKsgcFo', '2zP2BKejjk8', 'Bdy7XhDbzxI', 'eiIZYJ9i5AE', 'qHV2sg829Zc', 'WePGtXOZglo', 'F1FJl5PnUMs', '_V35I6IqQO0', 'g3V3XjeG0oY', 'gS4V8aeF9U0', 'u_2MJHcn5AY']",Stars On 45 ~ Stars On 45 Super Megamix Megamix,4
Giuseppes97,1,999,357,oa5h5AyoNVA,['2bbbda'],21,0.25823133942423704,4,2013-05-01,"['1lyu1KKwC74', '0pKcbU_NaGo', 'X8otOS-GFoA', 'R8hnoTQRARY', 'A0QkGThnKNQ', 'Emsh-hIadx0', 'Nnu1E5Kslig', 'tfvgQBjq0Es', 'wCQfkEkePx8', 'pNqGNWS9L_0', 'NImOOdV6qfg', 'j64-Soj11UQ', 'y6lfK3bH4z8', 'b4jjD385RtQ', 'Kt-tLuszKBA', 'p8GrY6JLauY', 'S5Teq2LeKCY', '9IjOrFoh9kc', 'sBVS4D_DDus']",The Verve  Bittersweet Symphony Lyrics,4
Guns N' Roses,1,19,587,dpmAY059TTY,['2bbeea'],485,0.06455783485605901,1,2009-10-07,"['isCh4kCeNYU', '8SbUC-UaAxE', 'A0QkGThnKNQ', 'aQ1fdwqTVK0', 'bX0lVVUQ0qg', '-k9LGIy3c0g', 'tAGnKpE4NCI', 'c8uAnqwWERM', 'DVzcQ4_khsM', 'WM8bTdBs-cw', 'fNJL5jyyta0', 'G-Bn_kD6QN4', 'y6lfK3bH4z8', 'XVxpEsKgSxA', '_4E7LoI5mBY', 'zRIbf6JqkNc', 'Oqarz2TCr3g', 'fJ9rUzIMcZQ']",Guns N' Roses - Estranged,139
Vintage MusicLovers,1,854,268,9mDyok46MRM,['2becad'],39,0.193673504568177,3,2017-11-29,"['EkWQidAzEiU', '-UbpcAqRowU', 'dadOczR3RpI', 'um_Tr2OHleM', 'qI1WcylNEuY', '1t8kAbUg4t4', 'k4A5XuMz_Tw', 'JkMr8LHSzl8', 'FQV7sGEtq7E', 'iObGpqXKBdY', 'Qp6D71kQRhA', '7cWnz8sn11Y', 'CFlMy48ui9s', 'nq4FRO0NKxc', '2YFYRYUoCPQ', 'Nnu1E5Kslig', 'a97SyvqSvA8', 'zF57GPzE4S0', 'L3AQSkO-e-8']",Frank Sinatra  - Killing me softly with lyrics,3
Dr. Veller,1,145,1427,EL9lWBuhMOQ,"['2abcac', '2acac', '2dbcac', '2dcac', '2ddbac', '2ebcac', '2edcac', '2eebc', '2eedac']",6224,3.292449577659024,51,2020-03-29,"['7wTF8fbko6U', 'tygI_Aw7i8I', '9hiVpG-9pi0', 'UIJCuWvarDY', 'KpQ0zHZ8yn0', 'rm70B_L-aEQ', 'k-aIvvpL0eM', 'cO3ZTxmDNlI', 'JVasI-9lKRE', 'xafPqcy3lwk', '6CGf3ti119Q', '6avaZow7JV0', 'b07gvHqI47Q', '-k5ejlnlaoc', 'T5rUMB4ig-o', 'UbfJIx0nQ7A', '8zDwQpiHvcw', 'rQoDrrxDuW8', 'V33U1OsFVnQ', 'uqqLCa7Qn4g']",COVID 19 CORONAVIRUS FISIOPATOLOGIA parte 1,262
remhq,1,100,294,xwtdhWltSIg,"['2bbbdb', '2bbeaa']",2,0.12911566971211802,2,2011-07-01,"['5rOiW_xY-kc', 'tAGnKpE4NCI', 'YYOKMUTTDdA', 'dLxpNiF0YKs', 'aQ1fdwqTVK0', 'EqPtz5qN7HM', '6Ejga4kJUts', 'djV11Xbc914', 'fPO76Jlnz6c', 'YlUKcNNmywk', 'NLlOeGeVih4', 'FTQbiNvZqaY', 'XFkzRNyygfk', '6NXnxTNIWkc', 'YR5ApYxkU-U', 'bx1Bh8ZvH84', 'TR3Vdo5etCQ', 'Qt2mbGP6vFI']",R.E.M. - Losing My Religion (Official Music Video),658
University of California Television (UCTV),1,3934,5377,dBnniua6-oM,"['2addba', '2deade']",94,0.9038096879848301,14,2009-07-30,"['ceFyF9px20Y', 'nxyxcTZccsE', 'YGNsAJPitWg', 'MU0pbgkq2-s', 'K3ksKkCOgTw', 'qa7zGZmiLNk', '8iZDapgQdFo', 'EKkUtrL6B18', 'f_4Q9Iv7_Ao', 'LpYwcTFVnv8', 'gmC4Rm5cpOI', 'BwyDCHf5iCY', 'pvgxNDuQ5DI', 'IEz1P4i1P7s', 'qW8YCvrCjrU', 'KRXl_N0OtX4', 'aXlL7yWtAAg', 'go99WqXWGgk', '4oZ4UqtbB_g', 'DghrZNUP5vo']",Sugar: The Bitter Truth,10
España Musica,1,2292,5705,deiV8BHs60A,"['2bbec', '2bccd', '2becdd']",20,1.613945871401482,25,2018-05-06,"['feaX4ls9QCc', '4ny3T8p4oH0', 'hUCnRMv-1zQ', 'DNYq-gcsWac', 'eiIZYJ9i5AE', 'cn5ZxFXJSSo', 'sy2KMBe99vI', 'X4J7Z3kqKLQ', 'A22BH5k7pi8', 'lJznetAC-ro', 'cz55j0M74bg', 'BtDXnqc3mcI', 'Uc1PKpNQQc4', 'v6FZu02Phwk', 'aOzNkJY7DpU', 'HnbTOs9wrSc', 'bSpMcKi8UuE', 'h2-t2_gc6ow', 'PbgOZKIewTo']",Ⓗ Las Mejores Baladas en Ingles de los 80 Mix ♪ღ♫ Romanticas Viejitas en Ingles 80's,3
El Mundo,1,558,2313,uAT8EEKBySM,"['2eeebb', '2eeee']",4900,0.45190484399241504,7,2020-04-10,"['iGRU63xKskA', 'ij83gGesF8E', 'BOX0n_KV7ys', 'FZBD_6kef6I', 'tygI_Aw7i8I', 'CnNwqB0VRSQ', 'cantYoLH54M', '6DB_p2sMJTE', 'V33U1OsFVnQ', 'Kg9wC3moZrY', 'ltlcmSWzALY', 'xafPqcy3lwk', 'IUBkV_tfvmE', 'IX8rEWetVxk', 'vCAzzhOg-xk', 'BcpR-Bw09AQ', 'WKkkyLM0BYs', 'HbxPW3VMFos', 'NnOVF1152GM', 'G52t_DaKhuw']",Covid-19: el virus que arrasó con todo,610
Gustavo Mario Rodriguez,1,578,440,F0aDOEvldMk,['2bbbcd'],12,0.12911566971211802,2,2015-02-07,"['kLg9rX5MCCA', 'rdi0XoOCV04', '4UIxH0xelWc', 'aQ1fdwqTVK0', 'ScIVmGokG7E', 'eiIZYJ9i5AE', 'Epj84QVw2rc', '33QyhN3Eoe8', 'Emsh-hIadx0', '03EE0ZfYVTE', '0pKcbU_NaGo', 'C6YZ9lpqQOU', 'coGpaUZIKtU', 'l3G4cwMqtrY', 'l8jx1vNu1as', 'TJJ_qnoF_yI', 'CfiBCasGoDs', 'Fk0V_GGa2XM', 'p8rIhf6Q1o4']",Duran Duran   Ordinary World Ultrasound 12 Inch Version,4
Instituto Mortaji,1,52,1236,jSqqzfadSyk,"['2acddd', '2dcddd']",3331,0.5164626788484741,8,2017-04-25,"['yUgcqsYd1Do', 'QTN5wOE3ufY', 'EL9lWBuhMOQ', '26I4-rBqpwM', 'EasKIpuZ43c', 'KINKRNNTJjY', 'n9lg6IQ4aGg', 'XVAHhv3JVQk', 'IEvF7-5OUJM', 'D-SbJ79b6Ho', 'U0qiSwkN-L4', 'Tpaa2olh_74', 'JVasI-9lKRE', '73SRKgmRYos', 'JCgCY25KZNo', 'pgiwC_HIYKw', 'Nky-UKuLhrs', '334vgXZ9U-U', 'SfU3D1oI0Mk', 'dKPP0m08RoQ']",Fisiología | Grupos Sanguíneos | Transfusiones y compatibilidad.,99
Dr. Veller,1,63,1211,7wTF8fbko6U,"['2acaca', '2dcaca', '2eebca']",4897,0.581020513704533,9,2020-03-29,"['k-aIvvpL0eM', 'tygI_Aw7i8I', 'EL9lWBuhMOQ', 'T2IQWr0568g', 'UIJCuWvarDY', 'V33U1OsFVnQ', '8sk4bNw4J0c', '-k5ejlnlaoc', 'qd4_u-0vN8s', 'LHHPByuC-9Y', 'T5rUMB4ig-o', 'KpQ0zHZ8yn0', 'xafPqcy3lwk', 'rQoDrrxDuW8', 'cO3ZTxmDNlI', '0SGdO61HRD8', 'f-0c8-uyYiI', 'NCy0Z557e3M', 'UbfJIx0nQ7A', 'L77aeJw78g0']",COVID 19 CORONAVIRUS FISIOPATOLOGIA PARTE 2,126
,1,-1,-1,e3v3zg3V3BA,['2bbddb'],-1,0.12911566971211802,2,,[],,-1
Vincent Racaniello,1,5,4414,F9TClYS_Ch0,"['2adbec', '2adcda']",322,0.9038096879848301,14,2020-03-14,"['28gIJ2rrN7I', 'fBJ0vcOlS7I', 'D49AcCKRF-0', 'MU0pbgkq2-s', 'dBnniua6-oM', '9BoYLljggno', 'tygI_Aw7i8I', 'TQkg0mID-w8', '8_bOhZd6ieM', 'cwMBHGgsrHg', 'mj4bWcbNO5k', 'XaU2lpMcfGU', '9pw_O9jsJxk', 'K85fMRfpGhA', 'w4N63NY_jDc', 'BwyDCHf5iCY', 'EhCCiIaGae8', '6yoMESy9tpY', 'UivuDoqoGNo', 'PkZVAKee4b4']",Virology Lectures 2020 #13: Intrinsic and innate defenses,18
HDPinkFloyd,1,4953,1441,2K7TU1Hh_3U,['2badce'],110,0.581020513704533,9,2016-11-07,"['ImlFp6QOZRU', 'fLYeVk9Sk60', 'X4J7Z3kqKLQ', 'V8oaxsHC0fs', 'sc2ysHjSaXU', 'A3Q8KOkimE0', 'PnqzVkPDUHQ', '3BnqYYNmjDk', 'deiV8BHs60A', '3MkKDqUWWu8', 'CiXNIjGX1hY', 'DibevdT56pQ', 'hokGXqEsCXk', 'DbGqXpDIHjo', 'vqUuH2ka-xk', 'GlbeEebEdik', '8aEAAIm-oz8', 'nPIsm5AJdn4', 'aQ1fdwqTVK0']","Pink Floyd - The Last  Concert (Gilmour, Waters, Mason ,Wright )",16
Kurzgesagt – In a Nutshell,1,5377,481,Da-2h2B4faU,['2deeee'],397,0.193673504568177,3,2018-03-01,"['9P6rdqiybaw', 'tlTKTTt47WE', 'JhHMJCUmq28', 'Y9ScxCemsPM', '0T--WC4D1C0', 'dGiQaabX3_o', 'sNhhvQGsMEc', 'yWO-cvGETRQ', 'w0ztlIAYTCU', 'yuD34tEpRFw', 'ZL4yYHdDSWs', 'QAa2O_8wBUQ', 'UjtOGPJ0URM', 'oakWgLqCwUc', 'p_8yK2kmxoo', 'YtdE662eY_M', 'dr2sIoD7eeU', 'rvskMHn0sqQ', 'JyECrGp-Sw8']",La Teoría de Cuerdas explicada - ¿Cuál es la verdadera naturaleza de la realidad?,13
Ninja Nerd Science,1,34,2277,zg61a3BoR8Y,"['2aadea', '2abea', '2abeba', '2abeca', '2dadea', '2dbbea', '2dea', '2deaaa', '2deaba', '2deaca', '2deadd', '2deaee', '2deba', '2debba', '2debca', '2debdc', '2deca', '2dedba', '2eadea', '2ebbea', '2edea', '2edeba', '2edeca']",2529,6.262109981037752,97,2017-03-27,"['LArxUakFsFs', 'JeV-HuPq7CI', '7_hiaCq2rew', 'gKkvTXLvbhs', 'YRfwZcLeOm4', 'k9QAyP3bYmc', 'v9jl9QpVz10', '2g7pFPXG2eE', 'hIxwizlu4w8', 'lj3NhPgOoX4', 'nyKxu7Kkguo', 'wQY0xpwqPfQ', 'mFNxXfwlP3A', 'PWzbArPgo-o', 'qkIfYwnaYqc', 'wHCJUMBKgyo', 'vxWf-66lymg', '9DnlP6AgQdQ', '9si7_K_4mKM', 'kcnOXlr-9Ic']",Immunology | Antibody Structure & Function,136
Sade,1,2663,439,s7zwEjYHH0I,"['2beaea', '2beba', '2bebcb', '2bebda']",32,1.032925357696948,16,2015-01-20,"['H4XODS21Shc', 'i4Yh9VgB58w', 'YCBWvyzJ-J8', 'U-SHfpm5Bxk', '2TEzXjroBf4', 'xT4EvcLzKLk', 'kxaxe4DfTfA', 'sc2ysHjSaXU', 'jsDm3TBhrFU', 'fdMooSHj0ks', 'qFdP0XlAVaE', 'o0MKIKY98kA', 'pPwgmjjfqOU', 'kcPc18SG6uA', 'T2u2eqerRks', '3cRdkFblZT4', 'SN5OwKgbyAk', '6A51O4BkDPA', 'FgrZe_2YCdY']",No Ordinary Love (Remastered),2
Terral2008,1,1279,411,EfYGfJmTy78,['2bbdbc'],31,0.06455783485605901,1,2007-09-23,"['G4yRUO5IR8o', 'NAOKzvL8dgk', 'vRKW8nXsd_4', '0c4v7fp5GC8', 'k2hGmoWFzaA', '2shR99NnwCA', 'GvYarluqINA', 'yAe0HCHJTDA', 'qsxFclkJlIw', 'haYbyQIEgQk', 'qYtNbUVGl7A', 'GssS-jDzpe0', '3XhDGkg8SpQ', '0-EF60neguk', '8MuhFxaT7zo', '8GEqQ5QcYCo', 'ZULWxRiCKj0', 'wbre5Fs9m8I', 'n2Ym54zOWnU']",Sinead O'Connor - Feel So Different,6
GaruruDen,1,1338,962,829HdEpL-74,"['2bccc', '2becdc']",18,0.9683675228408891,15,2017-03-11,"['-tLKa-6Ebd0', 'r7siTcM_tik', 'INeA0Qu54WA', 'rdi0XoOCV04', 'lR7icNffxXE', 'y6lfK3bH4z8', 'aQ1fdwqTVK0', 'tMZMhot1wU0', '_tRHM7JY2n8', 'lmoif5p2oB8', 'WL41kS5OFxQ', '0ekSj1GCR8s', 'CdiQQqFPphI', '2zP2BKejjk8', 'c8uAnqwWERM', 'sc2ysHjSaXU', 'C6YZ9lpqQOU', 'aZv5Wkg3qhs', 'kLg9rX5MCCA']",Sweet Dreams - Eurythmics (Looped and Extended),6
PensamientoPositivo1,1,120,6212,2S_S_8cpY28,['2aebcb'],1950,0.322789174280296,5,2014-12-09,"['PPekR7M1TDo', 'SxDtcLhjk5A', 'oa-R423lUDU', 'HOt_JHjiwjM', '38NgWMOprTo', '3hke-nApHtM', 'lk0Tejqzm0Q', 'SIpn_ocTiWw', 'Sk42ARzX9jw', 'gVPRagJXXCU', 'ddUs4pSYMuM', 'J-JSmHCJDQE', 'nqrnxkgY2a4', 'tBIZMXiIL8o', 'tVQzlO-z4eQ', 'hYSPKQhGovo', 'ydDz_VTQ5Io', 'sQvfD6JcZEc', 'hchzgretlZs']","7 Herramientas para alcanzar la independencia financiera y vivir con abundancia, Sergio Fernandez",118
The Royal Institution,1,235,3282,bLeEsYDlXJk,['2deded'],6078,0.25823133942423704,4,2015-02-18,"['wwgQVZju1ZM', 'zNVQfWC_evg', '1wAaI_6b9JE', 'xRel1JKOEbI', 'w0ztlIAYTCU', 'ADiql3FG5is', 'NNnIGh9g6fA', 'dW7J49UTns8', '0g8lANs6zpQ', '5hVmeOCJjOU', 'rKPv8zApee0', 'rU_pfCtSWF4', 'q7v5NtV8v6I', 'AlN6zVrUewM', 'Usu9xZfabPM', 'AZX6awZq5Z0', '5_0o2fJhtSc', 'IF4UhElRUFg', 'BFrBr8oUVXU']",An Introduction to Quantum Biology - with Philip Ball,440
Top Greatest hits,2,172,6850,FyMfvl4zv2A,['2bbca'],1910,0.7101361834166521,11,2018-07-17,"['dXLLzpZO_YA', 'lmoif5p2oB8', 'PA8EvexcSIA', 'ak0JsMSQG5o', 'A22BH5k7pi8', 'kBCLxxWk3_A', 'b7CwFihVQHM', 'PuJQhtg1VCM', 'PxaMegcmrNU', 'c8shqjGS_3U', 'VR-C4KYtCvw', 'wFIhWDIDx-0', '0Vah2ftFfeY', 'CdiQQqFPphI', 'TDh7cUAM1NM', 'Bdy7XhDbzxI', 'R3hL5gj9YKc', 'u_2MJHcn5AY', 'lR7icNffxXE']",The Best of Pink Songs - Pink Top Best Hits 2018,466
,1,-1,-1,doR0Ejy4eo0,['2eeced'],-1,0.193673504568177,3,,[],,-1
TopPop,1,1064,263,YrdA268trvI,['2bdacc'],45,0.06455783485605901,1,2016-01-26,"['ghTFdlwAp0g', 'hKdn-5eLvEA', 'ACW7I1v7sFk', 'Fn_xJtady_k', 'k7l56DjD0sU', 'XaxJ9mBsx50', 'uAn4pT3tswI', 'Dtrgwqei7ww', '33QyhN3Eoe8', 'sjGl-pq4RxQ', 'E7VgstsVS44', '4N1iwQxiHrs', 'Ef0xa4a-rjM', 'oUt1-Y6oBsk', 'Zfcwq44q-vA', '-_3dc6X-Iwo', 'sxbGKZIWAdk', 'RP0_8J7uxhs', '2pn9ggFYtNI']",Cutting Crew - (I Just) Died In Your Arms • TopPop,4
lenin garcia,1,174,2717,yGOLf9EDYsk,['2eeede'],2365,0.06455783485605901,1,2013-10-05,"['iWBoQ4rAlOE', 'Y0-inJvc0Y8', 'DxiK0f1v6i8', 'bPkdh7EoQjk', 'qS7ukBV1CHA', 'T87XRly4lUg', 'hI_UXnb4rsw', 'obKgAYu7qVs', 'bDQrDTed7-A', 'GWsQ2WlhFxs', 'kuvOiBdOnjY', '75IrZh2z7eg', '_w3pdO5vERE', 'dVtxXh_Ls7Y', 'vCAzzhOg-xk', 'gqbGXChYX9E', '-kmZv79TJUA', 'FZBD_6kef6I', 'b07gvHqI47Q', '6h_4fydmips']","Virus, el origen documental",268
Borja Vilaseca,1,827,1252,ov-qo9SOW_M,"['2aebec', '2aecec']",19,0.5164626788484741,8,2016-11-04,"['Q_qzBtTLc4s', 'n7ZNepgPheI', 'SxDtcLhjk5A', 'u78k4CUEAuc', '6hIoti1zmYE', 'RUxJj2sq_XI', 'e4R84M1CzNw', '5L8ajvydAZI', '9sSDK-OVm9s', 'yUzQG-3J1p4', 'KYlVUryGgeI', '62EEdeP9Fpk', 'to3MIP7M9BM', 'SMqUDGVoUr4', '4wVatVzYVNI', 'IP8cE4T46sA', 'efGy6yIxCQ0', 'XWSp9iJkqO0', 'RjCZDPNEzb8']",Claves para amarse a uno mismo,932
Kurzgesagt – In a Nutshell,1,5332,429,YI3tsmFsrOg,['2adedc'],498,0.45190484399241504,7,2018-05-13,"['1AElONvi9WQ', 'VzPD009qTN4', 'oakWgLqCwUc', 'BtN-goy9VOY', '7_e0CA_nhaE', 'qNWWrDBRBqk', 'JyECrGp-Sw8', '8PmM6SUn7Es', 'kP15q815Saw', 'tlTKTTt47WE', 'dGiQaabX3_o', 'zBkVCpbNnkU', 'ulCdoCfw-bY', '9tbxDgcv74c', 'yS1ibDImAYU', '9P6rdqiybaw', 'UjtOGPJ0URM', 'sNhhvQGsMEc', 'BSypUV6QUNw', 'pP44EPBMb8A']",El ser más mortal del planeta Tierra - El Bacteriófago,15
