pubdate,views,dislikes,likes,duration,id,mult,title,nb_recommendations,depth,channel,key
2017-05-04,240,236,3952,3073,_zZqwtEdgJk,1.5446187128177389,Los siete sabios de Grecia | Carlos García Gual,24,1,FUNDACIÓN JUAN MARCH,1aci
2019-09-20,1,2208,23,11971,BgoA8u5mbew,1.5446187128177389,"Hermes Trismegisto - Corpus Hermeticum (Audiolibro Completo en Español) ""Voz Real Humana""",24,1,AMA Audiolibros,1acj
2020-04-24,423,464,4776,1274,C92LlAnGScc,11.906435911303408,"NBC Nightly News Broadcast (Full) - April 24th, 2020 | NBC Nightly News",185,1,NBC News,1ad
2020-04-24,158,270,862,3198,TfIb_UqwtDQ,3.925905895078421,Live: California Gov. Newsom Gives Update On Coronavirus Response | NBC News,61,1,NBC News,1ada
2020-04-24,478,596,3681,3183,mdaX5vguCDk,4.569497025419145,Live: New York Gov. Andrew Cuomo Holds Coronavirus Briefing | NBC News,71,1,NBC News,1adb
2020-04-23,1,813,8354,1268,vIbRuNdrn6k,3.153596538669551,"NBC Nightly News Broadcast (Full) - April 23rd, 2020 | NBC Nightly News",49,1,NBC News,1adc
2020-04-24,54,56,417,3406,zjnuUQF4In4,3.153596538669551,"PBS NewsHour full episode, Apr 24, 2020",49,1,PBS NewsHour,1add
2020-02-24,3,1945,17,7258,JvEas_zZ4fM,2.896160086533261,Watch CNBC's full interview with Berkshire Hathaway CEO Warren Buffett,45,1,CNBC Television,1ade
,-1,-1,-1,-1,KZ-tCc3S8V8,2.059491617090319,,32,1,,1adf
2020-04-24,243,420,7606,526,HfBf1hYH3MI,13.25797728501893,Schiff On ‘Profound And Disturbing Echo’ Of Impeachment In Trump Pandemic Response | All In | MSNBC,206,1,MSNBC,1adg
2020-04-20,85,164,955,3590,_w3lgXDT9GU,2.381287182260681,"ABC News Prime: Lockdown protests, Boston the next COVID-19 frontline, new concerns of blood clots",37,1,ABC News,1adh
2020-04-18,4,3650,18,1131,KyOxKyupxhM,2.188209843158464,"NBC Nightly News Broadcast (Full) -  April 18th, 2020 | NBC Nightly News",34,1,NBC News,1adi
2020-04-24,115,228,480,3027,kXybEAxL1tE,3.346673877771768,Live: L.A. Mayor Eric Garcetti Gives Coronavirus Update | NBC News,52,1,NBC News,1adj
2020-04-24,22,40,447,180,WCRMF7yUkbw,4.312060573282856,Dr. Zeke Emanuel On Trump ‘Disinfectant’ Comments | The Last Word | MSNBC,67,1,MSNBC,1ae
2020-04-24,44,179,2786,531,aNxd2WvIOnA,17.44131963223364,Trump Falsely Claims Injecting Disinfectant Remark Was 'Sarcastic' | The 11th Hour | MSNBC,271,1,MSNBC,1aea
2020-04-24,44,191,3977,348,YJIX11J1qzk,13.51541373715522,Brinkley: Nothing Else Like Trump's 'Cavernous Stupidity' In U.S. History | The 11th Hour | MSNBC,210,1,MSNBC,1aeb
2020-04-22,1,774,37,954,jyOnfK_UMV4,10.554894537587886,Gov. Andrew Cuomo - Meeting Trump and Reopening New York | The Daily Social Distancing Show,164,1,The Daily Show with Trevor Noah,1aec
2020-04-23,417,215,5375,690,gaKDtvzl4Fc,0.643591130340724,Watch The Last Word With Lawrence O’Donnell Highlights: April 22 | MSNBC,10,1,MSNBC,1aed
2020-04-24,243,420,7606,526,HfBf1hYH3MI,13.25797728501893,Schiff On ‘Profound And Disturbing Echo’ Of Impeachment In Trump Pandemic Response | All In | MSNBC,206,1,MSNBC,1aee
2020-04-24,347,357,7418,349,B3gy7RbwNak,12.678745267712277,'Caught': Trump Flees His Own Briefing After Getting Busted For Toxic Misinformation | MSNBC,197,1,MSNBC,1aef
2020-04-24,145,120,3445,407,8cQlqlfXzyk,11.134126554894538,"Hayes: Instead Of Plan, WH Gives Us Pathological, Narcissistic Propaganda Show | All In | MSNBC",173,1,MSNBC,1aeg
2020-04-24,458,777,6603,633,lFKQGGf1iiI,1.4159004867495941,See Dr. Birx's reaction to Trump's dangerous suggestion,22,1,CNN,1aeh
2020-04-24,74,66,1146,677,_tlyNJxGgWs,6.371552190373174,"Shields and Brooks on Trump’s briefings, coronavirus aid",99,1,PBS NewsHour,1aei
2020-04-24,373,448,5989,451,CNpp8shqsSA,1.8664142779881012,Pelosi: Trump's Disinfectant Comments 'Had No Relationship To Science' | Andrea Mitchell | MSNBC,29,1,MSNBC,1aej
2020-04-24,285,463,6257,655,lX4v9Sx99ZY,9.653866955110871,Jake Tapper calls Trump's claim of sarcasm a 'bald-faced lie',150,1,CNN,1af
2020-04-24,1,1625,16,659,uPxct29FqD0,4.054624121146566,Anderson Cooper: Trump just lied about something we all witnessed,63,1,CNN,1afa
2020-04-23,1,727,29,688,D9l1M_6MNxw,8.109248242293132,"Mitch McConnell's ""Screw The States"" Plan Riles Lawmakers From Both Parties",126,1,The Late Show with Stephen Colbert,1afb
2020-04-24,423,464,4776,1274,C92LlAnGScc,11.906435911303408,"NBC Nightly News Broadcast (Full) - April 24th, 2020 | NBC Nightly News",185,1,NBC News,1afc
2020-04-22,566,477,6912,821,JBCicP17ZFY,5.47052460789616,John Kerry: Coronavirus May Be America's 'Moment Of Truth' | Morning Joe | MSNBC,85,1,MSNBC,1afd
2020-04-24,45,185,1814,607,jSxxwrFQBhI,1.5446187128177389,She lost her 32-year-old husband to Covid-19. Their story brings Cooper to tears,24,1,CNN,1afe
2020-04-24,74,66,1146,677,_tlyNJxGgWs,6.371552190373174,"Shields and Brooks on Trump’s briefings, coronavirus aid",99,1,PBS NewsHour,1aff
2020-04-24,44,191,3977,348,YJIX11J1qzk,13.51541373715522,Brinkley: Nothing Else Like Trump's 'Cavernous Stupidity' In U.S. History | The 11th Hour | MSNBC,210,1,MSNBC,1afg
2020-04-24,416,972,9972,526,MGju7e0n7t0,3.797187669010275,Gov. Cuomo slams McConnell: New York bails you out,59,1,CNN,1afh
2020-04-22,2,1482,40,794,c_KeluilBcs,2.896160086533261,"President Trump, You're Going To Have To Do The Unthinkable: Your Job",45,1,The Late Show with Stephen Colbert,1afi
2020-04-24,347,357,7418,349,B3gy7RbwNak,12.678745267712277,'Caught': Trump Flees His Own Briefing After Getting Busted For Toxic Misinformation | MSNBC,197,1,MSNBC,1afj
2020-04-24,347,357,7418,349,B3gy7RbwNak,12.678745267712277,'Caught': Trump Flees His Own Briefing After Getting Busted For Toxic Misinformation | MSNBC,197,1,MSNBC,1ag
2020-04-24,44,179,2786,531,aNxd2WvIOnA,17.44131963223364,Trump Falsely Claims Injecting Disinfectant Remark Was 'Sarcastic' | The 11th Hour | MSNBC,271,1,MSNBC,1aga
2020-04-24,243,420,7606,526,HfBf1hYH3MI,13.25797728501893,Schiff On ‘Profound And Disturbing Echo’ Of Impeachment In Trump Pandemic Response | All In | MSNBC,206,1,MSNBC,1agb
2020-04-22,1,774,37,954,jyOnfK_UMV4,10.554894537587886,Gov. Andrew Cuomo - Meeting Trump and Reopening New York | The Daily Social Distancing Show,164,1,The Daily Show with Trevor Noah,1agc
2020-04-24,117,101,1604,536,KIWmzlgCCyo,8.495402920497567,'Dumb' And 'Vicious': Gov. Cuomo Blasts GOP Leader McConnell Amidst Trump Recession | MSNBC,132,1,MSNBC,1agd
2020-04-24,145,120,3445,407,8cQlqlfXzyk,11.134126554894538,"Hayes: Instead Of Plan, WH Gives Us Pathological, Narcissistic Propaganda Show | All In | MSNBC",173,1,MSNBC,1age
2020-04-24,658,984,7822,656,dAMghQK1zZo,3.217955651703623,Donald Trump abruptly ends Covid-19 task force briefing,50,1,CNN,1agf
2020-04-24,44,191,3977,348,YJIX11J1qzk,13.51541373715522,Brinkley: Nothing Else Like Trump's 'Cavernous Stupidity' In U.S. History | The 11th Hour | MSNBC,210,1,MSNBC,1agg
2020-04-21,1,695,23,664,r2xPTP5hr6o,3.925905895078421,Trevor Noah: Trump's Response To Coronavirus Is Exposing His Lack Of Leadership,61,1,The Late Show with Stephen Colbert,1agh
2020-04-24,74,66,1146,677,_tlyNJxGgWs,6.371552190373174,"Shields and Brooks on Trump’s briefings, coronavirus aid",99,1,PBS NewsHour,1agi
2020-04-24,13,55,1423,269,M3w2CrYiBtc,5.921038399134668,Ignorance Among Our Nation’s Leaders Is Not A Lonely Condition | Rachel Maddow | MSNBC,92,1,MSNBC,1agj
2020-04-24,708,563,6913,903,0WuwYdSdjlw,7.272579772850189,Breaking Down Trump's Thursday Press Briefing | Morning Joe | MSNBC,113,1,MSNBC,1ah
2020-04-24,99,57,933,611,igM6ThP95-s,1.4159004867495941,Doctor Speaks To Need And Challenge Of Testing | Morning Joe | MSNBC,22,1,MSNBC,1aha
2020-04-24,285,463,6257,655,lX4v9Sx99ZY,9.653866955110871,Jake Tapper calls Trump's claim of sarcasm a 'bald-faced lie',150,1,CNN,1ahb
