pubdate,views,dislikes,likes,duration,id,mult,title,nb_recommendations,depth,channel,key
2018-08-28,219,92,1198,5249,iBNBCiyBfKc,3.018115942028986,Restu Ramadan | Telefilem,35,1,TV3MALAYSIA Official,2baabb
2020-04-25,16,8,309,301,CHe-nbxCEc0,4.052898550724638,Pak Kodi 5G (2020) | Episod 4,47,1,TV3MALAYSIA Official,2baabc
2020-04-25,46,19,942,301,HLImQOuSgKY,2.242028985507246,Pak Kodi 5G (2020) | Episod 4,26,1,TV9MALAYSIA Official,2baac
2020-04-17,38,10,690,300,AnPjOi8ekZ4,5.001449275362319,Pak Kodi 5G (2020) | Episod 1,58,1,TV3MALAYSIA Official,2baaca
2020-04-24,50,16,881,300,yguQzqP38PI,1.207246376811594,Pak Kodi 5G (2020) | Episod 3,14,1,TV9MALAYSIA Official,2baacb
2020-04-17,135,40,2644,300,oLe5CQXWGZA,1.207246376811594,Pak Kodi 5G (2020) | Episod 1,14,1,TV9MALAYSIA Official,2baacc
,-1,-1,-1,-1,AYQ8hT8cVTE,1.379710144927536,,16,1,,2bab
2017-05-08,903,1033,12,959,mSNFKM6S_fM,1.465942028985507,HIPERTENSIÓN ARTERIAL - ÚLTIMOS AVANCES EN DIAGNÓSTICO Y TRATAMIENTO,17,1,Dr. Ariel D. Sabio,2bac
2017-02-22,780,660,10,1683,DHw6Xg75kdM,0.517391304347826,Toma de Presión Arterial - Dr. Luis Conrado Federico Velásquez.,6,1,Universidad CES,2baca
,-1,-1,-1,-1,2VfLYaUx-mY,0.34492753623188405,,4,1,,2bacaa
,-1,-1,-1,-1,QTN5wOE3ufY,0.34492753623188405,,4,1,,2bacab
,-1,-1,-1,-1,J-JSmHCJDQE,0.34492753623188405,,4,1,,2bacac
2019-05-27,46,56,1630,477,PHLHtSnvUxg,0.517391304347826,¿Cómo Revertir la Hipertensión Arterial (Presión Alta)?,6,1,Dr. William Flores,2bacb
2018-10-05,14,11,290,1181,9Vaa7fbm5n4,0.34492753623188405,"HIPERTENSIÓN ARTERIAL, CONCEPTOS, MITOS Y REALIDADES.",4,1,Dr. Ariel D. Sabio,2bacba
,-1,-1,-1,-1,Tpaa2olh_74,0.34492753623188405,,4,1,,2bacbb
2011-06-17,256,115,1280,1815,KBSq7KJiwmA,0.34492753623188405,Signos de alarma en infarto agudo del miocardio,4,1,Clínica Medellín,2bacbc
,-1,-1,-1,-1,4nUaKQKIQEk,0.6036231884057971,,7,1,,2bacc
2018-08-28,219,92,1198,5249,iBNBCiyBfKc,3.018115942028986,Restu Ramadan | Telefilem,35,1,TV3MALAYSIA Official,2bb
2020-04-23,149,121,1669,5281,YXTrWaoTWyU,2.069565217391304,Ramadan Ini Milik Siapa | Telefilem,24,1,Drama Sangat Official,2bba
2019-05-03,59,42,533,5286,dte0wI_rxIw,2.242028985507246,Ramadan Terindah Nurani | Telefilem,26,1,Drama Sangat Official,2bbaa
2020-04-25,39,34,426,5322,xWBAQa6bWws,1.72463768115942,Pergilah Air Mata Ramadan | Telefilem,20,1,Drama Sangat Official,2bbaaa
2019-02-22,426,229,2147,4924,8zQzUy68DUo,0.7760869565217391,Tollgate Asmara | Telefilem,9,1,Drama Sangat Official,2bbaab
2020-04-23,149,121,1669,5281,YXTrWaoTWyU,2.069565217391304,Ramadan Ini Milik Siapa | Telefilem,24,1,Drama Sangat Official,2bbaac
2020-04-25,39,34,426,5322,xWBAQa6bWws,1.72463768115942,Pergilah Air Mata Ramadan | Telefilem,20,1,Drama Sangat Official,2bbab
2018-08-28,219,92,1198,5249,iBNBCiyBfKc,3.018115942028986,Restu Ramadan | Telefilem,35,1,TV3MALAYSIA Official,2bbaba
2020-04-26,35,22,475,5290,ZCdUpL8ON-c,0.6898550724637681,Ramadan Terindah | Telefilem,8,1,Drama Sangat Official,2bbabb
2018-10-04,501,220,2871,5159,aXG_i8mmfV8,0.6898550724637681,Bahulu Untuk Opah | Telefilem,8,1,TV3MALAYSIA Official,2bbabc
2020-01-05,570,331,3777,5448,_y82MVEZoMI,1.72463768115942,Rindu Cinta Zulaikha | Telefilem 2020,20,1,Mass Tube Channel,2bbac
2020-01-11,1,625,9917,5284,fWhZuzA7kJ8,0.6036231884057971,Dia Kembarku | Telefilem,7,1,TV3MALAYSIA Official,2bbaca
,-1,-1,-1,-1,VLzaSlBH0pA,0.6898550724637681,,8,1,,2bbacb
2018-08-29,-1,-1,-1,5280,EoixGUfkF_Q,0.6036231884057971,,7,1,,2bbacc
2019-05-03,59,42,533,5286,dte0wI_rxIw,2.242028985507246,Ramadan Terindah Nurani | Telefilem,26,1,Drama Sangat Official,2bbb
2020-04-25,39,34,426,5322,xWBAQa6bWws,1.72463768115942,Pergilah Air Mata Ramadan | Telefilem,20,1,Drama Sangat Official,2bbba
2018-08-28,219,92,1198,5249,iBNBCiyBfKc,3.018115942028986,Restu Ramadan | Telefilem,35,1,TV3MALAYSIA Official,2bbbaa
2020-04-26,35,22,475,5290,ZCdUpL8ON-c,0.6898550724637681,Ramadan Terindah | Telefilem,8,1,Drama Sangat Official,2bbbab
2018-10-04,501,220,2871,5159,aXG_i8mmfV8,0.6898550724637681,Bahulu Untuk Opah | Telefilem,8,1,TV3MALAYSIA Official,2bbbac
2019-02-22,426,229,2147,4924,8zQzUy68DUo,0.7760869565217391,Tollgate Asmara | Telefilem,9,1,Drama Sangat Official,2bbbb
2019-01-27,860,407,4750,5237,5xon1p-HVVk,0.34492753623188405,Husin Peninglah | Telefilem,4,1,TV3MALAYSIA Official,2bbbba
2019-12-07,247,175,2374,5281,iGo7HC3YLzg,0.6036231884057971,Mingki | Telefilem,7,1,TV3MALAYSIA Official,2bbbbb
2020-01-05,570,331,3777,5448,_y82MVEZoMI,1.72463768115942,Rindu Cinta Zulaikha | Telefilem 2020,20,1,Mass Tube Channel,2bbbbc
2020-04-23,149,121,1669,5281,YXTrWaoTWyU,2.069565217391304,Ramadan Ini Milik Siapa | Telefilem,24,1,Drama Sangat Official,2bbbc
2019-05-03,59,42,533,5286,dte0wI_rxIw,2.242028985507246,Ramadan Terindah Nurani | Telefilem,26,1,Drama Sangat Official,2bbbca
2020-04-25,39,34,426,5322,xWBAQa6bWws,1.72463768115942,Pergilah Air Mata Ramadan | Telefilem,20,1,Drama Sangat Official,2bbbcb
2020-01-05,570,331,3777,5448,_y82MVEZoMI,1.72463768115942,Rindu Cinta Zulaikha | Telefilem 2020,20,1,Mass Tube Channel,2bbbcc
