pubdate,views,dislikes,likes,key,duration,id,mult,title,nb_recommendations,depth,recommendations,channel
2019-09-19,4621144,2596,164929,['1db'],889,1VPfZ_XzisU,2.5367647058823533,"The Bizarre Behavior of Rotating Bodies, Explained",5,2,"['ThwuT3_AG6w', 'K-Fc08X56R0', 'ZQ--scjcAZ4', 'ovJcsL7vyrk', 'pe83T9hISoY', '97t7Xj_iBv0', 'Ft1waA3p2_w', 'IzQsYnLz2Gc', 'dg3pza4y2ws', 'fDek6cYijxI', 'QRt7LjqJ45k', 'fu3645D4ZlI', 'XPUuF_dECVI', 'kTXTPe3wahc', 'M2w3NZzPwOM', '8EPbJRsN1Zk', 'GeyDf4ooPdo', '00AT5h_sOQM', 'xna-kdXZQHQ']",Veritasium
2014-11-18,1029767,424,23613,['1bba'],1112,K60xHx836T0,0.50735294117647,Winning The Mental Battle of Physical Fitness and Obesity | Ogie Shaw | TEDxSpokane,1,1,"['awtmTJW9ic8', 'zXCiv4sc5eY', '8bE5XLGNPF0', '58_3Ox493fA', 'xp0O2vi8DX4', 'vuIlsN32WaE', 'Y6U728AZnV0', 'WJzFhYBSKLc', '37UhELFvPec', 'xI8lLpYtQ6M', '44J3FGYKltI', 'LnJwH_PZXnM', 'TQMbvJNRpLE', 'L9UIF852Boo', '4UkZAwKoCP8', 'Lp7E973zozc', 'lvxJoUuG018', 'da1vvigy5tQ', '4lzs5wpLkeA']",TEDx Talks
2018-06-02,178483,136,3065,['1cad'],2478,3MNQXhA-Pso,1.014705882352941,Alan Watts The Art of Attracting Your Soul Mate,2,1,"['Z9NWC4I16ac', 'VmdIH4uPF0Y', 'boiWnBlXJJA', 'Z1E-t5rPpak', 'zhdj1Z5TUG8', 'ZzaUGhhnlQ8', '2RFZQjLMV6Y', 'jPpUNAFHgxM', 'v7KQsS2kLM4', '8pcLuwxhhkk', 'zgzJQWF91Lo', 'N74aBER9vpU', 'GUxKrOVEJ30', 'kyEjDt_-Ee0', '7-YyQwSjXvc', 'rc9fW7JgD2E', '_h-FswIACKE', 'NyFLvRvPfPA', 'rZTFfyUnEnc']",Spiritual Mind
2014-02-04,1909881,868,41029,['1da'],3171,ecni9SjkWoM,2.029411764705882,Free energy of Tesla. Film (Dubbed into English).,4,2,"['Ft1waA3p2_w', 'wxL4ElboiuA', 'stCxLxBMjYA', 'OI_HFnNTfyU', 'oNnlmq05hGc', 'w0ztlIAYTCU', 'x4im3M9IFcI', 'M1RsHQCMRTw', 'hVu844ZcCdU', 'I1IDC8FEIBU', 'xDyJkFehDk0', 'SUelbSa-OkA', 'cDxi6ozDwhc', 'JGNopwFcz3A', 'LhECDSuXRDs', 'rq6z1hShFcE', 'zR3Igc3Rhfg', 'mBL9pS6GMdA', 'giQ8xEWjnBs', 'doN4t5NKW-k']",FILM.UA Group
2020-04-28,39368,240,3228,['1'],597,7T6GaDht6do,1.014705882352941,Why No One Cares About Climate Change,2,4,"['WXuK6gekU1Y', 'N-yALPEpV4w', 'qOZqGUCrje8', 'Ft1waA3p2_w', '4-079YIasck', 'zQCTeGKHsVc', 'hZeoyYOYgg4', 'hBl0cwyn5GY', 'OsAd4HGJS4o', 'y50i1bI2uN4', '1q_kA5yKwFE', 'aDejwCGdUV8', 'w0ztlIAYTCU', 'slSLLJbeo3Y', 'gRRvjZ_XNog', 'lyu7v7nWzfo', 'Ka0MmPPT8sk', 'klXj198vY4A', '9mK93gHFWXs', 'xvzZ56ZbWy8']",After Skool
2020-03-13,949581,452,27797,"['1a', '1aab']",5428,WXuK6gekU1Y,1.522058823529411,AlphaGo - The Movie | Full Documentary,3,1,"['cUTMhmVh1qs', 'hIXhnWUmMvw', 'Zk11vI-7czE', 'PHe0bXAIuk0', 'ed2FWNWwE3I', 'Ps_1-MbwaBw', 'UuhECwm31dM', '5PTXdR8hLlQ', 'PUaCQUal7rM', 'CaELQS5kTso', 'UDY5COg2P2c', 'bRcu-ysocX4', 'stCxLxBMjYA', 's0dMTAQM4cw', '5MgBikgcWnY', '0T--WC4D1C0', 'p5Ac7ap_MAY', 'vveLaA-z3-o', 'CVuVlk2E_e4', 'xvDuqW9SFT8']",DeepMind
2013-09-22,15561820,6897,260547,['1ad'],1860,PHe0bXAIuk0,3.551470588235294,How The Economic Machine Works by Ray Dalio,7,2,"['B9XGUpQZY38', 'Y1OpbDWp8KY', 'WA1Ji-Hj1qo', 'npoNbXXS4oQ', 'nDFoF3izhGQ', 'azq0S0DKS50', 'yrxYhv2O3wU', 'cKWlx_P56N4', '5C43i3yclec', 't6m49vNjEGs', 'dJMiVGlnLSc', 'AtYt8Z4tOCk', '3f-ebCjeH8o', 'PX5-XyBNi00', 'az6NibAUf7Y', 'CaELQS5kTso', 'eVr9hH6aBg0', 'DyV0OfU3-FU', 'jVwna1aO3Dw']",Principles by Ray Dalio
2020-02-25,1353018,2891,28414,['1dc'],1959,iBF0hP2_nGw,2.5367647058823533,The Lost Ancient Humans of Antarctica,5,2,"['Ft1waA3p2_w', 'vJybfmbrOCE', 'aDejwCGdUV8', 'xDyJkFehDk0', 'oM_Ce3ITLtA', 'bj_fdeZi6-M', '5W2y6uVTvtk', '67vKK_UAg20', 'tRPu5u_Pizk', 'RveQwOB1XfI', 'lMytqAazDeo', 'VpK8fpqPJT0', 'xvzZ56ZbWy8', 'jM4XZykIiGs', 'dGiQaabX3_o', 'yetwTLHmRq8', 'UDY5COg2P2c', 'slSLLJbeo3Y', 'Lrfr06Sj3vQ', 'nzPIYHWTplk']",After Skool
2017-08-16,2614451,1783,14526,['1dcb'],2926,vJybfmbrOCE,0.50735294117647,The First Human (Evolution Documentary) | Timeline,1,1,"['iBF0hP2_nGw', 'Zk11vI-7czE', 'q81In8Os4nw', 'TA0c-lCr0fo', 'L3H32D8UEeU', 'CazsHKnxmHQ', 'tRPu5u_Pizk', 'Yjr0R0jgct4', '2bWNF_eNwvI', 'QbgIwIOsmmg', '1BrhZBMOS8U', 'XObk07uabLI', 'GbWMw249xY8', 'BwQWNpgdP6U', '57gaB1VtJiQ', 'dGiQaabX3_o', 'bZQxtHJer60', 'c9KnOjsc0g4', 'ZNIPXa5USZE', 'B965f8AcNbw']",Timeline - World History Documentaries
2019-09-17,1895312,835,19226,"['1abb', '1acb']",5403,Abz3Ab9HhaQ,1.522058823529411,Ces financiers qui dirigent le monde - BlackRock | ARTE,3,1,"['2vGaAVzEs2w', 'rzs1Pyg9o3s', 'mTf_a1wtc-M', 'QkeqKlZZSDU', 'O_BaYW7lLfU', 'syAkdb_TDyo', 'JuYB67Kup8Q', 'stCxLxBMjYA', 'Uepwmfvjsmo', 'Dpzv8H16R-Q', 's4jSTaXwcqw', 'w2PZQ-XprQU', 'FqSANoWiYEk', '00e4dtFGEE4', 'FuhUo7Tt7Hc', 'img4kLHPx2M', 'Ps_1-MbwaBw', 'SP5MYeBdxiE', 'JYNRHAYHV4k', 'D5S5vHJcfiU']",ARTE
