title,genre,views,likes,dislikes,description,duration,datePublished,uploadDate,key,channel,channel_url,channel_id,recommendations,id
Flat Earth vs. Round Earth | Explorer,Entertainment,3902363,"40,807","10,757","The Ancient Greeks concluded Earth was a sphere, which has been validated by scientists ever since. Despite this, there is a movement growing claiming the Earth is flat.➡ Subscribe: http://bit.ly/NatGeoSubscribe➡ Watch all clips of Explorer here: http://bit.ly/WatchExplorer➡ Get More Explorer: https://on.natgeo.com/2kjK3ZO#NationalGeographic #FlatEarth #ExplorerAbout Explorer:Explorer, the longest-running documentary series in cable television history, honored with nearly 60 Emmys and hundreds of other awards, continues as a series of major specials on the National Geographic Channel. In the course of more than two thousand films, Explorer has taken viewers to more than 120 countries, opening a window on hidden parts of the world, unlocking mysteries both ancient and modern, and investigating stories of science, nature, and culture.Get More National Geographic:Official Site: http://bit.ly/NatGeoOfficialSiteFacebook: http://bit.ly/FBNatGeoTwitter: http://bit.ly/NatGeoTwitterInstagram: http://bit.ly/NatGeoInstaAbout National GeographicNational Geographic is the world's premium destination for science, exploration, and adventure. Through their world-class scientists, photographers, journalists, and filmmakers, Nat Geo gets you closer to the stories that matter and past the edge of what's possible.Flat Earth vs. Round Earth | Explorerhttps://youtu.be/06bvdFK3vVUNational Geographichttps://www.youtube.com/natgeo",PT10M11S,2019-01-16,2019-01-16,1,National Geographic,/channel/UCpVm7bg6pXKo1Pr6k5kxG9A,UCpVm7bg6pXKo1Pr6k5kxG9A,20,06bvdFK3vVU
